county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Appling,not available,Attorney General,,Democrat,"GREGORY K. ""GREG"" HECHT",646,249,101,1
Appling,not available,Attorney General,,Republican,SAMUEL S. OLENS,2439,721,202,3
Appling,not available,Commissioner Of Agriculture,,Democrat,CHRISTOPHER JAMES IRVIN,644,260,99,0
Appling,not available,Commissioner Of Agriculture,,Republican,GARY W. BLACK,2460,701,205,4
Appling,not available,Commissioner Of Insurance,,Democrat,"ELIZABETH N. ""LIZ"" JOHNSON",633,252,95,1
Appling,not available,Commissioner Of Insurance,,Libertarian,"EDWARD T. ""TED"" METZ",74,16,8,0
Appling,not available,Commissioner Of Insurance,,Republican,RALPH T. HUDGENS,2361,699,199,3
Appling,not available,Commissioner Of Labor,,Democrat,ROBBIN K. SHIPP,632,258,96,0
Appling,not available,Commissioner Of Labor,,Republican,J. MARK BUTLER,2456,712,208,4
Appling,not available,Governor,,Democrat,JASON J. CARTER,743,280,101,0
Appling,not available,Governor,,Libertarian,ANDREW T. HUNT,74,16,2,0
Appling,not available,Governor,,Republican,J. NATHAN DEAL,2305,680,203,4
Appling,not available,Lieutenant Governor,,Democrat,CONNIE J. STOKES,611,238,94,0
Appling,not available,Lieutenant Governor,,Republican,"L. S. ""CASEY"" CAGLE",2462,732,208,4
Appling,not available,Public Service Commissioner,1,Libertarian,JOHN H. MONDS,385,131,51,0
Appling,not available,Public Service Commissioner,1,Republican,"HERMAN D. ""DOUG"" EVERETT",2485,734,218,4
Appling,not available,Public Service Commissioner,4,Democrat,DANIEL A. BLACKMAN,629,249,95,0
Appling,not available,Public Service Commissioner,4,Libertarian,ROBIN AARON GILMER,94,22,6,0
Appling,not available,Public Service Commissioner,4,Republican,"LAUREN W. ""BUBBA"" MCDONALD",2355,693,198,4
Appling,not available,Secretary Of State,,Democrat,DOREEN CARTER,637,251,94,0
Appling,not available,Secretary Of State,,Republican,BRIAN P. KEMP,2458,711,210,4
Appling,not available,State House,156,Republican,GREG MORRIS,1810,571,165,1
Appling,not available,State House,178,Republican,JOHN CHADWICK NIMMER,793,212,62,3
Appling,not available,State School Superintendent,,Democrat,VALARIE D. WILSON,665,249,104,1
