county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Warren,,United States Senator,,REP,PAUL COLLINS BROUN,155,8,83,64,0
Warren,Warrenton,United States Senator,,REP,PAUL COLLINS BROUN,155,8,83,64,0
Warren,,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,2,1,0
Warren,Warrenton,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,2,1,0
Warren,,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",12,0,8,4,0
Warren,Warrenton,United States Senator,,REP,"J. P. ""PHIL"" GINGREY",12,0,8,4,0
Warren,,United States Senator,,REP,DERRICK E. GRAYSON,0,0,0,0,0
Warren,Warrenton,United States Senator,,REP,DERRICK E. GRAYSON,0,0,0,0,0
Warren,,United States Senator,,REP,KAREN C. HANDEL,36,9,19,8,0
Warren,Warrenton,United States Senator,,REP,KAREN C. HANDEL,36,9,19,8,0
Warren,,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",59,6,30,23,0
Warren,Warrenton,United States Senator,,REP,"J. H. ""JACK"" KINGSTON",59,6,30,23,0
Warren,,United States Senator,,REP,DAVID A. PERDUE,80,10,36,34,0
Warren,Warrenton,United States Senator,,REP,DAVID A. PERDUE,80,10,36,34,0
Warren,,United States Senator,,DEM,"O. ""STEEN"" MILES",26,1,22,3,0
Warren,Warrenton,United States Senator,,DEM,"O. ""STEEN"" MILES",26,1,22,3,0
Warren,,United States Senator,,DEM,M. MICHELLE NUNN,206,5,143,58,0
Warren,Warrenton,United States Senator,,DEM,M. MICHELLE NUNN,206,5,143,58,0
Warren,,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",21,0,16,5,0
Warren,Warrenton,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",21,0,16,5,0
Warren,,United States Senator,,DEM,TODD ANTHONY ROBINSON,47,0,37,10,0
Warren,Warrenton,United States Senator,,DEM,TODD ANTHONY ROBINSON,47,0,37,10,0
Warren,,Governor,,REP,JOHN D. BARGE,38,2,29,7,0
Warren,Warrenton,Governor,,REP,JOHN D. BARGE,38,2,29,7,0
Warren,,Governor,,REP,J. NATHAN DEAL (I),256,26,117,113,0
Warren,Warrenton,Governor,,REP,J. NATHAN DEAL (I),256,26,117,113,0
Warren,,Governor,,REP,DAVID E. PENNINGTON III.,34,4,23,7,0
Warren,Warrenton,Governor,,REP,DAVID E. PENNINGTON III.,34,4,23,7,0
Warren,,Governor,,DEM,JASON J. CARTER,250,4,185,61,0
Warren,Warrenton,Governor,,DEM,JASON J. CARTER,250,4,185,61,0
Warren,,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",271,31,139,101,0
Warren,Warrenton,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",271,31,139,101,0
Warren,,Lieutenant Governor,,DEM,CONNIE J. STOKES,211,4,153,54,0
Warren,Warrenton,Lieutenant Governor,,DEM,CONNIE J. STOKES,211,4,153,54,0
Warren,,Secretary Of State,,REP,BRIAN P. KEMP (I),269,30,139,100,0
Warren,Warrenton,Secretary Of State,,REP,BRIAN P. KEMP (I),269,30,139,100,0
Warren,,Secretary Of State,,DEM,GERALD B. BECKUM,86,1,61,24,0
Warren,Warrenton,Secretary Of State,,DEM,GERALD B. BECKUM,86,1,61,24,0
Warren,,Secretary Of State,,DEM,DOREEN CARTER,167,5,125,37,0
Warren,Warrenton,Secretary Of State,,DEM,DOREEN CARTER,167,5,125,37,0
Warren,,Attorney General,,REP,SAMUEL S. OLENS (I),246,29,124,93,0
Warren,Warrenton,Attorney General,,REP,SAMUEL S. OLENS (I),246,29,124,93,0
Warren,,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",211,4,156,51,0
Warren,Warrenton,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",211,4,156,51,0
Warren,,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),266,31,134,101,0
Warren,Warrenton,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),266,31,134,101,0
Warren,,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,228,4,172,52,0
Warren,Warrenton,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,228,4,172,52,0
Warren,,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),256,29,131,96,0
Warren,Warrenton,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),256,29,131,96,0
Warren,,Commissioner Of Insurance,,DEM,KEITH G. HEARD,63,0,43,20,0
Warren,Warrenton,Commissioner Of Insurance,,DEM,KEITH G. HEARD,63,0,43,20,0
Warren,,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",189,6,142,41,0
Warren,Warrenton,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",189,6,142,41,0
Warren,,State School Superintendent,,REP,MARY KAY BACALLAO,47,4,24,19,0
Warren,Warrenton,State School Superintendent,,REP,MARY KAY BACALLAO,47,4,24,19,0
Warren,,State School Superintendent,,REP,ASHLEY D. BELL,33,5,13,15,0
Warren,Warrenton,State School Superintendent,,REP,ASHLEY D. BELL,33,5,13,15,0
Warren,,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",47,3,31,13,0
Warren,Warrenton,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",47,3,31,13,0
Warren,,State School Superintendent,,REP,SHARYL H. DAWES,16,2,6,8,0
Warren,Warrenton,State School Superintendent,,REP,SHARYL H. DAWES,16,2,6,8,0
Warren,,State School Superintendent,,REP,ALLEN BOWLES FORT,14,2,11,1,0
Warren,Warrenton,State School Superintendent,,REP,ALLEN BOWLES FORT,14,2,11,1,0
Warren,,State School Superintendent,,REP,NANCY T. JESTER,47,3,25,19,0
Warren,Warrenton,State School Superintendent,,REP,NANCY T. JESTER,47,3,25,19,0
Warren,,State School Superintendent,,REP,T. FITZ JOHNSON,21,5,7,9,0
Warren,Warrenton,State School Superintendent,,REP,T. FITZ JOHNSON,21,5,7,9,0
Warren,,State School Superintendent,,REP,KIRA G. WILLIS,3,0,1,2,0
Warren,Warrenton,State School Superintendent,,REP,KIRA G. WILLIS,3,0,1,2,0
Warren,,State School Superintendent,,REP,RICHARD L. WOODS,30,5,14,11,0
Warren,Warrenton,State School Superintendent,,REP,RICHARD L. WOODS,30,5,14,11,0
Warren,,State School Superintendent,,DEM,TARNISHA L. DENT,25,1,16,8,0
Warren,Warrenton,State School Superintendent,,DEM,TARNISHA L. DENT,25,1,16,8,0
Warren,,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",86,2,66,18,0
Warren,Warrenton,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",86,2,66,18,0
Warren,,State School Superintendent,,DEM,JURITA FOREHAND MAYS,14,0,11,3,0
Warren,Warrenton,State School Superintendent,,DEM,JURITA FOREHAND MAYS,14,0,11,3,0
Warren,,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,38,0,30,8,0
Warren,Warrenton,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,38,0,30,8,0
Warren,,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",13,1,7,5,0
Warren,Warrenton,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",13,1,7,5,0
Warren,,State School Superintendent,,DEM,VALARIE D. WILSON,105,2,79,24,0
Warren,Warrenton,State School Superintendent,,DEM,VALARIE D. WILSON,105,2,79,24,0
Warren,,Commissioner Of Labor,,REP,J. MARK BUTLER (I),252,29,127,96,0
Warren,Warrenton,Commissioner Of Labor,,REP,J. MARK BUTLER (I),252,29,127,96,0
Warren,,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,205,4,152,49,0
Warren,Warrenton,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,205,4,152,49,0
Warren,,"Public Service Commission, District 1",1,REP,"HERMAN D. ""DOUG"" EVERETT (I)",241,29,122,90,0
Warren,Warrenton,"Public Service Commission, District 1",1,REP,"HERMAN D. ""DOUG"" EVERETT (I)",241,29,122,90,0
Warren,,"Public Service Commission, District 4",4,REP,DOUGLAS T. KIDD,50,6,25,19,0
Warren,Warrenton,"Public Service Commission, District 4",4,REP,DOUGLAS T. KIDD,50,6,25,19,0
Warren,,"Public Service Commission, District 4",4,REP,"CHARLES C. ""CRAIG"" LUTZ",37,0,29,8,0
Warren,Warrenton,"Public Service Commission, District 4",4,REP,"CHARLES C. ""CRAIG"" LUTZ",37,0,29,8,0
Warren,,"Public Service Commission, District 4",4,REP,"LAUREN W. ""BUBBA"" MCDONALD (I)",215,22,105,88,0
Warren,Warrenton,"Public Service Commission, District 4",4,REP,"LAUREN W. ""BUBBA"" MCDONALD (I)",215,22,105,88,0
Warren,,"Public Service Commission, District 4",4,DEM,DANIEL A. BLACKMAN,211,4,156,51,0
Warren,Warrenton,"Public Service Commission, District 4",4,DEM,DANIEL A. BLACKMAN,211,4,156,51,0
Warren,,"U.S. Representative, District 10",10,REP,"M. A. ""MIKE"" COLLINS",74,8,31,35,0
Warren,Warrenton,"U.S. Representative, District 10",10,REP,"M. A. ""MIKE"" COLLINS",74,8,31,35,0
Warren,,"U.S. Representative, District 10",10,REP,GARY GERRARD,27,6,10,11,0
Warren,Warrenton,"U.S. Representative, District 10",10,REP,GARY GERRARD,27,6,10,11,0
Warren,,"U.S. Representative, District 10",10,REP,JODY B. HICE,145,6,90,49,0
Warren,Warrenton,"U.S. Representative, District 10",10,REP,JODY B. HICE,145,6,90,49,0
