county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
McDuffie,,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",602,52,411,139,0
McDuffie,Queen of Angels,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",13,3,9,1,0
McDuffie,Airport,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",100,6,77,17,0
McDuffie,Fort Creek,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",24,2,21,1,0
McDuffie,Dearing Gym,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",118,2,106,10,0
McDuffie,Vanderhorst,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",57,5,25,27,0
McDuffie,Salem Road,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",139,25,72,42,0
McDuffie,Thomson Depot,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,4,6,2,0
McDuffie,Marshall Church,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",87,3,54,30,0
McDuffie,Shrine,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,0,15,2,0
McDuffie,Whiteoak,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",35,2,26,7,0
McDuffie,,State School Superintendent - REP,,REP,RICHARD L. WOODS,498,72,318,108,0
McDuffie,Queen of Angels,State School Superintendent - REP,,REP,RICHARD L. WOODS,14,7,7,0,0
McDuffie,Airport,State School Superintendent - REP,,REP,RICHARD L. WOODS,85,10,54,21,0
McDuffie,Fort Creek,State School Superintendent - REP,,REP,RICHARD L. WOODS,18,3,14,1,0
McDuffie,Dearing Gym,State School Superintendent - REP,,REP,RICHARD L. WOODS,99,9,86,4,0
McDuffie,Vanderhorst,State School Superintendent - REP,,REP,RICHARD L. WOODS,56,6,32,18,0
McDuffie,Salem Road,State School Superintendent - REP,,REP,RICHARD L. WOODS,97,17,51,29,0
McDuffie,Thomson Depot,State School Superintendent - REP,,REP,RICHARD L. WOODS,19,8,6,5,0
McDuffie,Marshall Church,State School Superintendent - REP,,REP,RICHARD L. WOODS,59,8,36,15,0
McDuffie,Shrine,State School Superintendent - REP,,REP,RICHARD L. WOODS,21,2,13,6,0
McDuffie,Whiteoak,State School Superintendent - REP,,REP,RICHARD L. WOODS,30,2,19,9,0
