office,candidate,party,county,votes,district
U.S. Senate,Totals,R,Clarke,3046,N/A
U.S. Senate,Chambliss,R,Clay,88,N/A
U.S. Senate,Totals,R,Clay,88,N/A
U.S. Senate,Chambliss,R,Clayton,2058,N/A
U.S. Senate,Totals,R,Clayton,2058,N/A
U.S. Senate,Chambliss,R,Clinch,32,N/A
U.S. Senate,Totals,R,Clinch,32,N/A
U.S. Senate,Chambliss,R,Cobb,19738,N/A
U.S. Senate,Totals,R,Cobb,19738,N/A
U.S. Senate,Chambliss,R,Coffee,117,N/A
U.S. Senate,Totals,R,Coffee,117,N/A
U.S. Senate,Chambliss,R,Colquitt,1005,N/A
U.S. Senate,Totals,R,Colquitt,1005,N/A
U.S. Senate,Chambliss,R,Columbia,11271,N/A
U.S. Senate,Totals,R,Columbia,11271,N/A
U.S. Senate,Chambliss,R,Cook,573,N/A
U.S. Senate,Totals,R,Cook,573,N/A
U.S. Senate,Chambliss,R,Coweta,6280,N/A
U.S. Senate,Totals,R,Coweta,6280,N/A
U.S. Senate,Chambliss,R,Crawford,561,N/A
U.S. Senate,Totals,R,Crawford,561,N/A
U.S. Senate,Chambliss,R,Crisp,1264,N/A
U.S. Senate,Totals,R,Crisp,1264,N/A
U.S. Senate,Chambliss,R,Dade,1686,N/A
U.S. Senate,Totals,R,Dade,1686,N/A
U.S. Senate,Chambliss,R,Dawson,2551,N/A
U.S. Senate,Totals,R,Dawson,2551,N/A
U.S. Senate,Chambliss,R,Decatur,317,N/A
U.S. Senate,Totals,R,Decatur,317,N/A
U.S. Senate,Chambliss,R,Dekalb,12399,N/A
U.S. Senate,Totals,R,Dekalb,12399,N/A
U.S. Senate,Chambliss,R,Dodge,609,N/A
U.S. Senate,Totals,R,Dodge,609,N/A
U.S. Senate,Chambliss,R,Dooly,273,N/A
U.S. Senate,Totals,R,Dooly,273,N/A
U.S. Senate,Chambliss,R,Dougherty,1014,N/A
U.S. Senate,Totals,R,Dougherty,1014,N/A
U.S. Senate,Chambliss,R,Douglas,5696,N/A
U.S. Senate,Totals,R,Douglas,5696,N/A
U.S. Senate,Chambliss,R,Early,20,N/A
U.S. Senate,Totals,R,Early,20,N/A
U.S. Senate,Chambliss,R,Echols,2,N/A
U.S. Senate,Totals,R,Echols,2,N/A
U.S. Senate,Chambliss,R,Effingham,4554,N/A
U.S. Senate,Totals,R,Effingham,4554,N/A
U.S. Senate,Chambliss,R,Elbert,581,N/A
U.S. Senate,Totals,R,Elbert,581,N/A
U.S. Senate,Chambliss,R,Emanuel,390,N/A
U.S. Senate,Totals,R,Emanuel,390,N/A
U.S. Senate,Chambliss,R,Evans,247,N/A
U.S. Senate,Totals,R,Evans,247,N/A
U.S. Senate,Chambliss,R,Fannin,2899,N/A
U.S. Senate,Totals,R,Fannin,2899,N/A
U.S. Senate,Chambliss,R,Fayette,12855,N/A
U.S. Senate,Totals,R,Fayette,12855,N/A
U.S. Senate,Chambliss,R,Floyd,995,N/A
U.S. Senate,Totals,R,Floyd,995,N/A
U.S. Senate,Chambliss,R,Forsyth,11825,N/A
U.S. Senate,Totals,R,Forsyth,11825,N/A
U.S. Senate,Chambliss,R,Franklin,831,N/A
U.S. Senate,Totals,R,Franklin,831,N/A
U.S. Senate,Chambliss,R,Fulton,6712,N/A
U.S. Senate,Totals,R,Fulton,6712,N/A
U.S. Senate,Chambliss,R,Gilmer,2891,N/A
U.S. Senate,Totals,R,Gilmer,2891,N/A
U.S. Senate,Chambliss,R,Glascock,88,N/A
U.S. Senate,Totals,R,Glascock,88,N/A
U.S. Senate,Chambliss,R,Glynn,7421,N/A
U.S. Senate,Totals,R,Glynn,7421,N/A
U.S. Senate,Chambliss,R,Gordon,4497,N/A
U.S. Senate,Totals,R,Gordon,4497,N/A
U.S. Senate,Chambliss,R,Grady,296,N/A
U.S. Senate,Totals,R,Grady,296,N/A
U.S. Senate,Chambliss,R,Greene,1186,N/A
U.S. Senate,Totals,R,Greene,1186,N/A
U.S. Senate,Chambliss,R,Gwinnett,33347,N/A
U.S. Senate,Totals,R,Gwinnett,33347,N/A
U.S. Senate,Chambliss,R,Habersham,5437,N/A
U.S. Senate,Totals,R,Habersham,5437,N/A
U.S. Senate,Chambliss,R,Hall,7511,N/A
U.S. Senate,Totals,R,Hall,7511,N/A
U.S. Senate,Chambliss,R,Hancock,27,N/A
U.S. Senate,Totals,R,Hancock,27,N/A
U.S. Senate,Chambliss,R,Haralson,2724,N/A
U.S. Senate,Totals,R,Haralson,2724,N/A
U.S. Senate,Chambliss,R,Harris,1236,N/A
U.S. Senate,Totals,R,Harris,1236,N/A
U.S. Senate,Chambliss,R,Hart,989,N/A
U.S. Senate,Totals,R,Hart,989,N/A
U.S. Senate,Chambliss,R,Heard,216,N/A
U.S. Senate,Totals,R,Heard,216,N/A
U.S. Senate,Chambliss,R,Henry,12476,N/A
U.S. Senate,Totals,R,Henry,12476,N/A
U.S. Senate,Chambliss,R,Houston,7828,N/A
U.S. Senate,Totals,R,Houston,7828,N/A
U.S. Senate,Chambliss,R,Irwin,74,N/A
U.S. Senate,Totals,R,Irwin,74,N/A
U.S. Senate,Chambliss,R,Jackson,5273,N/A
U.S. Senate,Totals,R,Jackson,5273,N/A
U.S. Senate,Chambliss,R,Jasper,921,N/A
U.S. Senate,Totals,R,Jasper,921,N/A
U.S. Senate,Chambliss,R,Jeff davis,331,N/A
U.S. Senate,Totals,R,Jeff davis,331,N/A
U.S. Senate,Chambliss,R,Jefferson,103,N/A
U.S. Senate,Totals,R,Jefferson,103,N/A
U.S. Senate,Chambliss,R,Jenkins,57,N/A
U.S. Senate,Totals,R,Jenkins,57,N/A
U.S. Senate,Chambliss,R,Johnson,22,N/A
U.S. Senate,Totals,R,Johnson,22,N/A
U.S. Senate,Chambliss,R,Jones,1462,N/A
U.S. Senate,Totals,R,Jones,1462,N/A
U.S. Senate,Chambliss,R,Lamar,911,N/A
U.S. Senate,Totals,R,Lamar,911,N/A
U.S. Senate,Chambliss,R,Lanier,43,N/A
U.S. Senate,Totals,R,Lanier,43,N/A
U.S. Senate,Chambliss,R,Laurens,1257,N/A
U.S. Senate,Totals,R,Laurens,1257,N/A
U.S. Senate,Chambliss,R,Lee,4710,N/A
U.S. Senate,Totals,R,Lee,4710,N/A
U.S. Senate,Chambliss,R,Liberty,505,N/A
U.S. Senate,Totals,R,Liberty,505,N/A
U.S. Senate,Chambliss,R,Lincoln,671,N/A
U.S. Senate,Totals,R,Lincoln,671,N/A
U.S. Senate,Chambliss,R,Long,110,N/A
U.S. Senate,Totals,R,Long,110,N/A
U.S. Senate,Chambliss,R,Lowndes,1501,N/A
U.S. Senate,Totals,R,Lowndes,1501,N/A
U.S. Senate,Chambliss,R,Lumpkin,4911,N/A
U.S. Senate,Totals,R,Lumpkin,4911,N/A
U.S. Senate,Chambliss,R,Macon,30,N/A
U.S. Senate,Totals,R,Macon,30,N/A
U.S. Senate,Chambliss,R,Madison,2892,N/A
U.S. Senate,Totals,R,Madison,2892,N/A
U.S. Senate,Chambliss,R,Marion,170,N/A
U.S. Senate,Totals,R,Marion,170,N/A
U.S. Senate,Chambliss,R,Mcduffie,1679,N/A
U.S. Senate,Totals,R,Mcduffie,1679,N/A
U.S. Senate,Chambliss,R,Mcintosh,910,N/A
U.S. Senate,Totals,R,Mcintosh,910,N/A
U.S. Senate,Chambliss,R,Meriwether,311,N/A
U.S. Senate,Totals,R,Meriwether,311,N/A
U.S. Senate,Chambliss,R,Miller,9,N/A
U.S. Senate,Totals,R,Miller,9,N/A
U.S. Senate,Chambliss,R,Mitchell,174,N/A
U.S. Senate,Totals,R,Mitchell,174,N/A
U.S. Senate,Chambliss,R,Monroe,1269,N/A
U.S. Senate,Totals,R,Monroe,1269,N/A
U.S. Senate,Chambliss,R,Montgomery,429,N/A
U.S. Senate,Totals,R,Montgomery,429,N/A
U.S. Senate,Chambliss,R,Morgan,1300,N/A
U.S. Senate,Totals,R,Morgan,1300,N/A
U.S. Senate,Chambliss,R,Murray,1151,N/A
U.S. Senate,Totals,R,Murray,1151,N/A
U.S. Senate,Chambliss,R,Muscogee,6840,N/A
U.S. Senate,Totals,R,Muscogee,6840,N/A
U.S. Senate,Chambliss,R,Newton,5685,N/A
U.S. Senate,Totals,R,Newton,5685,N/A
U.S. Senate,Chambliss,R,Oconee,5390,N/A
U.S. Senate,Totals,R,Oconee,5390,N/A
U.S. Senate,Chambliss,R,Oglethorpe,1769,N/A
U.S. Senate,Totals,R,Oglethorpe,1769,N/A
U.S. Senate,Chambliss,R,Paulding,5899,N/A
U.S. Senate,Totals,R,Paulding,5899,N/A
U.S. Senate,Chambliss,R,Peach,202,N/A
U.S. Senate,Totals,R,Peach,202,N/A
U.S. Senate,Chambliss,R,Pickens,4869,N/A
U.S. Senate,Totals,R,Pickens,4869,N/A
U.S. Senate,Chambliss,R,Pierce,1862,N/A
U.S. Senate,Totals,R,Pierce,1862,N/A
U.S. Senate,Chambliss,R,Pike,2440,N/A
U.S. Senate,Totals,R,Pike,2440,N/A
U.S. Senate,Chambliss,R,Polk,730,N/A
U.S. Senate,Totals,R,Polk,730,N/A
U.S. Senate,Chambliss,R,Pulaski,88,N/A
U.S. Senate,Totals,R,Pulaski,88,N/A
U.S. Senate,Chambliss,R,Putnam,2790,N/A
U.S. Senate,Totals,R,Putnam,2790,N/A
U.S. Senate,Chambliss,R,Quitman,2,N/A
U.S. Senate,Totals,R,Quitman,2,N/A
U.S. Senate,Chambliss,R,Rabun,1554,N/A
U.S. Senate,Totals,R,Rabun,1554,N/A
U.S. Senate,Chambliss,R,Randolph,51,N/A
U.S. Senate,Totals,R,Randolph,51,N/A
U.S. Senate,Chambliss,R,Richmond,5267,N/A
U.S. Senate,Totals,R,Richmond,5267,N/A
U.S. Senate,Chambliss,R,Rockdale,4265,N/A
U.S. Senate,Totals,R,Rockdale,4265,N/A
U.S. Senate,Chambliss,R,Schley,26,N/A
U.S. Senate,Totals,R,Schley,26,N/A
U.S. Senate,Chambliss,R,Screven,463,N/A
U.S. Senate,Totals,R,Screven,463,N/A
U.S. Senate,Chambliss,R,Seminole,44,N/A
U.S. Senate,Totals,R,Seminole,44,N/A
U.S. Senate,Chambliss,R,Spalding,4283,N/A
U.S. Senate,Totals,R,Spalding,4283,N/A
U.S. Senate,Chambliss,R,Stephens,2185,N/A
U.S. Senate,Totals,R,Stephens,2185,N/A
U.S. Senate,Chambliss,R,Stewart,35,N/A
U.S. Senate,Totals,R,Stewart,35,N/A
U.S. Senate,Chambliss,R,Sumter,694,N/A
U.S. Senate,Totals,R,Sumter,694,N/A
U.S. Senate,Chambliss,R,Talbot,63,N/A
U.S. Senate,Totals,R,Talbot,63,N/A
U.S. Senate,Chambliss,R,Taliaferro,23,N/A
U.S. Senate,Totals,R,Taliaferro,23,N/A
U.S. Senate,Chambliss,R,Tattnall,272,N/A
U.S. Senate,Totals,R,Tattnall,272,N/A
U.S. Senate,Chambliss,R,Taylor,38,N/A
U.S. Senate,Totals,R,Taylor,38,N/A
U.S. Senate,Chambliss,R,Telfair,34,N/A
U.S. Senate,Totals,R,Telfair,34,N/A
U.S. Senate,Chambliss,R,Terrell,119,N/A
U.S. Senate,Totals,R,Terrell,119,N/A
U.S. Senate,Chambliss,R,Thomas,552,N/A
U.S. Senate,Totals,R,Thomas,552,N/A
U.S. Senate,Chambliss,R,Tift,3415,N/A
U.S. Senate,Totals,R,Tift,3415,N/A
U.S. Senate,Chambliss,R,Toombs,1459,N/A
U.S. Senate,Totals,R,Toombs,1459,N/A
U.S. Senate,Chambliss,R,Towns,720,N/A
U.S. Senate,Totals,R,Towns,720,N/A
U.S. Senate,Chambliss,R,Treutlen,19,N/A
U.S. Senate,Totals,R,Treutlen,19,N/A
U.S. Senate,Chambliss,R,Troup,2449,N/A
U.S. Senate,Totals,R,Troup,2449,N/A
U.S. Senate,Chambliss,R,Turner,141,N/A
U.S. Senate,Totals,R,Turner,141,N/A
U.S. Senate,Chambliss,R,Twiggs,61,N/A
U.S. Senate,Totals,R,Twiggs,61,N/A
U.S. Senate,Chambliss,R,Union,1024,N/A
U.S. Senate,Totals,R,Union,1024,N/A
U.S. Senate,Chambliss,R,Upson,2526,N/A
U.S. Senate,Totals,R,Upson,2526,N/A
U.S. Senate,Chambliss,R,Walker,2960,N/A
U.S. Senate,Totals,R,Walker,2960,N/A
U.S. Senate,Chambliss,R,Walton,8297,N/A
U.S. Senate,Totals,R,Walton,8297,N/A
U.S. Senate,Chambliss,R,Ware,4008,N/A
U.S. Senate,Totals,R,Ware,4008,N/A
U.S. Senate,Chambliss,R,Warren,37,N/A
U.S. Senate,Totals,R,Warren,37,N/A
U.S. Senate,Chambliss,R,Washington,446,N/A
U.S. Senate,Totals,R,Washington,446,N/A
U.S. Senate,Chambliss,R,Wayne,875,N/A
U.S. Senate,Totals,R,Wayne,875,N/A
U.S. Senate,Chambliss,R,Webster,128,N/A
U.S. Senate,Totals,R,Webster,128,N/A
U.S. Senate,Chambliss,R,Wheeler,80,N/A
U.S. Senate,Totals,R,Wheeler,80,N/A
U.S. Senate,Chambliss,R,White,2807,N/A
U.S. Senate,Totals,R,White,2807,N/A
U.S. Senate,Chambliss,R,Whitfield,4302,N/A
U.S. Senate,Totals,R,Whitfield,4302,N/A
U.S. Senate,Chambliss,R,Wilcox,87,N/A
U.S. Senate,Totals,R,Wilcox,87,N/A
U.S. Senate,Chambliss,R,Wilkes,217,N/A
U.S. Senate,Totals,R,Wilkes,217,N/A
U.S. Senate,Chambliss,R,Wilkinson,105,N/A
U.S. Senate,Totals,R,Wilkinson,105,N/A
U.S. Senate,Chambliss,R,Worth,669,N/A
U.S. Senate,Totals,R,Worth,669,N/A
U.S. Senate,Cardwell,D,Appling,169,N/A
U.S. Senate,Jones,D,Appling,363,N/A
U.S. Senate,Knight,D,Appling,44,N/A
U.S. Senate,Lanier,D,Appling,48,N/A
U.S. Senate,Martin,D,Appling,316,N/A
U.S. Senate,Totals,D,Appling,940,N/A
U.S. Senate,Cardwell,D,Atkinson,248,N/A
U.S. Senate,Jones,D,Atkinson,421,N/A
U.S. Senate,Knight,D,Atkinson,117,N/A
U.S. Senate,Lanier,D,Atkinson,167,N/A
U.S. Senate,Martin,D,Atkinson,529,N/A
U.S. Senate,Totals,D,Atkinson,1482,N/A
U.S. Senate,Cardwell,D,Bacon,64,N/A
U.S. Senate,Jones,D,Bacon,107,N/A
U.S. Senate,Knight,D,Bacon,22,N/A
U.S. Senate,Lanier,D,Bacon,22,N/A
U.S. Senate,Martin,D,Bacon,151,N/A
U.S. Senate,Totals,D,Bacon,366,N/A
U.S. Senate,Cardwell,D,Baker,94,N/A
U.S. Senate,Jones,D,Baker,380,N/A
U.S. Senate,Knight,D,Baker,39,N/A
U.S. Senate,Lanier,D,Baker,91,N/A
U.S. Senate,Martin,D,Baker,253,N/A
U.S. Senate,Totals,D,Baker,857,N/A
U.S. Senate,Cardwell,D,Baldwin,313,N/A
U.S. Senate,Jones,D,Baldwin,1430,N/A
U.S. Senate,Knight,D,Baldwin,107,N/A
U.S. Senate,Lanier,D,Baldwin,102,N/A
U.S. Senate,Martin,D,Baldwin,1486,N/A
U.S. Senate,Totals,D,Baldwin,3438,N/A
U.S. Senate,Cardwell,D,Banks,88,N/A
U.S. Senate,Jones,D,Banks,34,N/A
U.S. Senate,Knight,D,Banks,14,N/A
U.S. Senate,Lanier,D,Banks,14,N/A
U.S. Senate,Martin,D,Banks,101,N/A
U.S. Senate,Totals,D,Banks,251,N/A
U.S. Senate,Cardwell,D,Barrow,224,N/A
U.S. Senate,Jones,D,Barrow,339,N/A
U.S. Senate,Knight,D,Barrow,62,N/A
U.S. Senate,Lanier,D,Barrow,34,N/A
U.S. Senate,Martin,D,Barrow,264,N/A
U.S. Senate,Totals,D,Barrow,923,N/A
U.S. Senate,Cardwell,D,Bartow,458,N/A
U.S. Senate,Jones,D,Bartow,443,N/A
U.S. Senate,Knight,D,Bartow,102,N/A
U.S. Senate,Lanier,D,Bartow,60,N/A
U.S. Senate,Martin,D,Bartow,561,N/A
U.S. Senate,Totals,D,Bartow,1624,N/A
U.S. Senate,Cardwell,D,Ben hill,194,N/A
U.S. Senate,Jones,D,Ben hill,847,N/A
U.S. Senate,Knight,D,Ben hill,58,N/A
U.S. Senate,Lanier,D,Ben hill,99,N/A
U.S. Senate,Martin,D,Ben hill,1185,N/A
U.S. Senate,Totals,D,Ben hill,2383,N/A
U.S. Senate,Cardwell,D,Berrien,165,N/A
U.S. Senate,Jones,D,Berrien,233,N/A
U.S. Senate,Knight,D,Berrien,89,N/A
U.S. Senate,Lanier,D,Berrien,158,N/A
U.S. Senate,Martin,D,Berrien,414,N/A
U.S. Senate,Totals,D,Berrien,1059,N/A
U.S. Senate,Cardwell,D,Bibb,809,N/A
U.S. Senate,Jones,D,Bibb,5520,N/A
U.S. Senate,Knight,D,Bibb,389,N/A
U.S. Senate,Lanier,D,Bibb,186,N/A
U.S. Senate,Martin,D,Bibb,3622,N/A
U.S. Senate,Totals,D,Bibb,10526,N/A
U.S. Senate,Cardwell,D,Bleckley,228,N/A
U.S. Senate,Jones,D,Bleckley,426,N/A
U.S. Senate,Knight,D,Bleckley,48,N/A
U.S. Senate,Lanier,D,Bleckley,78,N/A
U.S. Senate,Martin,D,Bleckley,1265,N/A
U.S. Senate,Totals,D,Bleckley,2045,N/A
U.S. Senate,Cardwell,D,Brantley,546,N/A
U.S. Senate,Jones,D,Brantley,263,N/A
U.S. Senate,Knight,D,Brantley,120,N/A
U.S. Senate,Lanier,D,Brantley,188,N/A
U.S. Senate,Martin,D,Brantley,569,N/A
U.S. Senate,Totals,D,Brantley,1686,N/A
U.S. Senate,Cardwell,D,Brooks,262,N/A
U.S. Senate,Jones,D,Brooks,494,N/A
U.S. Senate,Knight,D,Brooks,77,N/A
U.S. Senate,Lanier,D,Brooks,154,N/A
U.S. Senate,Martin,D,Brooks,499,N/A
U.S. Senate,Totals,D,Brooks,1486,N/A
U.S. Senate,Cardwell,D,Bryan,50,N/A
U.S. Senate,Jones,D,Bryan,222,N/A
U.S. Senate,Knight,D,Bryan,18,N/A
U.S. Senate,Lanier,D,Bryan,38,N/A
U.S. Senate,Martin,D,Bryan,181,N/A
U.S. Senate,Totals,D,Bryan,509,N/A
U.S. Senate,Cardwell,D,Bulloch,89,N/A
U.S. Senate,Jones,D,Bulloch,450,N/A
U.S. Senate,Knight,D,Bulloch,93,N/A
U.S. Senate,Lanier,D,Bulloch,254,N/A
U.S. Senate,Martin,D,Bulloch,560,N/A
U.S. Senate,Totals,D,Bulloch,1446,N/A
U.S. Senate,Cardwell,D,Burke,185,N/A
U.S. Senate,Jones,D,Burke,1056,N/A
U.S. Senate,Knight,D,Burke,41,N/A
U.S. Senate,Lanier,D,Burke,74,N/A
U.S. Senate,Martin,D,Burke,452,N/A
U.S. Senate,Totals,D,Burke,1808,N/A
U.S. Senate,Cardwell,D,Butts,180,N/A
U.S. Senate,Jones,D,Butts,465,N/A
U.S. Senate,Knight,D,Butts,19,N/A
U.S. Senate,Lanier,D,Butts,12,N/A
U.S. Senate,Martin,D,Butts,174,N/A
U.S. Senate,Totals,D,Butts,850,N/A
U.S. Senate,Cardwell,D,Calhoun,117,N/A
U.S. Senate,Jones,D,Calhoun,481,N/A
U.S. Senate,Knight,D,Calhoun,29,N/A
U.S. Senate,Lanier,D,Calhoun,141,N/A
U.S. Senate,Martin,D,Calhoun,385,N/A
U.S. Senate,Totals,D,Calhoun,1153,N/A
U.S. Senate,Cardwell,D,Camden,91,N/A
U.S. Senate,Jones,D,Camden,327,N/A
U.S. Senate,Knight,D,Camden,40,N/A
U.S. Senate,Lanier,D,Camden,68,N/A
U.S. Senate,Martin,D,Camden,121,N/A
U.S. Senate,Totals,D,Camden,647,N/A
U.S. Senate,Cardwell,D,Candler,78,N/A
U.S. Senate,Jones,D,Candler,196,N/A
U.S. Senate,Knight,D,Candler,28,N/A
U.S. Senate,Lanier,D,Candler,150,N/A
U.S. Senate,Martin,D,Candler,608,N/A
U.S. Senate,Totals,D,Candler,1060,N/A
U.S. Senate,Cardwell,D,Carroll,644,N/A
U.S. Senate,Jones,D,Carroll,840,N/A
U.S. Senate,Knight,D,Carroll,119,N/A
U.S. Senate,Lanier,D,Carroll,83,N/A
U.S. Senate,Martin,D,Carroll,944,N/A
U.S. Senate,Totals,D,Carroll,2630,N/A
U.S. Senate,Cardwell,D,Catoosa,104,N/A
U.S. Senate,Jones,D,Catoosa,71,N/A
U.S. Senate,Knight,D,Catoosa,118,N/A
U.S. Senate,Lanier,D,Catoosa,67,N/A
U.S. Senate,Martin,D,Catoosa,183,N/A
U.S. Senate,Totals,D,Catoosa,543,N/A
U.S. Senate,Cardwell,D,Charlton,231,N/A
U.S. Senate,Jones,D,Charlton,228,N/A
U.S. Senate,Knight,D,Charlton,57,N/A
U.S. Senate,Lanier,D,Charlton,86,N/A
U.S. Senate,Martin,D,Charlton,276,N/A
U.S. Senate,Totals,D,Charlton,878,N/A
U.S. Senate,Cardwell,D,Chatham,914,N/A
U.S. Senate,Jones,D,Chatham,9585,N/A
U.S. Senate,Knight,D,Chatham,856,N/A
U.S. Senate,Lanier,D,Chatham,469,N/A
U.S. Senate,Martin,D,Chatham,3580,N/A
U.S. Senate,Totals,D,Chatham,15404,N/A
U.S. Senate,Cardwell,D,Chattahoochee,35,N/A
U.S. Senate,Jones,D,Chattahoochee,148,N/A
U.S. Senate,Knight,D,Chattahoochee,11,N/A
U.S. Senate,Lanier,D,Chattahoochee,19,N/A
U.S. Senate,Martin,D,Chattahoochee,178,N/A
U.S. Senate,Totals,D,Chattahoochee,391,N/A
U.S. Senate,Cardwell,D,Chattooga,1226,N/A
U.S. Senate,Jones,D,Chattooga,579,N/A
U.S. Senate,Knight,D,Chattooga,162,N/A
U.S. Senate,Lanier,D,Chattooga,457,N/A
U.S. Senate,Martin,D,Chattooga,1208,N/A
U.S. Senate,Totals,D,Chattooga,3632,N/A
U.S. Senate,Cardwell,D,Cherokee,541,N/A
U.S. Senate,Jones,D,Cherokee,349,N/A
U.S. Senate,Knight,D,Cherokee,225,N/A
U.S. Senate,Lanier,D,Cherokee,90,N/A
U.S. Senate,Martin,D,Cherokee,809,N/A
U.S. Senate,Totals,D,Cherokee,2014,N/A
U.S. Senate,Cardwell,D,Clarke,631,N/A
U.S. Senate,Jones,D,Clarke,1668,N/A
U.S. Senate,Knight,D,Clarke,508,N/A
U.S. Senate,Lanier,D,Clarke,151,N/A
U.S. Senate,Martin,D,Clarke,2083,N/A
U.S. Senate,Totals,D,Clarke,5041,N/A
U.S. Senate,Cardwell,D,Clay,28,N/A
U.S. Senate,Jones,D,Clay,203,N/A
U.S. Senate,Knight,D,Clay,14,N/A
U.S. Senate,Lanier,D,Clay,14,N/A
U.S. Senate,Martin,D,Clay,97,N/A
U.S. Senate,Totals,D,Clay,356,N/A
U.S. Senate,Cardwell,D,Clayton,6026,N/A
U.S. Senate,Jones,D,Clayton,12145,N/A
U.S. Senate,Knight,D,Clayton,911,N/A
U.S. Senate,Lanier,D,Clayton,563,N/A
U.S. Senate,Martin,D,Clayton,6013,N/A
U.S. Senate,Totals,D,Clayton,25658,N/A
U.S. Senate,Cardwell,D,Clinch,251,N/A
U.S. Senate,Jones,D,Clinch,175,N/A
U.S. Senate,Knight,D,Clinch,92,N/A
U.S. Senate,Lanier,D,Clinch,187,N/A
U.S. Senate,Martin,D,Clinch,556,N/A
U.S. Senate,Totals,D,Clinch,1261,N/A
U.S. Senate,Cardwell,D,Cobb,4186,N/A
U.S. Senate,Jones,D,Cobb,5646,N/A
U.S. Senate,Knight,D,Cobb,1279,N/A
U.S. Senate,Lanier,D,Cobb,533,N/A
U.S. Senate,Martin,D,Cobb,6167,N/A
U.S. Senate,Totals,D,Cobb,17811,N/A
U.S. Senate,Cardwell,D,Coffee,745,N/A
U.S. Senate,Jones,D,Coffee,2519,N/A
U.S. Senate,Knight,D,Coffee,508,N/A
U.S. Senate,Lanier,D,Coffee,526,N/A
U.S. Senate,Martin,D,Coffee,2125,N/A
U.S. Senate,Totals,D,Coffee,6423,N/A
U.S. Senate,Cardwell,D,Colquitt,66,N/A
U.S. Senate,Jones,D,Colquitt,514,N/A
U.S. Senate,Knight,D,Colquitt,33,N/A
U.S. Senate,Lanier,D,Colquitt,32,N/A
U.S. Senate,Martin,D,Colquitt,238,N/A
U.S. Senate,Totals,D,Colquitt,883,N/A
U.S. Senate,Cardwell,D,Columbia,156,N/A
U.S. Senate,Jones,D,Columbia,1009,N/A
U.S. Senate,Knight,D,Columbia,114,N/A
U.S. Senate,Lanier,D,Columbia,111,N/A
