office,candidate,party,county,votes,district
State Representative,Dawkins-Haigler,R,Dekalb,194,District 93
State Representative,Douglas,R,Dekalb,143,District 93
State Representative,Totals,R,Dekalb,337,District 93
State Representative,Dawkins-Haigler,R,Rockdale,103,District 93
State Representative,Douglas,R,Rockdale,107,District 93
State Representative,Totals,R,Rockdale,210,District 93
