county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Burke,Alexander,U.S. Senate,,Rep,Herschel Walker,111,3,86,0,22
Burke,Four Points,U.S. Senate,,Rep,Herschel Walker,807,22,532,0,253
Burke,Girard,U.S. Senate,,Rep,Herschel Walker,200,17,133,0,50
Burke,Gough,U.S. Senate,,Rep,Herschel Walker,91,2,54,0,35
Burke,Greenscut,U.S. Senate,,Rep,Herschel Walker,314,12,179,0,123
Burke,Keysville,U.S. Senate,,Rep,Herschel Walker,94,2,72,0,20
Burke,Midville,U.S. Senate,,Rep,Herschel Walker,102,2,77,0,23
Burke,Munnerlyn,U.S. Senate,,Rep,Herschel Walker,87,1,58,0,28
Burke,Sardis,U.S. Senate,,Rep,Herschel Walker,287,12,227,0,48
Burke,Scotts Crossroads,U.S. Senate,,Rep,Herschel Walker,52,0,43,0,9
Burke,Telfair,U.S. Senate,,Rep,Herschel Walker,262,6,185,0,71
Burke,St Clair,U.S. Senate,,Rep,Herschel Walker,162,7,104,0,51
Burke,Vidette,U.S. Senate,,Rep,Herschel Walker,91,2,74,0,15
Burke,North Waynesboro,U.S. Senate,,Rep,Herschel Walker,362,10,126,0,226
Burke,South Waynesboro,U.S. Senate,,Rep,Herschel Walker,992,30,387,2,573
Burke,Blakeney,U.S. Senate,,Rep,Herschel Walker,134,1,73,0,60
Burke,Alexander,U.S. Senate,,(Dem,Raphael Warnock ,85,9,34,0,42
Burke,Four Points,U.S. Senate,,(Dem,Raphael Warnock ,400,28,173,0,199
Burke,Girard,U.S. Senate,,(Dem,Raphael Warnock ,182,23,108,0,51
Burke,Gough,U.S. Senate,,(Dem,Raphael Warnock ,145,14,74,0,57
Burke,Greenscut,U.S. Senate,,(Dem,Raphael Warnock ,212,11,105,1,95
Burke,Keysville,U.S. Senate,,(Dem,Raphael Warnock ,97,3,86,0,8
Burke,Midville,U.S. Senate,,(Dem,Raphael Warnock ,149,10,111,0,28
Burke,Munnerlyn,U.S. Senate,,(Dem,Raphael Warnock ,42,1,20,0,21
Burke,Sardis,U.S. Senate,,(Dem,Raphael Warnock ,190,12,121,0,57
Burke,Scotts Crossroads,U.S. Senate,,(Dem,Raphael Warnock ,76,7,40,0,29
Burke,Telfair,U.S. Senate,,(Dem,Raphael Warnock ,231,38,85,0,108
Burke,St Clair,U.S. Senate,,(Dem,Raphael Warnock ,104,14,46,0,44
Burke,Vidette,U.S. Senate,,(Dem,Raphael Warnock ,78,4,52,0,22
Burke,North Waynesboro,U.S. Senate,,(Dem,Raphael Warnock ,898,93,293,1,511
Burke,South Waynesboro,U.S. Senate,,(Dem,Raphael Warnock ,730,59,233,0,438
Burke,Blakeney,U.S. Senate,,(Dem,Raphael Warnock ,159,7,65,0,87
