county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Gwinnett,001 Harbins A,U.S. Senate,,Rep,Herschel Walker,1449,65,689,1,694
Gwinnett,002 Rockbridge A,U.S. Senate,,Rep,Herschel Walker,309,23,153,0,133
Gwinnett,003 Dacula,U.S. Senate,,Rep,Herschel Walker,822,22,422,1,377
Gwinnett,004 Suwanee A,U.S. Senate,,Rep,Herschel Walker,377,14,210,0,153
Gwinnett,005 Baycreek A,U.S. Senate,,Rep,Herschel Walker,680,35,476,0,169
Gwinnett,006 Goodwins A,U.S. Senate,,Rep,Herschel Walker,654,31,385,0,238
Gwinnett,007 Duluth A,U.S. Senate,,Rep,Herschel Walker,935,41,478,0,416
Gwinnett,008 Duncans A,U.S. Senate,,Rep,Herschel Walker,1437,66,667,1,703
Gwinnett,009 Pucketts A,U.S. Senate,,Rep,Herschel Walker,1858,69,759,0,1030
Gwinnett,010 Cates A,U.S. Senate,,Rep,Herschel Walker,584,42,328,0,214
Gwinnett,011 Berkshire A,U.S. Senate,,Rep,Herschel Walker,320,13,211,0,96
Gwinnett,012 Berkshire B,U.S. Senate,,Rep,Herschel Walker,504,40,182,0,282
Gwinnett,013 Duncans C,U.S. Senate,,Rep,Herschel Walker,1019,34,604,0,381
Gwinnett,014 Garners A,U.S. Senate,,Rep,Herschel Walker,869,46,461,0,362
Gwinnett,015 Lawrenceville A,U.S. Senate,,Rep,Herschel Walker,613,31,348,1,233
Gwinnett,016 Lawrenceville B,U.S. Senate,,Rep,Herschel Walker,557,39,313,0,205
Gwinnett,017 Martins A,U.S. Senate,,Rep,Herschel Walker,226,6,149,1,70
Gwinnett,018 Martins B,U.S. Senate,,Rep,Herschel Walker,346,22,224,0,100
Gwinnett,019 Martins C,U.S. Senate,,Rep,Herschel Walker,391,18,247,0,126
Gwinnett,020 Pinckneyville A,U.S. Senate,,Rep,Herschel Walker,136,1,98,0,37
Gwinnett,021 Pinckneyville B,U.S. Senate,,Rep,Herschel Walker,243,13,136,0,94
Gwinnett,022 Pinckneyville C,U.S. Senate,,Rep,Herschel Walker,540,30,341,0,169
Gwinnett,023 Pinckneyville D,U.S. Senate,,Rep,Herschel Walker,161,3,99,1,58
Gwinnett,024 Sugar Hill A,U.S. Senate,,Rep,Herschel Walker,952,26,545,1,380
Gwinnett,025 Sugar Hill B,U.S. Senate,,Rep,Herschel Walker,1350,51,847,0,452
Gwinnett,026 Hog Mountain A,U.S. Senate,,Rep,Herschel Walker,763,38,471,0,254
Gwinnett,027 Hog Mountain B,U.S. Senate,,Rep,Herschel Walker,1139,53,661,1,424
Gwinnett,028 Rockycreek A,U.S. Senate,,Rep,Herschel Walker,1469,44,755,1,669
Gwinnett,029 Cates B,U.S. Senate,,Rep,Herschel Walker,405,23,264,0,118
Gwinnett,030 Cates C,U.S. Senate,,Rep,Herschel Walker,410,29,246,0,135
Gwinnett,031 Hog Mountain D,U.S. Senate,,Rep,Herschel Walker,700,23,407,1,269
Gwinnett,032 Berkshire D,U.S. Senate,,Rep,Herschel Walker,563,37,309,1,216
Gwinnett,033 Berkshire E,U.S. Senate,,Rep,Herschel Walker,488,22,290,0,176
Gwinnett,034 Berkshire F,U.S. Senate,,Rep,Herschel Walker,294,14,213,0,67
Gwinnett,035 Cates D,U.S. Senate,,Rep,Herschel Walker,710,42,416,0,252
Gwinnett,036 Cates E,U.S. Senate,,Rep,Herschel Walker,695,31,414,0,250
Gwinnett,037 Pinckneyville E,U.S. Senate,,Rep,Herschel Walker,143,7,95,1,40
Gwinnett,038 Pinckneyville F,U.S. Senate,,Rep,Herschel Walker,244,4,136,1,103
Gwinnett,039 Duncans D,U.S. Senate,,Rep,Herschel Walker,2258,94,1019,1,1144
Gwinnett,040 Pinckneyville H,U.S. Senate,,Rep,Herschel Walker,994,36,414,0,544
Gwinnett,041 Baycreek B,U.S. Senate,,Rep,Herschel Walker,707,28,453,0,226
Gwinnett,042 Lawrenceville C,U.S. Senate,,Rep,Herschel Walker,641,30,366,0,245
Gwinnett,043 Martins D,U.S. Senate,,Rep,Herschel Walker,149,10,98,0,41
Gwinnett,044 Rockbridge B,U.S. Senate,,Rep,Herschel Walker,383,23,225,1,134
Gwinnett,045 Garners B,U.S. Senate,,Rep,Herschel Walker,414,37,168,0,209
Gwinnett,046 Cates F,U.S. Senate,,Rep,Herschel Walker,489,24,330,0,135
Gwinnett,047 Cates G,U.S. Senate,,Rep,Herschel Walker,774,58,451,0,265
Gwinnett,048 Duluth B,U.S. Senate,,Rep,Herschel Walker,687,48,350,0,289
Gwinnett,049 Garners C,U.S. Senate,,Rep,Herschel Walker,327,14,187,0,126
Gwinnett,050 Pinckneyville I,U.S. Senate,,Rep,Herschel Walker,177,15,83,0,79
Gwinnett,051 Pinckneyville J,U.S. Senate,,Rep,Herschel Walker,97,6,56,0,35
Gwinnett,052 Berkshire G,U.S. Senate,,Rep,Herschel Walker,568,29,259,0,280
Gwinnett,053 Cates H,U.S. Senate,,Rep,Herschel Walker,371,16,215,0,140
Gwinnett,054 Sugar Hill C,U.S. Senate,,Rep,Herschel Walker,1442,45,922,0,475
Gwinnett,055 Sugar Hill D,U.S. Senate,,Rep,Herschel Walker,1169,42,565,1,561
Gwinnett,056 Duluth C,U.S. Senate,,Rep,Herschel Walker,425,24,242,0,159
Gwinnett,057 Duluth D,U.S. Senate,,Rep,Herschel Walker,650,28,334,1,287
Gwinnett,058 Pinckneyville K,U.S. Senate,,Rep,Herschel Walker,235,17,143,1,74
Gwinnett,059 Pinckneyville N,U.S. Senate,,Rep,Herschel Walker,185,6,111,0,68
Gwinnett,060 Lawrenceville D,U.S. Senate,,Rep,Herschel Walker,311,28,146,0,137
Gwinnett,061 Lawrenceville E,U.S. Senate,,Rep,Herschel Walker,498,44,280,0,174
Gwinnett,062 Pinckneyville L,U.S. Senate,,Rep,Herschel Walker,833,38,473,0,322
Gwinnett,063 Pinckneyville M,U.S. Senate,,Rep,Herschel Walker,1002,37,529,1,435
Gwinnett,064 Garners D,U.S. Senate,,Rep,Herschel Walker,331,32,146,0,153
Gwinnett,065 Berkshire H,U.S. Senate,,Rep,Herschel Walker,232,7,123,0,102
Gwinnett,066 Pinckneyville O,U.S. Senate,,Rep,Herschel Walker,220,8,110,0,102
Gwinnett,067 Pucketts E,U.S. Senate,,Rep,Herschel Walker,1050,37,479,6,528
Gwinnett,068 Cates I,U.S. Senate,,Rep,Herschel Walker,655,24,430,0,201
Gwinnett,069 Cates J,U.S. Senate,,Rep,Herschel Walker,562,43,353,0,166
Gwinnett,070 Goodwins B,U.S. Senate,,Rep,Herschel Walker,941,37,513,1,390
Gwinnett,071 Lawrenceville F,U.S. Senate,,Rep,Herschel Walker,356,20,166,1,169
Gwinnett,072 Martins E,U.S. Senate,,Rep,Herschel Walker,170,8,91,1,70
Gwinnett,073 Pinckneyville P,U.S. Senate,,Rep,Herschel Walker,439,31,219,0,189
Gwinnett,074 Pinckneyville Q,U.S. Senate,,Rep,Herschel Walker,81,2,64,0,15
Gwinnett,075 Rockbridge C,U.S. Senate,,Rep,Herschel Walker,376,20,184,1,171
Gwinnett,076 Rockbridge D,U.S. Senate,,Rep,Herschel Walker,393,31,193,0,169
Gwinnett,077 Goodwins C,U.S. Senate,,Rep,Herschel Walker,686,48,374,0,264
Gwinnett,078 Baycreek K,U.S. Senate,,Rep,Herschel Walker,695,60,372,0,263
Gwinnett,079 Cates K,U.S. Senate,,Rep,Herschel Walker,633,44,433,0,156
Gwinnett,080 Baycreek C,U.S. Senate,,Rep,Herschel Walker,1000,46,622,0,332
