county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Jeff Davis,Hazlehurst,U.S. Senate,,Rep,Herschel Walker,281,7,133,0,141
Jeff Davis,Altamaha 1,U.S. Senate,,Rep,Herschel Walker,338,7,180,0,151
Jeff Davis,Altamaha 2,U.S. Senate,,Rep,Herschel Walker,692,13,442,0,237
Jeff Davis,Blackburn 1,U.S. Senate,,Rep,Herschel Walker,228,6,109,0,113
Jeff Davis,Blackburn 2,U.S. Senate,,Rep,Herschel Walker,378,7,234,0,137
Jeff Davis,Whitehead 1,U.S. Senate,,Rep,Herschel Walker,389,9,154,0,226
Jeff Davis,Whitehead 2,U.S. Senate,,Rep,Herschel Walker,324,4,218,0,102
Jeff Davis,Ocmulgee 1,U.S. Senate,,Rep,Herschel Walker,602,15,298,0,289
Jeff Davis,Ocmulgee 2,U.S. Senate,,Rep,Herschel Walker,239,4,147,0,88
Jeff Davis,Hazlehurst,U.S. Senate,,(Dem,Raphael Warnock ,330,21,134,0,175
Jeff Davis,Altamaha 1,U.S. Senate,,(Dem,Raphael Warnock ,33,2,11,0,20
Jeff Davis,Altamaha 2,U.S. Senate,,(Dem,Raphael Warnock ,27,0,19,0,8
Jeff Davis,Blackburn 1,U.S. Senate,,(Dem,Raphael Warnock ,72,4,41,0,27
Jeff Davis,Blackburn 2,U.S. Senate,,(Dem,Raphael Warnock ,16,0,11,0,5
Jeff Davis,Whitehead 1,U.S. Senate,,(Dem,Raphael Warnock ,86,3,42,0,41
Jeff Davis,Whitehead 2,U.S. Senate,,(Dem,Raphael Warnock ,20,5,6,0,9
Jeff Davis,Ocmulgee 1,U.S. Senate,,(Dem,Raphael Warnock ,100,9,51,0,40
Jeff Davis,Ocmulgee 2,U.S. Senate,,(Dem,Raphael Warnock ,58,3,10,0,45
Jeff Davis,Ocmulgee 1,Special,,Rep,Gary J. Brown,305,15,136,0,154
Jeff Davis,Ocmulgee 2,Special,,Rep,Gary J. Brown,113,4,63,0,46
Jeff Davis,Ocmulgee 1,Special,,Rep,Shannon Jump New,376,9,200,0,167
Jeff Davis,Ocmulgee 2,Special,,Rep,Shannon Jump New,171,3,93,0,75
