county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Dawson,West,U.S. Senate,,Rep,Herschel Walker,1455,842,64,0,549
Dawson,Central,U.S. Senate,,Rep,Herschel Walker,5057,3479,149,0,1429
Dawson,East,U.S. Senate,,Rep,Herschel Walker,4673,2912,155,1,1605
Dawson,West,U.S. Senate,,Dem,Raphael Warnock ,474,297,70,0,107
Dawson,Central,U.S. Senate,,Dem,Raphael Warnock ,774,551,62,0,161
Dawson,East,U.S. Senate,,Dem,Raphael Warnock ,1029,644,104,1,280
Dawson,West,U.S. Senate,,Lib,Chase Oliver,51,25,8,0,18
Dawson,Central,U.S. Senate,,Lib,Chase Oliver,192,115,6,0,71
Dawson,East,U.S. Senate,,Lib,Chase Oliver,165,96,6,0,63
Dawson,West,Governor,,Rep,Brian Kemp ,1601,918,83,0,600
Dawson,Central,Governor,,Rep,Brian Kemp ,5396,3724,157,0,1515
Dawson,East,Governor,,Rep,Brian Kemp ,5013,3129,175,1,1708
Dawson,West,Governor,,Dem,Stacey Abrams,380,250,56,0,74
Dawson,Central,Governor,,Dem,Stacey Abrams,613,423,58,0,132
Dawson,East,Governor,,Dem,Stacey Abrams,834,531,88,1,214
Dawson,West,Governor,,Lib,Shane Hazel,19,5,2,0,12
Dawson,Central,Governor,,Lib,Shane Hazel,57,32,3,0,22
Dawson,East,Governor,,Lib,Shane Hazel,65,26,4,0,35
Dawson,West,Lieutenant Governor,,Rep,Burt Jones,1530,880,74,0,576
Dawson,Central,Lieutenant Governor,,Rep,Burt Jones,5237,3611,155,0,1471
Dawson,East,Lieutenant Governor,,Rep,Burt Jones,4857,3036,166,1,1654
Dawson,West,Lieutenant Governor,,Dem,Charlie Bailey,426,271,64,0,91
Dawson,Central,Lieutenant Governor,,Dem,Charlie Bailey,669,473,56,0,140
Dawson,East,Lieutenant Governor,,Dem,Charlie Bailey,894,568,91,1,234
Dawson,West,Lieutenant Governor,,Lib,Ryan Graham,38,19,4,0,15
Dawson,Central,Lieutenant Governor,,Lib,Ryan Graham,124,64,6,0,54
Dawson,East,Lieutenant Governor,,Lib,Ryan Graham,132,67,5,0,60
Dawson,West,Secretary of State,,Rep,Brad Raffensperger ,1569,903,90,0,576
Dawson,Central,Secretary of State,,Rep,Brad Raffensperger ,5066,3490,153,0,1423
Dawson,East,Secretary of State,,Rep,Brad Raffensperger ,4788,3011,167,1,1609
Dawson,West,Secretary of State,,Dem,Bee Nguyen,346,224,50,0,72
Dawson,Central,Secretary of State,,Dem,Bee Nguyen,613,430,54,0,129
Dawson,East,Secretary of State,,Dem,Bee Nguyen,828,518,88,1,221
Dawson,West,Secretary of State,,Lib,Ted Metz,73,39,1,0,33
Dawson,Central,Secretary of State,,Lib,Ted Metz,314,199,11,0,104
Dawson,East,Secretary of State,,Lib,Ted Metz,245,128,7,0,110
Dawson,West,Attorney General,,Rep,Chris Carr ,1539,891,77,0,571
Dawson,Central,Attorney General,,Rep,Chris Carr ,5251,3613,154,0,1484
Dawson,East,Attorney General,,Rep,Chris Carr ,4901,3071,165,1,1664
Dawson,West,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",421,261,63,0,97
Dawson,Central,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",658,465,58,0,135
Dawson,East,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",879,559,92,1,227
Dawson,West,Attorney General,,Lib,Martin Cowen,31,14,2,0,15
Dawson,Central,Attorney General,,Lib,Martin Cowen,115,68,5,0,42
Dawson,East,Attorney General,,Lib,Martin Cowen,93,36,6,0,51
Dawson,West,Commissioner Of Agriculture,,Rep,Tyler Harper,1583,899,88,0,596
Dawson,Central,Commissioner Of Agriculture,,Rep,Tyler Harper,5291,3642,159,0,1490
Dawson,East,Commissioner Of Agriculture,,Rep,Tyler Harper,4929,3084,174,1,1670
Dawson,West,Commissioner Of Agriculture,,Dem,Nakita Hemingway,360,241,49,0,70
Dawson,Central,Commissioner Of Agriculture,,Dem,Nakita Hemingway,590,423,52,0,115
Dawson,East,Commissioner Of Agriculture,,Dem,Nakita Hemingway,792,512,80,1,199
Dawson,West,Commissioner Of Agriculture,,Lib,David Raudabaugh,41,22,3,0,16
Dawson,Central,Commissioner Of Agriculture,,Lib,David Raudabaugh,134,76,6,0,52
Dawson,East,Commissioner Of Agriculture,,Lib,David Raudabaugh,143,68,5,0,70
Dawson,West,Commissioner Of Insurance,,Rep,John King ,1596,914,83,0,599
Dawson,Central,Commissioner Of Insurance,,Rep,John King ,5353,3673,157,0,1523
Dawson,East,Commissioner Of Insurance,,Rep,John King ,5006,3122,173,1,1710
Dawson,West,Commissioner Of Insurance,,Dem,Janice Laws Robinson,384,250,54,0,80
Dawson,Central,Commissioner Of Insurance,,Dem,Janice Laws Robinson,641,453,56,0,132
Dawson,East,Commissioner Of Insurance,,Dem,Janice Laws Robinson,839,529,87,1,222
Dawson,West,State School Superintendent,,Rep,Richard Woods ,1598,920,78,0,600
Dawson,Central,State School Superintendent,,Rep,Richard Woods ,5363,3679,163,0,1521
Dawson,East,State School Superintendent,,Rep,Richard Woods ,5021,3126,176,1,1718
Dawson,West,State School Superintendent,,Dem,Alisha Thomas Searcy,381,246,56,0,79
Dawson,Central,State School Superintendent,,Dem,Alisha Thomas Searcy,636,449,51,0,136
Dawson,East,State School Superintendent,,Dem,Alisha Thomas Searcy,833,527,85,1,220
Dawson,West,Commissioner Of Labor,,Rep,Bruce Thompson,1546,888,73,0,585
Dawson,Central,Commissioner Of Labor,,Rep,Bruce Thompson,5248,3611,158,0,1479
Dawson,East,Commissioner Of Labor,,Rep,Bruce Thompson,4885,3067,166,1,1651
Dawson,West,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",382,249,57,0,76
Dawson,Central,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",608,443,53,0,112
Dawson,East,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",822,522,86,1,213
Dawson,West,Commissioner Of Labor,,Lib,Emily Anderson,45,21,5,0,19
Dawson,Central,Commissioner Of Labor,,Lib,Emily Anderson,140,76,4,0,60
Dawson,East,Commissioner Of Labor,,Lib,Emily Anderson,141,66,7,0,68
Dawson,West,U.S. House,6,Rep,Rich McCormick,1564,899,76,0,589
Dawson,Central,U.S. House,6,Rep,Rich McCormick,5314,3642,157,0,1515
Dawson,East,U.S. House,6,Rep,Rich McCormick,4972,3103,168,2,1699
Dawson,West,U.S. House,6,Dem,Bob Christian,423,266,64,0,93
Dawson,Central,U.S. House,6,Dem,Bob Christian,693,492,61,0,140
Dawson,East,U.S. House,6,Dem,Bob Christian,898,563,92,0,243
Dawson,West,State Senate,51,Rep,Steve Gooch ,1696,984,81,0,631
Dawson,Central,State Senate,51,Rep,Steve Gooch ,5560,3814,166,0,1580
Dawson,East,State Senate,51,Rep,Steve Gooch ,5370,3336,200,1,1833
Dawson,West,State House,7,Rep,David Ralston ,1677,968,85,0,624
Dawson,Central,State House,9,Rep,Will Wade ,5509,3770,163,0,1576
Dawson,East,State House,9,Rep,Will Wade ,5320,3306,192,1,1821
Dawson,West,District Attorney Northeastern Judicial Circuit,,Rep,Lee Darragh ,1693,985,80,0,628
Dawson,Central,District Attorney Northeastern Judicial Circuit,,Rep,Lee Darragh ,5524,3788,160,0,1576
Dawson,East,District Attorney Northeastern Judicial Circuit,,Rep,Lee Darragh ,5345,3329,186,1,1829
Dawson,West,County Commissioner Dist 1,,Rep,Seth Stowers,1697,986,81,0,630
Dawson,Central,County Commissioner Dist 1,,Rep,Seth Stowers,5589,3828,172,0,1589
Dawson,East,County Commissioner Dist 1,,Rep,Seth Stowers,5364,3335,197,1,1831
Dawson,West,County Commissioner Dist 3,,Rep,Alexa Bruce,1697,986,82,0,629
Dawson,Central,County Commissioner Dist 3,,Rep,Alexa Bruce,5538,3793,168,0,1577
Dawson,East,County Commissioner Dist 3,,Rep,Alexa Bruce,5336,3324,197,1,1814
Dawson,West,County Board of Education At LRG,,Rep,Nathan Ingram ,1694,983,80,0,631
Dawson,Central,County Board of Education At LRG,,Rep,Nathan Ingram ,5547,3809,161,0,1577
Dawson,East,County Board of Education At LRG,,Rep,Nathan Ingram ,5352,3334,189,1,1828
Dawson,West,County Board of Education Dist 3,,Rep,Karen Marie Armstrong ,1696,984,82,0,630
Dawson,Central,County Board of Education Dist 3,,Rep,Karen Marie Armstrong ,5546,3804,165,0,1577
Dawson,East,County Board of Education Dist 3,,Rep,Karen Marie Armstrong ,5351,3338,189,1,1823
Dawson,West,Upper Chattahoochee River Soil & Water,,,George W. Lyons ,1686,991,78,0,617
Dawson,Central,Upper Chattahoochee River Soil & Water,,,George W. Lyons ,5256,3607,153,0,1496
Dawson,East,Upper Chattahoochee River Soil & Water,,,George W. Lyons ,5139,3217,162,1,1759
Dawson,West,Constitutional Amendment #1,,,Yes,1788,1051,126,0,611
Dawson,Central,Constitutional Amendment #1,,,Yes,5203,3582,190,0,1431
Dawson,East,Constitutional Amendment #1,,,Yes,5229,3277,235,1,1716
Dawson,West,Constitutional Amendment #1,,,No,177,103,11,0,63
Dawson,Central,Constitutional Amendment #1,,,No,677,468,21,0,188
Dawson,East,Constitutional Amendment #1,,,No,566,347,23,1,195
Dawson,West,Constitutional Amendment #2,,,Yes,1838,1085,121,0,632
Dawson,Central,Constitutional Amendment #2,,,Yes,5451,3735,196,0,1520
Dawson,East,Constitutional Amendment #2,,,Yes,5352,3340,238,2,1772
Dawson,West,Constitutional Amendment #2,,,No,130,71,15,0,44
Dawson,Central,Constitutional Amendment #2,,,No,464,338,18,0,108
Dawson,East,Constitutional Amendment #2,,,No,460,294,20,0,146
Dawson,West,Statewide Referendum A,,,Yes,1028,608,50,0,370
Dawson,Central,Statewide Referendum A,,,Yes,3574,2436,83,0,1055
Dawson,East,Statewide Referendum A,,,Yes,3383,2038,129,0,1216
Dawson,West,Statewide Referendum A,,,No,886,517,82,0,287
Dawson,Central,Statewide Referendum A,,,No,2247,1574,119,0,554
Dawson,East,Statewide Referendum A,,,No,2309,1516,113,2,678
Dawson,West,Statewide Referendum B,,,Yes,1447,864,85,0,498
Dawson,Central,Statewide Referendum B,,,Yes,4770,3257,122,0,1391
