county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Muscogee,Wynnton,U.S. Senate,,Rep,Herschel Walker,431,31,205,0,195
Muscogee,Carver/Library,U.S. Senate,,Rep,Herschel Walker,45,3,18,0,24
Muscogee,Shirley Winston,U.S. Senate,,Rep,Herschel Walker,108,15,37,0,56
Muscogee,Britt David,U.S. Senate,,Rep,Herschel Walker,642,32,431,0,179
Muscogee,St Peter,U.S. Senate,,Rep,Herschel Walker,971,37,583,0,351
Muscogee,Chattahoochee,U.S. Senate,,Rep,Herschel Walker,1722,76,917,0,729
Muscogee,Columbus Tech,U.S. Senate,,Rep,Herschel Walker,641,28,279,0,334
Muscogee,Central,U.S. Senate,,Rep,Herschel Walker,2313,73,1095,0,1145
Muscogee,Wynnbrook,U.S. Senate,,Rep,Herschel Walker,1128,96,457,0,575
Muscogee,Cusseta Rd,U.S. Senate,,Rep,Herschel Walker,68,4,33,0,31
Muscogee,OLOLC,U.S. Senate,,Rep,Herschel Walker,353,35,200,0,118
Muscogee,Mt Pilgrim,U.S. Senate,,Rep,Herschel Walker,124,13,45,0,66
Muscogee,Faith Tabernacle,U.S. Senate,,Rep,Herschel Walker,120,4,52,0,64
Muscogee,Canaan,U.S. Senate,,Rep,Herschel Walker,339,57,141,0,141
Muscogee,Holsey,U.S. Senate,,Rep,Herschel Walker,309,30,103,0,176
Muscogee,Gentian,U.S. Senate,,Rep,Herschel Walker,1065,67,477,0,521
Muscogee,St Paul,U.S. Senate,,Rep,Herschel Walker,1535,82,668,0,785
Muscogee,Moon,U.S. Senate,,Rep,Herschel Walker,1301,79,649,0,573
Muscogee,St Andrews,U.S. Senate,,Rep,Herschel Walker,2101,102,1108,0,891
Muscogee,Salvation Army,U.S. Senate,,Rep,Herschel Walker,610,30,339,0,241
Muscogee,First African,U.S. Senate,,Rep,Herschel Walker,141,4,83,0,54
Muscogee,Epworth,U.S. Senate,,Rep,Herschel Walker,775,41,432,0,302
Muscogee,Gallops,U.S. Senate,,Rep,Herschel Walker,219,13,108,1,97
Muscogee,Edgewood,U.S. Senate,,Rep,Herschel Walker,392,23,223,0,146
Muscogee,Psalmond,U.S. Senate,,Rep,Herschel Walker,1980,98,1005,0,877
Muscogee,Wynnton,U.S. Senate,,(Dem,Raphael Warnock ,1674,176,523,3,972
Muscogee,Carver/Library,U.S. Senate,,(Dem,Raphael Warnock ,1451,190,259,0,1002
Muscogee,Shirley Winston,U.S. Senate,,(Dem,Raphael Warnock ,2406,250,362,8,1786
Muscogee,Britt David,U.S. Senate,,(Dem,Raphael Warnock ,487,39,195,0,253
Muscogee,St Peter,U.S. Senate,,(Dem,Raphael Warnock ,711,53,277,1,380
Muscogee,Chattahoochee,U.S. Senate,,(Dem,Raphael Warnock ,1381,100,457,0,824
Muscogee,Columbus Tech,U.S. Senate,,(Dem,Raphael Warnock ,646,56,192,0,398
Muscogee,Central,U.S. Senate,,(Dem,Raphael Warnock ,1299,125,360,1,813
Muscogee,Wynnbrook,U.S. Senate,,(Dem,Raphael Warnock ,548,80,132,0,336
Muscogee,Cusseta Rd,U.S. Senate,,(Dem,Raphael Warnock ,1641,166,519,0,956
Muscogee,OLOLC,U.S. Senate,,(Dem,Raphael Warnock ,2169,215,688,0,1266
Muscogee,Mt Pilgrim,U.S. Senate,,(Dem,Raphael Warnock ,2575,209,581,0,1785
Muscogee,Faith Tabernacle,U.S. Senate,,(Dem,Raphael Warnock ,1838,168,431,4,1235
Muscogee,Canaan,U.S. Senate,,(Dem,Raphael Warnock ,2249,219,532,0,1498
Muscogee,Holsey,U.S. Senate,,(Dem,Raphael Warnock ,2768,168,639,0,1961
Muscogee,Gentian,U.S. Senate,,(Dem,Raphael Warnock ,1344,110,353,0,881
Muscogee,St Paul,U.S. Senate,,(Dem,Raphael Warnock ,1287,102,425,0,760
Muscogee,Moon,U.S. Senate,,(Dem,Raphael Warnock ,1021,98,380,0,543
Muscogee,St Andrews,U.S. Senate,,(Dem,Raphael Warnock ,1956,149,647,0,1160
Muscogee,Salvation Army,U.S. Senate,,(Dem,Raphael Warnock ,839,47,282,0,510
Muscogee,First African,U.S. Senate,,(Dem,Raphael Warnock ,428,27,174,0,227
Muscogee,Epworth,U.S. Senate,,(Dem,Raphael Warnock ,758,60,289,0,409
Muscogee,Gallops,U.S. Senate,,(Dem,Raphael Warnock ,678,43,235,1,399
Muscogee,Edgewood,U.S. Senate,,(Dem,Raphael Warnock ,1039,73,253,0,713
Muscogee,Psalmond,U.S. Senate,,(Dem,Raphael Warnock ,2294,153,588,0,1553
