county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Gordon,Sugar Valley,U.S. Senate,,Rep,Herschel Walker,697,10,448,0,239
Gordon,Plainville,U.S. Senate,,Rep,Herschel Walker,827,13,539,0,275
Gordon,Sonoraville,U.S. Senate,,Rep,Herschel Walker,2363,57,1396,1,909
Gordon,Pine Chapel,U.S. Senate,,Rep,Herschel Walker,509,12,337,2,158
Gordon,Oostanaula,U.S. Senate,,Rep,Herschel Walker,300,12,197,0,91
Gordon,Oakman,U.S. Senate,,Rep,Herschel Walker,579,17,434,0,128
Gordon,Gordon County,U.S. Senate,,Rep,Herschel Walker,2280,73,1054,5,1148
Gordon,Calhoun City,U.S. Senate,,Rep,Herschel Walker,2938,132,1179,0,1627
Gordon,Lily Pond,U.S. Senate,,Rep,Herschel Walker,828,22,446,0,360
Gordon,Fairmount,U.S. Senate,,Rep,Herschel Walker,916,33,711,1,171
Gordon,Red Bud,U.S. Senate,,Rep,Herschel Walker,1222,20,759,0,443
Gordon,Resaca,U.S. Senate,,Rep,Herschel Walker,596,20,422,2,152
Gordon,Sugar Valley,U.S. Senate,,(Dem,Raphael Warnock ,79,3,46,0,30
Gordon,Plainville,U.S. Senate,,(Dem,Raphael Warnock ,137,13,66,0,58
Gordon,Sonoraville,U.S. Senate,,(Dem,Raphael Warnock ,350,24,158,0,168
Gordon,Pine Chapel,U.S. Senate,,(Dem,Raphael Warnock ,64,9,30,0,25
Gordon,Oostanaula,U.S. Senate,,(Dem,Raphael Warnock ,78,4,47,0,27
Gordon,Oakman,U.S. Senate,,(Dem,Raphael Warnock ,78,2,46,0,30
Gordon,Gordon County,U.S. Senate,,(Dem,Raphael Warnock ,498,32,188,0,278
Gordon,Calhoun City,U.S. Senate,,(Dem,Raphael Warnock ,1167,86,383,0,698
Gordon,Lily Pond,U.S. Senate,,(Dem,Raphael Warnock ,144,13,58,0,73
Gordon,Fairmount,U.S. Senate,,(Dem,Raphael Warnock ,103,7,58,0,38
Gordon,Red Bud,U.S. Senate,,(Dem,Raphael Warnock ,243,18,127,0,98
Gordon,Resaca,U.S. Senate,,(Dem,Raphael Warnock ,91,6,57,0,28
