county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Walton,Bold Springs,U.S. Senate,,Rep,Herschel Walker,2230,67,1221,0,942
Walton,Whatley,U.S. Senate,,Rep,Herschel Walker,868,32,369,0,467
Walton,Walker Park,U.S. Senate,,Rep,Herschel Walker,1837,86,936,0,815
Walton,Gratis,U.S. Senate,,Rep,Herschel Walker,797,27,492,1,277
Walton,Between,U.S. Senate,,Rep,Herschel Walker,2370,61,1145,1,1163
Walton,Walnut Grove,U.S. Senate,,Rep,Herschel Walker,1139,25,678,0,436
Walton,Loganvile North,U.S. Senate,,Rep,Herschel Walker,1606,65,712,0,829
Walton,Social Circle,U.S. Senate,,Rep,Herschel Walker,1816,40,725,0,1051
Walton,South Monroe,U.S. Senate,,Rep,Herschel Walker,1336,70,495,1,770
Walton,North Monroe,U.S. Senate,,Rep,Herschel Walker,861,34,448,0,379
Walton,Loganville South,U.S. Senate,,Rep,Herschel Walker,1158,49,491,1,617
Walton,West Walton,U.S. Senate,,Rep,Herschel Walker,1817,59,908,0,850
Walton,Broken Arrow,U.S. Senate,,Rep,Herschel Walker,1778,59,912,1,806
Walton,Bay Creek,U.S. Senate,,Rep,Herschel Walker,1453,55,628,0,770
Walton,E Monroe,U.S. Senate,,Rep,Herschel Walker,1035,40,555,0,440
Walton,W Monroe,U.S. Senate,,Rep,Herschel Walker,1034,35,483,0,516
Walton,Tara,U.S. Senate,,Rep,Herschel Walker,1117,40,446,0,631
Walton,Mountain,U.S. Senate,,Rep,Herschel Walker,838,40,533,0,265
Walton,Jersey,U.S. Senate,,Rep,Herschel Walker,1123,27,710,0,386
Walton,Blasingame,U.S. Senate,,Rep,Herschel Walker,643,12,452,0,179
Walton,Good Hope,U.S. Senate,,Rep,Herschel Walker,1291,26,861,1,403
Walton,Bold Springs,U.S. Senate,,(Dem,Raphael Warnock ,595,51,182,0,362
Walton,Whatley,U.S. Senate,,(Dem,Raphael Warnock ,139,16,55,0,68
Walton,Walker Park,U.S. Senate,,(Dem,Raphael Warnock ,386,34,144,0,208
Walton,Gratis,U.S. Senate,,(Dem,Raphael Warnock ,120,16,59,0,45
Walton,Between,U.S. Senate,,(Dem,Raphael Warnock ,638,45,200,0,393
Walton,Walnut Grove,U.S. Senate,,(Dem,Raphael Warnock ,292,25,95,0,172
Walton,Loganvile North,U.S. Senate,,(Dem,Raphael Warnock ,819,37,297,0,485
Walton,Social Circle,U.S. Senate,,(Dem,Raphael Warnock ,721,42,207,0,472
Walton,South Monroe,U.S. Senate,,(Dem,Raphael Warnock ,565,42,207,0,316
Walton,North Monroe,U.S. Senate,,(Dem,Raphael Warnock ,1073,89,389,0,595
Walton,Loganville South,U.S. Senate,,(Dem,Raphael Warnock ,594,47,222,0,325
Walton,West Walton,U.S. Senate,,(Dem,Raphael Warnock ,600,35,233,0,332
Walton,Broken Arrow,U.S. Senate,,(Dem,Raphael Warnock ,439,36,120,0,283
Walton,Bay Creek,U.S. Senate,,(Dem,Raphael Warnock ,408,27,118,0,263
Walton,E Monroe,U.S. Senate,,(Dem,Raphael Warnock ,676,33,266,0,377
Walton,W Monroe,U.S. Senate,,(Dem,Raphael Warnock ,256,12,81,0,163
Walton,Tara,U.S. Senate,,(Dem,Raphael Warnock ,1104,49,320,0,735
Walton,Mountain,U.S. Senate,,(Dem,Raphael Warnock ,174,21,79,0,74
Walton,Jersey,U.S. Senate,,(Dem,Raphael Warnock ,140,13,55,0,72
Walton,Blasingame,U.S. Senate,,(Dem,Raphael Warnock ,92,16,32,0,44
Walton,Good Hope,U.S. Senate,,(Dem,Raphael Warnock ,258,22,99,0,137
