county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Greene,Greensboro,U.S. Senate,,Rep,Herschel Walker,1014,38,337,0,639
Greene,Union Point,U.S. Senate,,Rep,Herschel Walker,432,12,224,0,196
Greene,Siloam,U.S. Senate,,Rep,Herschel Walker,257,6,134,0,117
Greene,White Plains,U.S. Senate,,Rep,Herschel Walker,120,6,56,0,58
Greene,Old Salem,U.S. Senate,,Rep,Herschel Walker,4455,223,1274,0,2958
Greene,Greensboro,U.S. Senate,,(Dem,Raphael Warnock ,1125,106,376,0,643
Greene,Union Point,U.S. Senate,,(Dem,Raphael Warnock ,515,44,282,0,189
Greene,Siloam,U.S. Senate,,(Dem,Raphael Warnock ,261,15,158,0,88
Greene,White Plains,U.S. Senate,,(Dem,Raphael Warnock ,100,10,41,0,49
Greene,Old Salem,U.S. Senate,,(Dem,Raphael Warnock ,1400,161,267,0,972
