county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Stephens,Senior Center,U.S. Senate,,Rep,Herschel Walker,6702,337,2129,1,4235
Stephens,Senior Center,U.S. Senate,,(Dem,Raphael Warnock ,1662,191,392,0,1079
