county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
DeKalb,Allgood Elem,U.S. Senate,,Rep,Herschel Walker,126,5,74,0,47
DeKalb,Ashford Park Elem,U.S. Senate,,Rep,Herschel Walker,619,5,454,1,159
DeKalb,Austin,U.S. Senate,,Rep,Herschel Walker,801,26,460,0,315
DeKalb,Avondale,U.S. Senate,,Rep,Herschel Walker,423,25,276,0,122
DeKalb,Austin Drive,U.S. Senate,,Rep,Herschel Walker,36,3,15,0,18
DeKalb,Ashford Dunwoody Rd,U.S. Senate,,Rep,Herschel Walker,693,23,414,0,256
DeKalb,Ashford Parkside,U.S. Senate,,Rep,Herschel Walker,682,24,386,3,269
DeKalb,Avondale High,U.S. Senate,,Rep,Herschel Walker,171,14,96,1,60
DeKalb,Boulevard,U.S. Senate,,Rep,Herschel Walker,139,2,89,0,48
DeKalb,Briar Vista Elem,U.S. Senate,,Rep,Herschel Walker,248,19,148,0,81
DeKalb,Briarlake Elem,U.S. Senate,,Rep,Herschel Walker,350,23,220,0,107
DeKalb,Briarwood,U.S. Senate,,Rep,Herschel Walker,362,3,227,0,132
DeKalb,Brockett Elem,U.S. Senate,,Rep,Herschel Walker,358,21,177,0,160
DeKalb,Briarcliff,U.S. Senate,,Rep,Herschel Walker,474,41,326,0,107
DeKalb,Brockett,U.S. Senate,,Rep,Herschel Walker,370,18,257,0,95
DeKalb,Brookhaven,U.S. Senate,,Rep,Herschel Walker,620,17,438,1,164
DeKalb,Browns Mill Elem,U.S. Senate,,Rep,Herschel Walker,64,11,26,0,27
DeKalb,Bouldercrest Road,U.S. Senate,,Rep,Herschel Walker,31,1,15,0,15
DeKalb,Bethune Middle,U.S. Senate,,Rep,Herschel Walker,55,4,26,0,25
DeKalb,Burgess Elem,U.S. Senate,,Rep,Herschel Walker,77,5,49,0,23
DeKalb,Columbia Drive,U.S. Senate,,Rep,Herschel Walker,33,3,14,0,16
DeKalb,Canby Lane Elem,U.S. Senate,,Rep,Herschel Walker,32,3,14,0,15
DeKalb,Columbia Elem,U.S. Senate,,Rep,Herschel Walker,6,0,4,0,2
DeKalb,Cedar Grove Elem,U.S. Senate,,Rep,Herschel Walker,37,3,14,0,20
DeKalb,Chamblee,U.S. Senate,,Rep,Herschel Walker,337,4,181,0,152
DeKalb,Candler-Murphey Candler Elem,U.S. Senate,,Rep,Herschel Walker,108,9,42,0,57
DeKalb,Chapel Hill Elem,U.S. Senate,,Rep,Herschel Walker,49,4,28,0,17
DeKalb,Chesnut Elem,U.S. Senate,,Rep,Herschel Walker,248,7,155,0,86
DeKalb,Clairemont West,U.S. Senate,,Rep,Herschel Walker,220,28,113,0,79
