county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Paulding,Burnt Hickory Park,U.S. Senate,,Rep,Herschel Walker,2985,117,1721,0,1147
Paulding,Crossroads Library,U.S. Senate,,Rep,Herschel Walker,1598,63,923,1,611
Paulding,Shelton Elementary,U.S. Senate,,Rep,Herschel Walker,1759,72,942,0,745
Paulding,Russom Elementary,U.S. Senate,,Rep,Herschel Walker,3824,252,1872,2,1698
Paulding,Paulding Sr Center,U.S. Senate,,Rep,Herschel Walker,1790,50,897,0,843
Paulding,Legacy Bapt Church,U.S. Senate,,Rep,Herschel Walker,1224,103,430,0,691
Paulding,Watson Govt Cmplx,U.S. Senate,,Rep,Herschel Walker,2565,156,920,1,1488
Paulding,East Paulding Middle Sch,U.S. Senate,,Rep,Herschel Walker,4355,228,1741,2,2384
Paulding,Events Place,U.S. Senate,,Rep,Herschel Walker,786,46,332,2,406
Paulding,Poplar Sprgs Bapt Church,U.S. Senate,,Rep,Herschel Walker,902,47,387,0,468
Paulding,D Wright Innovation Ctr,U.S. Senate,,Rep,Herschel Walker,1851,66,1018,0,767
Paulding,Taylor Farm Park,U.S. Senate,,Rep,Herschel Walker,829,42,388,0,399
Paulding,Nebo Elem School,U.S. Senate,,Rep,Herschel Walker,3326,137,1669,3,1517
Paulding,White Oak Park,U.S. Senate,,Rep,Herschel Walker,1658,72,726,2,858
Paulding,Mulberry Rock Park,U.S. Senate,,Rep,Herschel Walker,2625,135,1377,1,1112
Paulding,Beulahland Baptist Church,U.S. Senate,,Rep,Herschel Walker,966,40,552,0,374
Paulding,Paulding County Airport,U.S. Senate,,Rep,Herschel Walker,1562,81,847,1,633
Paulding,Dobbins Middle School,U.S. Senate,,Rep,Herschel Walker,1783,86,786,2,909
Paulding,Burnt Hickory Park,U.S. Senate,,(Dem,Raphael Warnock ,732,66,341,0,325
Paulding,Crossroads Library,U.S. Senate,,(Dem,Raphael Warnock ,697,82,293,0,322
Paulding,Shelton Elementary,U.S. Senate,,(Dem,Raphael Warnock ,1328,145,518,0,665
Paulding,Russom Elementary,U.S. Senate,,(Dem,Raphael Warnock ,2239,300,791,0,1148
Paulding,Paulding Sr Center,U.S. Senate,,(Dem,Raphael Warnock ,1336,135,472,2,727
Paulding,Legacy Bapt Church,U.S. Senate,,(Dem,Raphael Warnock ,948,112,307,1,528
Paulding,Watson Govt Cmplx,U.S. Senate,,(Dem,Raphael Warnock ,1962,198,636,0,1128
Paulding,East Paulding Middle Sch,U.S. Senate,,(Dem,Raphael Warnock ,2199,267,620,1,1311
Paulding,Events Place,U.S. Senate,,(Dem,Raphael Warnock ,1680,175,561,0,944
Paulding,Poplar Sprgs Bapt Church,U.S. Senate,,(Dem,Raphael Warnock ,1289,105,448,0,736
Paulding,D Wright Innovation Ctr,U.S. Senate,,(Dem,Raphael Warnock ,1386,125,557,2,702
Paulding,Taylor Farm Park,U.S. Senate,,(Dem,Raphael Warnock ,527,37,230,0,260
Paulding,Nebo Elem School,U.S. Senate,,(Dem,Raphael Warnock ,1427,157,531,0,739
Paulding,White Oak Park,U.S. Senate,,(Dem,Raphael Warnock ,1077,111,386,0,580
Paulding,Mulberry Rock Park,U.S. Senate,,(Dem,Raphael Warnock ,710,80,253,1,376
Paulding,Beulahland Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,253,28,93,0,132
Paulding,Paulding County Airport,U.S. Senate,,(Dem,Raphael Warnock ,478,63,167,1,247
Paulding,Dobbins Middle School,U.S. Senate,,(Dem,Raphael Warnock ,2217,214,716,5,1282
