county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Lumpkin,Dahlonega,U.S. Senate,,Rep,Herschel Walker,9765,6280,333,4,3148
Lumpkin,Dahlonega,U.S. Senate,,Dem,Raphael Warnock ,2539,1720,264,0,555
Lumpkin,Dahlonega,U.S. Senate,,Lib,Chase Oliver,369,203,19,1,146
Lumpkin,Dahlonega,Governor,,Rep,Brian Kemp ,10525,6767,383,5,3370
Lumpkin,Dahlonega,Governor,,Dem,Stacey Abrams,2070,1424,230,0,416
Lumpkin,Dahlonega,Governor,,Lib,Shane Hazel,142,60,6,0,76
Lumpkin,Dahlonega,Lieutenant Governor,,Rep,Burt Jones,10079,6483,360,4,3232
Lumpkin,Dahlonega,Lieutenant Governor,,Dem,Charlie Bailey,2243,1528,242,0,473
Lumpkin,Dahlonega,Lieutenant Governor,,Lib,Ryan Graham,305,159,16,1,129
Lumpkin,Dahlonega,Secretary of State,,Rep,Brad Raffensperger ,9945,6429,380,5,3131
Lumpkin,Dahlonega,Secretary of State,,Dem,Bee Nguyen,1967,1337,213,0,417
Lumpkin,Dahlonega,Secretary of State,,Lib,Ted Metz,652,365,22,0,265
Lumpkin,Dahlonega,Attorney General,,Rep,Chris Carr ,10131,6525,354,5,3247
Lumpkin,Dahlonega,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",2260,1549,247,0,464
Lumpkin,Dahlonega,Attorney General,,Lib,Martin Cowen,248,112,16,0,120
Lumpkin,Dahlonega,Commissioner Of Agriculture,,Rep,Tyler Harper,10287,6632,372,5,3278
Lumpkin,Dahlonega,Commissioner Of Agriculture,,Dem,Nakita Hemingway,1982,1353,223,0,406
Lumpkin,Dahlonega,Commissioner Of Agriculture,,Lib,David Raudabaugh,328,175,16,0,137
Lumpkin,Dahlonega,Commissioner Of Insurance,,Rep,John King ,10434,6684,377,5,3368
Lumpkin,Dahlonega,Commissioner Of Insurance,,Dem,Janice Laws Robinson,2123,1450,234,0,439
Lumpkin,Dahlonega,State School Superintendent,,Rep,Richard Woods ,10444,6695,387,5,3357
Lumpkin,Dahlonega,State School Superintendent,,Dem,Alisha Thomas Searcy,2129,1446,228,0,455
Lumpkin,Dahlonega,Commissioner Of Labor,,Rep,Bruce Thompson,10103,6503,358,5,3237
Lumpkin,Dahlonega,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",2084,1433,234,0,417
Lumpkin,Dahlonega,Commissioner Of Labor,,Lib,Emily Anderson,373,193,19,0,161
Lumpkin,Dahlonega,U.S. House,9,Rep,Andrew Clyde ,10218,6542,356,5,3315
Lumpkin,Dahlonega,U.S. House,9,Dem,"Michael """"Mike"""" Ford",2367,1608,251,0,508
Lumpkin,Dahlonega,State Senate,51,Rep,Steve Gooch ,11019,7053,419,5,3542
Lumpkin,Dahlonega,State House,9,Rep,Will Wade ,9802,6301,377,4,3120
Lumpkin,Dahlonega,State House,27,Rep,Lee Hawkins ,1256,764,54,1,437
Lumpkin,Dahlonega,District Attorney Enotah Judicial Circuit,,Rep,Jeff Langley ,11180,7180,426,5,3569
Lumpkin,Dahlonega,County Commissioner Dist 3,,Rep,Rhett Stringer ,11217,7206,431,5,3575
Lumpkin,Dahlonega,County Commissioner Dist 4,,Rep,Jeff Moran ,11130,7133,430,5,3562
Lumpkin,Dahlonega,Upper Chattahoochee River Soil and Water,,,Tracy Lee Grizzle ,11005,7082,451,5,3467
Lumpkin,Dahlonega,Constitutional Amendment #1,,,Yes,11081,7212,545,5,3319
Lumpkin,Dahlonega,Constitutional Amendment #1,,,No,1312,811,59,0,442
Lumpkin,Dahlonega,Constitutional Amendment #2,,,Yes,11418,7394,549,5,3470
Lumpkin,Dahlonega,Constitutional Amendment #2,,,No,1069,689,54,0,326
Lumpkin,Dahlonega,Statewide Referendum A,,,Yes,6842,4352,249,1,2240
Lumpkin,Dahlonega,Statewide Referendum A,,,No,5404,3580,328,4,1492
Lumpkin,Dahlonega,Statewide Referendum B,,,Yes,9734,6270,373,4,3087
Lumpkin,Dahlonega,Statewide Referendum B,,,No,2585,1701,215,1,668
