county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Clinch,Arabia,U.S. Senate,,Rep,Herschel Walker,62,0,51,0,11
Clinch,Argyle,U.S. Senate,,Rep,Herschel Walker,147,0,107,0,40
Clinch,Dupont,U.S. Senate,,Rep,Herschel Walker,131,5,97,0,29
Clinch,Fargo,U.S. Senate,,Rep,Herschel Walker,118,0,100,0,18
Clinch,Homerville,U.S. Senate,,Rep,Herschel Walker,1056,27,445,0,584
Clinch,Arabia,U.S. Senate,,(Dem,Raphael Warnock ,4,0,2,0,2
Clinch,Argyle,U.S. Senate,,(Dem,Raphael Warnock ,22,1,14,0,7
Clinch,Dupont,U.S. Senate,,(Dem,Raphael Warnock ,34,3,22,0,9
Clinch,Fargo,U.S. Senate,,(Dem,Raphael Warnock ,19,0,12,0,7
Clinch,Homerville,U.S. Senate,,(Dem,Raphael Warnock ,384,11,141,0,232
