county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Douglas,Mirror Lake Elementary,U.S. Senate,,Rep,Herschel Walker,1269,48,632,1,588
Douglas,Winston,U.S. Senate,,Rep,Herschel Walker,373,16,184,0,173
Douglas,Dog River Library,U.S. Senate,,Rep,Herschel Walker,2038,68,691,0,1279
Douglas,Atlanta West Pentecostal,U.S. Senate,,Rep,Herschel Walker,112,7,55,1,49
Douglas,Ephesus Baptist Church,U.S. Senate,,Rep,Herschel Walker,1700,49,798,0,853
Douglas,Prays Mill Gym,U.S. Senate,,Rep,Herschel Walker,1469,55,569,0,845
Douglas,Turner,U.S. Senate,,Rep,Herschel Walker,656,41,237,0,378
Douglas,First Baptist Lithia Springs,U.S. Senate,,Rep,Herschel Walker,366,15,115,0,236
Douglas,Lithia Springs High School,U.S. Senate,,Rep,Herschel Walker,372,21,103,0,248
Douglas,Deer Lick,U.S. Senate,,Rep,Herschel Walker,432,16,122,0,294
Douglas,Golden Methodist Church,U.S. Senate,,Rep,Herschel Walker,223,15,72,1,135
Douglas,Old Courthouse,U.S. Senate,,Rep,Herschel Walker,597,38,172,0,387
Douglas,Beulah Baptist Church,U.S. Senate,,Rep,Herschel Walker,720,37,305,0,378
Douglas,Stewart,U.S. Senate,,Rep,Herschel Walker,156,5,56,0,95
Douglas,Arbor Station,U.S. Senate,,Rep,Herschel Walker,345,20,172,0,153
Douglas,Bright Star,U.S. Senate,,Rep,Herschel Walker,649,20,304,0,325
Douglas,Dorsett Shoals,U.S. Senate,,Rep,Herschel Walker,793,37,302,0,454
Douglas,Chapel Hill,U.S. Senate,,Rep,Herschel Walker,430,13,151,0,266
Douglas,Church At Chapel Hill,U.S. Senate,,Rep,Herschel Walker,799,20,284,0,495
Douglas,Chestnut Log,U.S. Senate,,Rep,Herschel Walker,407,18,143,0,246
Douglas,St Julians Episcopal,U.S. Senate,,Rep,Herschel Walker,442,18,207,0,217
Douglas,Lutheran Church-GS,U.S. Senate,,Rep,Herschel Walker,619,17,255,0,347
Douglas,First Baptist Douglasville,U.S. Senate,,Rep,Herschel Walker,463,27,167,0,269
Douglas,Factory Shoals,U.S. Senate,,Rep,Herschel Walker,482,24,172,0,286
Douglas,Boundary Waters,U.S. Senate,,Rep,Herschel Walker,230,14,54,0,162
Douglas,Mirror Lake Elementary,U.S. Senate,,(Dem,Raphael Warnock ,2022,134,798,0,1090
Douglas,Winston,U.S. Senate,,(Dem,Raphael Warnock ,538,13,231,0,294
Douglas,Dog River Library,U.S. Senate,,(Dem,Raphael Warnock ,1044,58,222,0,764
Douglas,Atlanta West Pentecostal,U.S. Senate,,(Dem,Raphael Warnock ,1157,32,433,0,692
Douglas,Ephesus Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,681,46,226,0,409
Douglas,Prays Mill Gym,U.S. Senate,,(Dem,Raphael Warnock ,1329,59,363,0,907
Douglas,Turner,U.S. Senate,,(Dem,Raphael Warnock ,1057,54,327,0,676
Douglas,First Baptist Lithia Springs,U.S. Senate,,(Dem,Raphael Warnock ,537,43,183,0,311
Douglas,Lithia Springs High School,U.S. Senate,,(Dem,Raphael Warnock ,2488,95,665,0,1728
Douglas,Deer Lick,U.S. Senate,,(Dem,Raphael Warnock ,775,31,203,0,541
Douglas,Golden Methodist Church,U.S. Senate,,(Dem,Raphael Warnock ,2054,73,643,0,1338
Douglas,Old Courthouse,U.S. Senate,,(Dem,Raphael Warnock ,1504,84,408,1,1011
Douglas,Beulah Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,901,40,329,0,532
Douglas,Stewart,U.S. Senate,,(Dem,Raphael Warnock ,1216,58,427,0,731
Douglas,Arbor Station,U.S. Senate,,(Dem,Raphael Warnock ,904,46,364,0,494
Douglas,Bright Star,U.S. Senate,,(Dem,Raphael Warnock ,573,42,208,0,323
Douglas,Dorsett Shoals,U.S. Senate,,(Dem,Raphael Warnock ,799,55,268,0,476
Douglas,Chapel Hill,U.S. Senate,,(Dem,Raphael Warnock ,1646,96,492,0,1058
Douglas,Church At Chapel Hill,U.S. Senate,,(Dem,Raphael Warnock ,2396,83,664,2,1647
Douglas,Chestnut Log,U.S. Senate,,(Dem,Raphael Warnock ,1502,64,400,2,1036
Douglas,St Julians Episcopal,U.S. Senate,,(Dem,Raphael Warnock ,569,44,224,0,301
Douglas,Lutheran Church-GS,U.S. Senate,,(Dem,Raphael Warnock ,1692,84,515,0,1093
Douglas,First Baptist Douglasville,U.S. Senate,,(Dem,Raphael Warnock ,971,51,243,0,677
Douglas,Factory Shoals,U.S. Senate,,(Dem,Raphael Warnock ,2131,87,517,1,1526
Douglas,Boundary Waters,U.S. Senate,,(Dem,Raphael Warnock ,1913,51,555,1,1306
