county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Evans,Veterans Community Center,U.S. Senate,,Rep,Herschel Walker,2172,127,845,0,1200
Evans,Veterans Community Center,U.S. Senate,,(Dem,Raphael Warnock ,938,132,265,0,541
