county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Elbert,Elberton,U.S. Senate,,Rep,Herschel Walker,925,42,330,0,553
Elbert,Longstreet,U.S. Senate,,Rep,Herschel Walker,296,10,150,0,136
Elbert,Eliam,U.S. Senate,,Rep,Herschel Walker,389,17,203,0,169
Elbert,Petersburg,U.S. Senate,,Rep,Herschel Walker,207,4,140,0,63
Elbert,Wyche,U.S. Senate,,Rep,Herschel Walker,482,17,216,0,249
Elbert,Moss-Ruckersville,U.S. Senate,,Rep,Herschel Walker,193,9,103,0,81
Elbert,Pike,U.S. Senate,,Rep,Herschel Walker,567,12,338,0,217
Elbert,Gaines,U.S. Senate,,Rep,Herschel Walker,290,2,206,0,82
Elbert,Goshen,U.S. Senate,,Rep,Herschel Walker,752,14,526,1,211
Elbert,Webbsboro,U.S. Senate,,Rep,Herschel Walker,177,2,113,0,62
Elbert,Centerville,U.S. Senate,,Rep,Herschel Walker,435,13,259,0,163
Elbert,Elberton,U.S. Senate,,(Dem,Raphael Warnock ,838,79,260,1,498
Elbert,Longstreet,U.S. Senate,,(Dem,Raphael Warnock ,90,6,34,0,50
Elbert,Eliam,U.S. Senate,,(Dem,Raphael Warnock ,81,3,39,3,36
Elbert,Petersburg,U.S. Senate,,(Dem,Raphael Warnock ,40,4,15,0,21
Elbert,Wyche,U.S. Senate,,(Dem,Raphael Warnock ,159,12,52,1,94
Elbert,Moss-Ruckersville,U.S. Senate,,(Dem,Raphael Warnock ,71,10,29,0,32
Elbert,Pike,U.S. Senate,,(Dem,Raphael Warnock ,298,52,73,1,172
Elbert,Gaines,U.S. Senate,,(Dem,Raphael Warnock ,48,3,25,0,20
Elbert,Goshen,U.S. Senate,,(Dem,Raphael Warnock ,156,13,87,0,56
Elbert,Webbsboro,U.S. Senate,,(Dem,Raphael Warnock ,68,2,38,0,28
Elbert,Centerville,U.S. Senate,,(Dem,Raphael Warnock ,95,10,43,0,42
