county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Catoosa,Blackstock,U.S. Senate,,Rep,Herschel Walker,776,13,499,0,264
Catoosa,Boynton,U.S. Senate,,Rep,Herschel Walker,2351,69,1093,3,1186
Catoosa,Catoosa Keith,U.S. Senate,,Rep,Herschel Walker,1076,17,656,0,403
Catoosa,Chambers,U.S. Senate,,Rep,Herschel Walker,1291,16,728,0,547
Catoosa,Ft Oglethorpe,U.S. Senate,,Rep,Herschel Walker,1257,31,568,2,656
Catoosa,Graysville,U.S. Senate,,Rep,Herschel Walker,1620,39,905,2,674
Catoosa,Lakeview,U.S. Senate,,Rep,Herschel Walker,968,26,438,1,503
Catoosa,Poplar Springs,U.S. Senate,,Rep,Herschel Walker,1645,47,789,1,808
Catoosa,Ringgold,U.S. Senate,,Rep,Herschel Walker,2698,62,1113,0,1523
Catoosa,Westside,U.S. Senate,,Rep,Herschel Walker,1910,51,705,0,1154
Catoosa,Woodstation,U.S. Senate,,Rep,Herschel Walker,1299,17,838,1,443
Catoosa,Blackstock,U.S. Senate,,(Dem,Raphael Warnock ,127,8,52,0,67
Catoosa,Boynton,U.S. Senate,,(Dem,Raphael Warnock ,706,38,277,0,391
Catoosa,Catoosa Keith,U.S. Senate,,(Dem,Raphael Warnock ,242,24,102,0,116
Catoosa,Chambers,U.S. Senate,,(Dem,Raphael Warnock ,263,22,100,0,141
Catoosa,Ft Oglethorpe,U.S. Senate,,(Dem,Raphael Warnock ,453,28,185,0,240
Catoosa,Graysville,U.S. Senate,,(Dem,Raphael Warnock ,501,55,230,0,216
Catoosa,Lakeview,U.S. Senate,,(Dem,Raphael Warnock ,297,25,120,0,152
Catoosa,Poplar Springs,U.S. Senate,,(Dem,Raphael Warnock ,398,35,150,0,213
Catoosa,Ringgold,U.S. Senate,,(Dem,Raphael Warnock ,944,80,288,0,576
Catoosa,Westside,U.S. Senate,,(Dem,Raphael Warnock ,601,47,162,1,391
Catoosa,Woodstation,U.S. Senate,,(Dem,Raphael Warnock ,282,17,126,0,139
