county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Walker,La Fayette,U.S. Senate,,Rep,Herschel Walker,2204,87,1130,3,984
Walker,Walnut Grove,U.S. Senate,,Rep,Herschel Walker,951,27,567,0,357
Walker,Rock Spring,U.S. Senate,,Rep,Herschel Walker,2670,76,1463,0,1131
Walker,Armuchee Valley,U.S. Senate,,Rep,Herschel Walker,662,7,563,0,92
Walker,Mountain,U.S. Senate,,Rep,Herschel Walker,504,11,428,1,64
Walker,Chattanooga Valley,U.S. Senate,,Rep,Herschel Walker,2280,100,1348,5,827
Walker,Kensington,U.S. Senate,,Rep,Herschel Walker,527,17,398,0,112
Walker,Rossville,U.S. Senate,,Rep,Herschel Walker,1602,60,1132,1,409
Walker,Chickamauga,U.S. Senate,,Rep,Herschel Walker,2827,77,1240,1,1509
Walker,Fairyland,U.S. Senate,,Rep,Herschel Walker,424,9,394,0,21
Walker,Fairview,U.S. Senate,,Rep,Herschel Walker,866,42,569,1,254
Walker,La Fayette,U.S. Senate,,(Dem,Raphael Warnock ,562,60,228,0,274
Walker,Walnut Grove,U.S. Senate,,(Dem,Raphael Warnock ,111,7,49,0,55
Walker,Rock Spring,U.S. Senate,,(Dem,Raphael Warnock ,463,53,206,0,204
Walker,Armuchee Valley,U.S. Senate,,(Dem,Raphael Warnock ,113,10,72,0,31
Walker,Mountain,U.S. Senate,,(Dem,Raphael Warnock ,146,11,96,0,39
Walker,Chattanooga Valley,U.S. Senate,,(Dem,Raphael Warnock ,691,97,334,1,259
Walker,Kensington,U.S. Senate,,(Dem,Raphael Warnock ,142,13,76,0,53
Walker,Rossville,U.S. Senate,,(Dem,Raphael Warnock ,625,75,379,0,171
Walker,Chickamauga,U.S. Senate,,(Dem,Raphael Warnock ,557,67,187,0,303
Walker,Fairyland,U.S. Senate,,(Dem,Raphael Warnock ,248,9,228,0,11
Walker,Fairview,U.S. Senate,,(Dem,Raphael Warnock ,247,27,131,0,89
