county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Floyd,Alto Park,U.S. Senate,,Rep,Herschel Junior Walker,1421,827,53,3,538
Floyd,Armuchee,U.S. Senate,,Rep,Herschel Junior Walker,632,203,13,0,416
Floyd,Barkers,U.S. Senate,,Rep,Herschel Junior Walker,1112,521,20,0,571
Floyd,Cave Spring,U.S. Senate,,Rep,Herschel Junior Walker,661,121,8,3,529
Floyd,Chulio,U.S. Senate,,Rep,Herschel Junior Walker,567,183,15,2,367
Floyd,Etowah,U.S. Senate,,Rep,Herschel Junior Walker,2282,1277,77,5,923
Floyd,Everett Springs,U.S. Senate,,Rep,Herschel Junior Walker,216,41,0,0,175
Floyd,Floyd Springs,U.S. Senate,,Rep,Herschel Junior Walker,898,262,25,2,609
Floyd,Fosters Mill,U.S. Senate,,Rep,Herschel Junior Walker,512,146,8,0,358
Floyd,Garden Lakes,U.S. Senate,,Rep,Herschel Junior Walker,675,399,21,0,255
Floyd,Glenwood,U.S. Senate,,Rep,Herschel Junior Walker,1270,513,42,0,715
Floyd,Howell,U.S. Senate,,Rep,Herschel Junior Walker,805,235,19,0,551
Floyd,East Lindale,U.S. Senate,,Rep,Herschel Junior Walker,1345,632,27,2,684
Floyd,Mt Alto North,U.S. Senate,,Rep,Herschel Junior Walker,1239,776,77,0,386
Floyd,Mt Alto South,U.S. Senate,,Rep,Herschel Junior Walker,1080,555,54,1,470
Floyd,North Carolina,U.S. Senate,,Rep,Herschel Junior Walker,758,317,26,0,415
Floyd,Riverside,U.S. Senate,,Rep,Herschel Junior Walker,331,104,7,0,220
Floyd,East Rome,U.S. Senate,,Rep,Herschel Junior Walker,1010,626,25,3,356
Floyd,North Rome,U.S. Senate,,Rep,Herschel Junior Walker,853,519,42,0,292
Floyd,South Rome,U.S. Senate,,Rep,Herschel Junior Walker,118,64,7,0,47
Floyd,Texas Valley,U.S. Senate,,Rep,Herschel Junior Walker,381,88,6,0,287
Floyd,Vanns Valley,U.S. Senate,,Rep,Herschel Junior Walker,291,99,12,0,180
Floyd,Watters,U.S. Senate,,Rep,Herschel Junior Walker,1603,683,50,7,863
Floyd,West Lindale,U.S. Senate,,Rep,Herschel Junior Walker,1071,437,39,1,594
Floyd,Town Rome,U.S. Senate,,Rep,Herschel Junior Walker,792,466,36,0,290
Floyd,Alto Park,U.S. Senate,,Dem,Raphael Warnock ,503,256,63,0,184
Floyd,Armuchee,U.S. Senate,,Dem,Raphael Warnock ,163,68,11,0,84
Floyd,Barkers,U.S. Senate,,Dem,Raphael Warnock ,197,111,25,0,61
Floyd,Cave Spring,U.S. Senate,,Dem,Raphael Warnock ,195,71,13,1,110
Floyd,Chulio,U.S. Senate,,Dem,Raphael Warnock ,122,50,13,3,56
