county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Schley,Precinct One,U.S. Senate,,Rep,Herschel Junior Walker,1467,922,44,0,501
Schley,Precinct One,U.S. Senate,,Dem,Raphael Warnock ,384,236,54,0,94
Schley,Precinct One,U.S. Senate,,Lib,Chase Oliver,19,13,1,0,5
Schley,Precinct One,Governor,,Rep,Brian Kemp ,1526,962,48,0,516
Schley,Precinct One,Governor,,Dem,Stacey Abrams,339,209,47,0,83
Schley,Precinct One,Governor,,Lib,Shane Hazel,11,5,3,0,3
Schley,Precinct One,Lieutenant Governor,,Rep,Burt Jones,1480,933,48,0,499
Schley,Precinct One,Lieutenant Governor,,Dem,Charlie Bailey,340,208,46,0,86
Schley,Precinct One,Lieutenant Governor,,Lib,Ryan Graham,24,11,2,0,11
Schley,Precinct One,Secretary of State,,Rep,Brad Raffensperger ,1459,924,50,0,485
Schley,Precinct One,Secretary of State,,Dem,Bee Nguyen,307,188,44,0,75
Schley,Precinct One,Secretary of State,,Lib,Ted Metz,65,34,4,0,27
Schley,Precinct One,Attorney General,,Rep,Chris Carr ,1486,945,48,0,493
Schley,Precinct One,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",341,208,48,0,85
Schley,Precinct One,Attorney General,,Lib,Martin Cowen,25,8,1,0,16
Schley,Precinct One,Commissioner Of Agriculture,,Rep,Tyler Harper,1501,948,49,0,504
Schley,Precinct One,Commissioner Of Agriculture,,Dem,Nakita Hemingway,327,199,47,0,81
Schley,Precinct One,Commissioner Of Agriculture,,Lib,David Raudabaugh,26,13,1,0,12
Schley,Precinct One,Commissioner Of Insurance,,Rep,John King ,1507,952,48,0,507
Schley,Precinct One,Commissioner Of Insurance,,Dem,Janice Laws Robinson,336,201,48,0,87
Schley,Precinct One,State School Superintendent,,Rep,Richard Woods ,1520,963,47,0,510
Schley,Precinct One,State School Superintendent,,Dem,Alisha Thomas Searcy,330,196,48,0,86
Schley,Precinct One,Commissioner Of Labor,,Rep,Bruce Thompson,1488,941,48,0,499
Schley,Precinct One,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",330,202,47,0,81
Schley,Precinct One,Commissioner Of Labor,,Lib,Emily Anderson,28,11,2,0,15
Schley,Precinct One,U.S. House,2,Rep,Chris West,1445,906,43,0,496
Schley,Precinct One,U.S. House,2,Dem,Sanford Bishop ,424,264,54,0,106
Schley,Precinct One,State Senate,15,Dem,Ed Harbison ,961,591,65,0,305
Schley,Precinct One,State House,151,Rep,Mike Cheokas ,1511,952,47,0,512
Schley,Precinct One,State House,151,Dem,Joyce Barlow,339,210,47,0,82
Schley,Precinct One,County Commissioner Dist 1,,Rep,Jimmy Harrison,453,279,19,0,155
Schley,Precinct One,County Commissioner Dist 4,,Rep,Dennis Jones ,393,255,8,0,130
Schley,Precinct One,County Board of Education Dist 1,,Rep,Stephanie Snider Holloway ,447,279,18,0,150
Schley,Precinct One,County Board of Education Dist 4,,Rep,Kelly Morrow,391,256,8,0,127
Schley,Precinct One,Constitutional Amendment #1,,,Yes,1581,982,77,0,522
Schley,Precinct One,Constitutional Amendment #1,,,No,211,143,10,0,58
Schley,Precinct One,Constitutional Amendment #2,,,Yes,1673,1054,80,0,539
Schley,Precinct One,Constitutional Amendment #2,,,No,136,78,11,0,47
Schley,Precinct One,Statewide Referendum A,,,Yes,1204,730,53,0,421
Schley,Precinct One,Statewide Referendum A,,,No,556,375,33,0,148
Schley,Precinct One,Statewide Referendum B,,,Yes,1400,867,61,0,472
Schley,Precinct One,Statewide Referendum B,,,No,375,246,23,0,106
