county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Baker,Anna,U.S. Senate,,Rep,Herschel Walker,133,5,83,0,45
Baker,Elmodel,U.S. Senate,,Rep,Herschel Walker,135,11,47,0,77
Baker,Hoggards Mill,U.S. Senate,,Rep,Herschel Walker,88,3,58,0,27
Baker,Milford,U.S. Senate,,Rep,Herschel Walker,177,11,92,0,74
Baker,Newton,U.S. Senate,,Rep,Herschel Walker,118,6,40,0,72
Baker,Anna,U.S. Senate,,(Dem,Raphael Warnock ,131,15,41,0,75
Baker,Elmodel,U.S. Senate,,(Dem,Raphael Warnock ,54,4,18,0,32
Baker,Hoggards Mill,U.S. Senate,,(Dem,Raphael Warnock ,147,12,48,1,86
Baker,Milford,U.S. Senate,,(Dem,Raphael Warnock ,67,11,31,0,25
Baker,Newton,U.S. Senate,,(Dem,Raphael Warnock ,82,12,35,0,35
