county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Early,Arlington ,U.S. Senate,,Rep,Herschel Junior Walker,245,96,13,0,136
Early,Blakely,U.S. Senate,,Rep,Herschel Junior Walker,636,458,26,3,149
Early,Cedar Springs ,U.S. Senate,,Rep,Herschel Junior Walker,507,197,9,1,300
Early,Cuba,U.S. Senate,,Rep,Herschel Junior Walker,466,230,12,0,224
Early,Urquhart,U.S. Senate,,Rep,Herschel Junior Walker,355,204,17,0,134
Early,Arlington ,U.S. Senate,,Dem,Raphael Warnock ,295,109,25,0,161
Early,Blakely,U.S. Senate,,Dem,Raphael Warnock ,895,438,69,0,388
Early,Cedar Springs ,U.S. Senate,,Dem,Raphael Warnock ,147,57,18,0,72
Early,Cuba,U.S. Senate,,Dem,Raphael Warnock ,224,129,27,0,68
Early,Urquhart,U.S. Senate,,Dem,Raphael Warnock ,89,53,4,0,32
Early,Arlington ,U.S. Senate,,L,Chase Oliver,1,1,0,0,0
Early,Blakely,U.S. Senate,,L,Chase Oliver,10,6,1,0,3
Early,Cedar Springs ,U.S. Senate,,L,Chase Oliver,11,0,0,0,11
Early,Cuba,U.S. Senate,,L,Chase Oliver,0,0,0,0,0
Early,Urquhart,U.S. Senate,,L,Chase Oliver,6,3,2,0,1
Early,Arlington ,Governor,,Rep,Brian Kemp ,262,104,14,0,144
Early,Blakely,Governor,,Rep,Brian Kemp ,692,491,31,3,167
Early,Cedar Springs ,Governor,,Rep,Brian Kemp ,516,196,9,1,310
Early,Cuba,Governor,,Rep,Brian Kemp ,482,238,14,0,230
Early,Urquhart,Governor,,Rep,Brian Kemp ,369,212,17,0,140
Early,Arlington ,Governor,,Dem,Stacey Abrams,284,105,24,0,155
Early,Blakely,Governor,,Dem,Stacey Abrams,852,409,66,0,377
Early,Cedar Springs ,Governor,,Dem,Stacey Abrams,149,59,18,0,72
Early,Cuba,Governor,,Dem,Stacey Abrams,207,118,25,0,64
Early,Urquhart,Governor,,Dem,Stacey Abrams,84,52,4,0,28
Early,Arlington ,Governor,,L,Shane Hazel,0,0,0,0,0
Early,Blakely,Governor,,L,Shane Hazel,7,4,0,0,3
Early,Cedar Springs ,Governor,,L,Shane Hazel,1,0,0,0,1
Early,Cuba,Governor,,L,Shane Hazel,1,1,0,0,0
Early,Urquhart,Governor,,L,Shane Hazel,2,0,2,0,0
Early,Arlington ,Lieutenant Governor,,Rep,Burt Jones,248,95,14,0,139
Early,Blakely,Lieutenant Governor,,Rep,Burt Jones,648,469,27,3,149
Early,Cedar Springs ,Lieutenant Governor,,Rep,Burt Jones,510,194,9,1,306
Early,Cuba,Lieutenant Governor,,Rep,Burt Jones,467,232,12,0,223
Early,Urquhart,Lieutenant Governor,,Rep,Burt Jones,362,207,17,0,138
Early,Arlington ,Lieutenant Governor,,Dem,Charlie Bailey,280,108,24,0,148
Early,Blakely,Lieutenant Governor,,Dem,Charlie Bailey,824,394,66,0,364
Early,Cedar Springs ,Lieutenant Governor,,Dem,Charlie Bailey,143,57,17,0,69
Early,Cuba,Lieutenant Governor,,Dem,Charlie Bailey,214,120,26,0,68
Early,Urquhart,Lieutenant Governor,,Dem,Charlie Bailey,78,47,4,0,27
Early,Arlington ,Lieutenant Governor,,L,Ryan Graham,7,2,0,0,5
Early,Blakely,Lieutenant Governor,,L,Ryan Graham,27,17,0,0,10
Early,Cedar Springs ,Lieutenant Governor,,L,Ryan Graham,6,1,0,0,5
Early,Cuba,Lieutenant Governor,,L,Ryan Graham,6,4,0,0,2
Early,Urquhart,Lieutenant Governor,,L,Ryan Graham,5,2,2,0,1
Early,Arlington ,Secretary of State,,Rep,Brad Raffensperger ,258,99,17,0,142
Early,Blakely,Secretary of State,,Rep,Brad Raffensperger ,682,481,30,3,168
Early,Cedar Springs ,Secretary of State,,Rep,Brad Raffensperger ,510,199,10,1,300
Early,Cuba,Secretary of State,,Rep,Brad Raffensperger ,479,240,14,0,225
Early,Urquhart,Secretary of State,,Rep,Brad Raffensperger ,365,209,19,0,137
Early,Arlington ,Secretary of State,,Dem,Bee Nguyen,269,101,21,0,147
Early,Blakely,Secretary of State,,Dem,Bee Nguyen,797,383,61,0,353
Early,Cedar Springs ,Secretary of State,,Dem,Bee Nguyen,136,51,16,0,69
Early,Cuba,Secretary of State,,Dem,Bee Nguyen,192,107,24,0,61
Early,Urquhart,Secretary of State,,Dem,Bee Nguyen,77,47,4,0,26
Early,Arlington ,Secretary of State,,L,Ted Metz,11,5,0,0,6
Early,Blakely,Secretary of State,,L,Ted Metz,21,15,1,0,5
Early,Cedar Springs ,Secretary of State,,L,Ted Metz,12,2,0,0,10
Early,Cuba,Secretary of State,,L,Ted Metz,8,4,0,0,4
Early,Urquhart,Secretary of State,,L,Ted Metz,5,2,0,0,3
Early,Arlington ,Attorney General,,Rep,Chris Carr ,262,101,14,0,147
Early,Blakely,Attorney General,,Rep,Chris Carr ,665,481,28,3,153
Early,Cedar Springs ,Attorney General,,Rep,Chris Carr ,519,200,9,1,309
Early,Cuba,Attorney General,,Rep,Chris Carr ,476,236,11,0,229
Early,Urquhart,Attorney General,,Rep,Chris Carr ,364,207,17,0,140
Early,Arlington ,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",268,103,24,0,141
Early,Blakely,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",837,401,66,0,370
Early,Cedar Springs ,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",134,52,15,0,67
Early,Cuba,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",212,121,27,0,64
Early,Urquhart,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",83,52,4,0,27
Early,Arlington ,Attorney General,,L,Martin Cowen,8,2,0,0,6
Early,Blakely,Attorney General,,L,Martin Cowen,14,10,0,0,4
Early,Cedar Springs ,Attorney General,,L,Martin Cowen,7,0,0,0,7
Early,Cuba,Attorney General,,L,Martin Cowen,0,0,0,0,0
Early,Urquhart,Attorney General,,L,Martin Cowen,2,0,2,0,0
Early,Arlington ,Commissioner of Agriculture,,Rep,Tyler Harper,255,98,14,0,143
Early,Blakely,Commissioner of Agriculture,,Rep,Tyler Harper,670,483,28,3,156
Early,Cedar Springs ,Commissioner of Agriculture,,Rep,Tyler Harper,508,195,9,1,303
Early,Cuba,Commissioner of Agriculture,,Rep,Tyler Harper,480,239,12,0,229
Early,Urquhart,Commissioner of Agriculture,,Rep,Tyler Harper,366,210,18,0,138
Early,Arlington ,Commissioner of Agriculture,,Dem,Nakita Hemingway,276,104,24,0,148
Early,Blakely,Commissioner of Agriculture,,Dem,Nakita Hemingway,831,398,66,0,367
Early,Cedar Springs ,Commissioner of Agriculture,,Dem,Nakita Hemingway,139,55,16,0,68
Early,Cuba,Commissioner of Agriculture,,Dem,Nakita Hemingway,209,120,27,0,62
Early,Urquhart,Commissioner of Agriculture,,Dem,Nakita Hemingway,80,50,4,0,26
Early,Arlington ,Commissioner of Agriculture,,Lib,David Raudabaugh,9,4,0,0,5
Early,Blakely,Commissioner of Agriculture,,Lib,David Raudabaugh,7,4,0,0,3
Early,Cedar Springs ,Commissioner of Agriculture,,Lib,David Raudabaugh,12,2,0,0,10
Early,Cuba,Commissioner of Agriculture,,Lib,David Raudabaugh,1,0,0,0,1
Early,Urquhart,Commissioner of Agriculture,,Lib,David Raudabaugh,1,0,0,0,1
Early,Arlington ,Commissioner of Insurance,,Rep,John King ,259,99,13,0,147
Early,Blakely,Commissioner of Insurance,,Rep,John King ,667,483,28,3,153
Early,Cedar Springs ,Commissioner of Insurance,,Rep,John King ,522,198,8,1,315
Early,Cuba,Commissioner of Insurance,,Rep,John King ,480,236,13,0,231
Early,Urquhart,Commissioner of Insurance,,Rep,John King ,368,211,18,0,139
Early,Arlington ,Commissioner of Insurance,,Dem,Janice Laws Robinson,278,107,24,0,147
Early,Blakely,Commissioner of Insurance,,Dem,Janice Laws Robinson,836,398,66,0,372
Early,Cedar Springs ,Commissioner of Insurance,,Dem,Janice Laws Robinson,137,55,17,0,65
Early,Cuba,Commissioner of Insurance,,Dem,Janice Laws Robinson,207,120,25,0,62
Early,Urquhart,Commissioner of Insurance,,Dem,Janice Laws Robinson,78,48,4,0,26
Early,Arlington ,State School Superintendent,,Rep,Richard Woods ,260,100,14,0,146
Early,Blakely,State School Superintendent,,Rep,Richard Woods ,673,494,28,2,149
Early,Cedar Springs ,State School Superintendent,,Rep,Richard Woods ,524,196,12,1,315
Early,Cuba,State School Superintendent,,Rep,Richard Woods ,477,237,13,0,227
Early,Urquhart,State School Superintendent,,Rep,Richard Woods ,370,211,18,0,141
Early,Arlington ,State School Superintendent,,Dem,Alisha Thomas Searcy,277,105,24,0,148
Early,Blakely,State School Superintendent,,Dem,Alisha Thomas Searcy,835,390,67,0,378
Early,Cedar Springs ,State School Superintendent,,Dem,Alisha Thomas Searcy,139,57,15,0,67
Early,Cuba,State School Superintendent,,Dem,Alisha Thomas Searcy,209,119,25,0,65
Early,Urquhart,State School Superintendent,,Dem,Alisha Thomas Searcy,76,47,4,0,25
Early,Arlington ,Commissioner of Labor,,Rep,Bruce Thompson,255,97,14,0,144
Early,Blakely,Commissioner of Labor,,Rep,Bruce Thompson,652,473,27,2,150
Early,Cedar Springs ,Commissioner of Labor,,Rep,Bruce Thompson,503,193,9,1,300
Early,Cuba,Commissioner of Labor,,Rep,Bruce Thompson,476,234,12,0,230
Early,Urquhart,Commissioner of Labor,,Rep,Bruce Thompson,363,208,19,0,136
Early,Arlington ,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",279,108,24,0,147
Early,Blakely,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",840,400,65,0,375
Early,Cedar Springs ,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",141,56,17,0,68
Early,Cuba,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",211,122,26,0,63
Early,Urquhart,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",79,47,4,0,28
Early,Arlington ,Commissioner of Labor,,L,Emily Anderson,3,0,0,0,3
Early,Blakely,Commissioner of Labor,,L,Emily Anderson,11,9,0,0,2
Early,Cedar Springs ,Commissioner of Labor,,L,Emily Anderson,12,2,0,0,10
Early,Cuba,Commissioner of Labor,,L,Emily Anderson,1,0,0,0,1
