county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Washington,Riddleville,U.S. Senate,,Rep,Herschel Walker,237,10,158,0,69
Washington,Warthen,U.S. Senate,,Rep,Herschel Walker,265,7,185,0,73
Washington,Tennille,U.S. Senate,,Rep,Herschel Walker,556,28,261,0,267
Washington,Oconee,U.S. Senate,,Rep,Herschel Walker,206,10,156,0,40
Washington,Harrison,U.S. Senate,,Rep,Herschel Walker,382,17,219,0,146
Washington,Davisboro,U.S. Senate,,Rep,Herschel Walker,268,18,176,0,74
Washington,Sandersville,U.S. Senate,,Rep,Herschel Walker,1494,80,545,0,869
Washington,Deepstep,U.S. Senate,,Rep,Herschel Walker,259,8,193,0,58
Washington,Riddleville,U.S. Senate,,(Dem,Raphael Warnock ,128,13,67,0,48
Washington,Warthen,U.S. Senate,,(Dem,Raphael Warnock ,177,12,120,0,45
Washington,Tennille,U.S. Senate,,(Dem,Raphael Warnock ,812,55,370,0,387
Washington,Oconee,U.S. Senate,,(Dem,Raphael Warnock ,154,23,70,0,61
Washington,Harrison,U.S. Senate,,(Dem,Raphael Warnock ,218,20,96,0,102
Washington,Davisboro,U.S. Senate,,(Dem,Raphael Warnock ,191,16,113,0,62
Washington,Sandersville,U.S. Senate,,(Dem,Raphael Warnock ,1984,254,625,1,1104
Washington,Deepstep,U.S. Senate,,(Dem,Raphael Warnock ,90,17,36,0,37
