county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Lamar,Barnesville,U.S. Senate,,Rep,Herschel Junior Walker,402,214,23,1,164
Lamar,Chappell Mill V. FD,U.S. Senate,,Rep,Herschel Junior Walker,827,348,21,1,457
Lamar,Senior Citzen Bldg,U.S. Senate,,Rep,Herschel Junior Walker,401,219,16,0,166
Lamar,Redbone,U.S. Senate,,Rep,Herschel Junior Walker,416,152,9,0,255
Lamar,L C S C,U.S. Senate,,Rep,Herschel Junior Walker,1603,954,49,1,599
Lamar,Milner,U.S. Senate,,Rep,Herschel Junior Walker,1767,884,36,2,845
Lamar,Barnesville,U.S. Senate,,Dem,Raphael Warnock ,747,423,111,0,213
Lamar,Chappell Mill V. FD,U.S. Senate,,Dem,Raphael Warnock ,191,95,28,0,68
Lamar,Senior Citzen Bldg,U.S. Senate,,Dem,Raphael Warnock ,257,158,23,0,76
Lamar,Redbone,U.S. Senate,,Dem,Raphael Warnock ,72,32,11,0,29
Lamar,L C S C,U.S. Senate,,Dem,Raphael Warnock ,399,228,56,0,115
Lamar,Milner,U.S. Senate,,Dem,Raphael Warnock ,473,261,56,0,156
Lamar,Barnesville,U.S. Senate,,Lib,Chase Oliver,19,6,1,0,12
Lamar,Chappell Mill V. FD,U.S. Senate,,Lib,Chase Oliver,35,7,0,0,28
Lamar,Senior Citzen Bldg,U.S. Senate,,Lib,Chase Oliver,11,7,1,0,3
Lamar,Redbone,U.S. Senate,,Lib,Chase Oliver,6,2,0,0,4
Lamar,L C S C,U.S. Senate,,Lib,Chase Oliver,45,26,2,0,17
Lamar,Milner,U.S. Senate,,Lib,Chase Oliver,42,24,0,0,18
Lamar,Barnesville,Governor,,Rep,Brian Kemp ,447,236,25,1,185
Lamar,Chappell Mill V. FD,Governor,,Rep,Brian Kemp ,880,366,24,1,489
Lamar,Senior Citzen Bldg,Governor,,Rep,Brian Kemp ,423,232,19,0,172
Lamar,Redbone,Governor,,Rep,Brian Kemp ,438,162,10,0,266
Lamar,L C S C,Governor,,Rep,Brian Kemp ,1706,1015,54,1,636
Lamar,Milner,Governor,,Rep,Brian Kemp ,1842,925,38,2,877
Lamar,Barnesville,Governor,,Dem,Stacey Abrams,714,409,106,0,199
Lamar,Chappell Mill V. FD,Governor,,Dem,Stacey Abrams,162,83,24,0,55
Lamar,Senior Citzen Bldg,Governor,,Dem,Stacey Abrams,245,151,22,0,72
Lamar,Redbone,Governor,,Dem,Stacey Abrams,58,26,10,0,22
Lamar,L C S C,Governor,,Dem,Stacey Abrams,343,195,54,0,94
Lamar,Milner,Governor,,Dem,Stacey Abrams,441,244,53,0,144
Lamar,Barnesville,Governor,,Lib,Shane Hazel,13,3,2,0,8
Lamar,Chappell Mill V. FD,Governor,,Lib,Shane Hazel,16,3,0,0,13
Lamar,Senior Citzen Bldg,Governor,,Lib,Shane Hazel,3,1,0,0,2
Lamar,Redbone,Governor,,Lib,Shane Hazel,4,1,0,0,3
Lamar,L C S C,Governor,,Lib,Shane Hazel,8,4,0,0,4
Lamar,Milner,Governor,,Lib,Shane Hazel,12,5,1,0,6
Lamar,Barnesville,Lieutenant Governor,,Rep,Burt Jones,424,229,22,1,172
Lamar,Chappell Mill V. FD,Lieutenant Governor,,Rep,Burt Jones,871,362,22,1,486
Lamar,Senior Citzen Bldg,Lieutenant Governor,,Rep,Burt Jones,409,225,17,0,167
Lamar,Redbone,Lieutenant Governor,,Rep,Burt Jones,425,159,10,0,256
Lamar,L C S C,Lieutenant Governor,,Rep,Burt Jones,1635,975,50,1,609
Lamar,Milner,Lieutenant Governor,,Rep,Burt Jones,1806,906,35,2,863
Lamar,Barnesville,Lieutenant Governor,,Dem,Charlie Bailey,685,380,109,0,196
Lamar,Chappell Mill V. FD,Lieutenant Governor,,Dem,Charlie Bailey,165,84,26,0,55
Lamar,Senior Citzen Bldg,Lieutenant Governor,,Dem,Charlie Bailey,234,142,23,0,69
Lamar,Redbone,Lieutenant Governor,,Dem,Charlie Bailey,61,26,10,0,25
Lamar,L C S C,Lieutenant Governor,,Dem,Charlie Bailey,363,203,55,0,105
Lamar,Milner,Lieutenant Governor,,Dem,Charlie Bailey,434,245,55,0,134
Lamar,Barnesville,Lieutenant Governor,,Lib,Ryan Graham,26,10,2,0,14
Lamar,Chappell Mill V. FD,Lieutenant Governor,,Lib,Ryan Graham,19,5,1,0,13
Lamar,Senior Citzen Bldg,Lieutenant Governor,,Lib,Ryan Graham,13,8,1,0,4
Lamar,Redbone,Lieutenant Governor,,Lib,Ryan Graham,10,3,0,0,7
Lamar,L C S C,Lieutenant Governor,,Lib,Ryan Graham,39,20,1,0,18
Lamar,Milner,Lieutenant Governor,,Lib,Ryan Graham,36,16,2,0,18
Lamar,Barnesville,Secretary of State,,Rep,Brad Raffensperger ,440,237,24,1,178
Lamar,Chappell Mill V. FD,Secretary of State,,Rep,Brad Raffensperger ,838,351,29,1,457
