county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Fayette,Blackrock,U.S. Senate,,Rep,Herschel Junior Walker,428,262,33,0,133
Fayette,Brooks,U.S. Senate,,Rep,Herschel Junior Walker,1556,648,43,0,865
Fayette,Europe,U.S. Senate,,Rep,Herschel Junior Walker,226,138,14,0,74
Fayette,Fayetteville East,U.S. Senate,,Rep,Herschel Junior Walker,436,281,28,1,126
Fayette,Fayetteville West,U.S. Senate,,Rep,Herschel Junior Walker,455,277,29,1,148
Fayette,Flint,U.S. Senate,,Rep,Herschel Junior Walker,332,180,12,0,140
Fayette,Hopeful,U.S. Senate,,Rep,Herschel Junior Walker,468,274,20,1,173
Fayette,Morning Creek,U.S. Senate,,Rep,Herschel Junior Walker,674,417,50,0,207
Fayette,Rareover,U.S. Senate,,Rep,Herschel Junior Walker,1185,862,31,0,292
Fayette,Sandy Creek,U.S. Senate,,Rep,Herschel Junior Walker,1054,736,24,1,293
Fayette,Shakerag East,U.S. Senate,,Rep,Herschel Junior Walker,586,293,14,1,278
Fayette,Shakerag West,U.S. Senate,,Rep,Herschel Junior Walker,510,371,10,0,129
Fayette,Starrs Mill,U.S. Senate,,Rep,Herschel Junior Walker,1613,929,74,0,610
Fayette,Whitewater,U.S. Senate,,Rep,Herschel Junior Walker,1582,986,74,0,522
Fayette,Woolsey,U.S. Senate,,Rep,Herschel Junior Walker,1304,654,64,0,586
Fayette,McIntosh,U.S. Senate,,Rep,Herschel Junior Walker,1337,891,51,0,395
Fayette,Oak Grove,U.S. Senate,,Rep,Herschel Junior Walker,494,259,8,0,227
Fayette,Kedron,U.S. Senate,,Rep,Herschel Junior Walker,1826,1182,44,1,599
Fayette,Aberdeen,U.S. Senate,,Rep,Herschel Junior Walker,720,451,18,0,251
Fayette,Windgate,U.S. Senate,,Rep,Herschel Junior Walker,410,212,9,2,187
Fayette,Flat Creek,U.S. Senate,,Rep,Herschel Junior Walker,691,394,47,0,250
Fayette,Braelinn,U.S. Senate,,Rep,Herschel Junior Walker,916,532,28,0,356
Fayette,Kenwood,U.S. Senate,,Rep,Herschel Junior Walker,119,56,11,0,52
Fayette,Banks,U.S. Senate,,Rep,Herschel Junior Walker,415,231,34,0,150
Fayette,Harps Crossing,U.S. Senate,,Rep,Herschel Junior Walker,624,310,27,0,287
