county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Stephens,Senior Center,U.S. Senate,,Rep,Herschel Walker,7374,5177,324,0,1873
Stephens,Senior Center,U.S. Senate,,Dem,Raphael Warnock ,1762,1161,191,1,409
Stephens,Senior Center,U.S. Senate,,Lib,Chase Oliver,197,123,15,0,59
Stephens,Senior Center,Governor,,Rep,Brian Kemp ,7818,5487,370,0,1961
Stephens,Senior Center,Governor,,Dem,Stacey Abrams,1501,971,172,1,357
Stephens,Senior Center,Governor,,Lib,Shane Hazel,81,45,2,0,34
Stephens,Senior Center,Lieutenant Governor,,Rep,Burt Jones,7576,5325,348,0,1903
Stephens,Senior Center,Lieutenant Governor,,Dem,Charlie Bailey,1538,1009,178,1,350
Stephens,Senior Center,Lieutenant Governor,,Lib,Ryan Graham,187,102,5,0,80
Stephens,Senior Center,Secretary of State,,Rep,Brad Raffensperger ,7518,5295,354,0,1869
Stephens,Senior Center,Secretary of State,,Dem,Bee Nguyen,1357,870,154,1,332
Stephens,Senior Center,Secretary of State,,Lib,Ted Metz,381,247,15,0,119
Stephens,Senior Center,Attorney General,,Rep,Chris Carr ,7620,5353,348,0,1919
Stephens,Senior Center,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",1551,1015,178,1,357
Stephens,Senior Center,Attorney General,,Lib,Martin Cowen,147,82,5,0,60
Stephens,Senior Center,Commissioner of Agriculture,,Rep,Tyler Harper,7674,5380,357,0,1937
Stephens,Senior Center,Commissioner of Agriculture,,Dem,Nakita Hemingway,1454,958,163,1,332
Stephens,Senior Center,Commissioner of Agriculture,,Lib,David Raudabaugh,173,100,6,0,67
Stephens,Senior Center,Commissioner of Insurance,,Rep,John King ,7732,5405,358,0,1969
Stephens,Senior Center,Commissioner of Insurance,,Dem,Janice Laws Robinson,1537,1014,165,1,357
Stephens,Senior Center,State School Superintendent,,Rep,Richard Woods ,7777,5445,368,0,1964
Stephens,Senior Center,State School Superintendent,,Dem,Alisha Thomas Searcy,1520,990,160,1,369
Stephens,Senior Center,Commissioner of Labor,,Rep,Bruce Thompson,7602,5336,351,0,1915
Stephens,Senior Center,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",1461,962,165,1,333
Stephens,Senior Center,Commissioner of Labor,,Lib,Emily Anderson,216,128,4,0,84
Stephens,Senior Center,U.S. House,,Rep,Andrew Clyde ,7652,5358,352,0,1942
Stephens,Senior Center,U.S. House,,Dem,"Michael """"Mike"""" Ford",1656,1079,181,1,395
Stephens,Senior Center,State Senate,,Rep,Bo Hatchett ,7755,5425,360,0,1970
Stephens,Senior Center,State Senate,,Dem,Paulette Williams,1551,1009,174,1,367
Stephens,Senior Center,State House,,Rep,Chris Erwin ,8445,5874,408,0,2163
Stephens,Senior Center,County Commission,,Rep,Tara D. Simmons,7330,5108,327,0,1895
Stephens,Senior Center,County Commission,,Dem,Kathy Pauly,1869,1254,200,1,414
Stephens,Senior Center,County Commission,,Rep,Chris Rickman,8339,5808,386,1,2144
Stephens,Senior Center,County Commission,,Rep,Chuck Wright,8323,5790,388,1,2144
Stephens,Senior Center,County BOE,,Rep,"James Roger """"Jim"""" Bellamy ",8306,5770,399,1,2136
Stephens,Senior Center,County BOE,,Rep,Tripp Arrowood,8325,5791,386,1,2147
Stephens,Senior Center,County BOE,,Rep,Travis Dobbs ,7447,5226,348,0,1873
Stephens,Senior Center,County BOE,,Dem,Shantelle Grant,1804,1173,177,1,453
Stephens,Senior Center,County BOE,,Rep,Kay H. Reed ,8361,5813,400,1,2147
Stephens,Senior Center,Soil and Water Conservation District Supervisor,,,Lakie Meeks ,7921,5492,409,1,2019
Stephens,Senior Center,Proposed Constitutional Amendment 1,,,Yes,7942,5493,450,1,1998
Stephens,Senior Center,Proposed Constitutional Amendment 1,,,No,1090,757,57,0,276
Stephens,Senior Center,Proposed Constitutional Amendment 2,,,Yes,8204,5647,468,1,2088
Stephens,Senior Center,Proposed Constitutional Amendment 2,,,No,915,661,45,0,209
Stephens,Senior Center,Statewide Referendum Question 1,,,Yes,5598,3830,233,1,1534
Stephens,Senior Center,Statewide Referendum Question 1,,,No,3376,2379,270,0,727
Stephens,Senior Center,Statewide Referendum Question 2,,,Yes,6964,4782,307,0,1875
Stephens,Senior Center,Statewide Referendum Question 2,,,No,2070,1473,193,1,403
