county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Pickens,Yellow Creek,U.S. Senate,,Rep,Herschel Junior Walker,1842,1082,64,0,696
Pickens,Sharptop,U.S. Senate,,Rep,Herschel Junior Walker,1448,836,56,1,555
Pickens,Appalachian,U.S. Senate,,Rep,Herschel Junior Walker,928,590,27,0,311
Pickens,Refuge,U.S. Senate,,Rep,Herschel Junior Walker,1184,737,34,0,413
Pickens,Hill City,U.S. Senate,,Rep,Herschel Junior Walker,1075,596,29,0,450
Pickens,Hinton,U.S. Senate,,Rep,Herschel Junior Walker,468,133,10,0,325
Pickens,Jerusalem,U.S. Senate,,Rep,Herschel Junior Walker,644,162,7,0,475
Pickens,Ludville,U.S. Senate,,Rep,Herschel Junior Walker,363,101,3,0,259
Pickens,Nelson,U.S. Senate,,Rep,Herschel Junior Walker,692,298,10,0,384
Pickens,Talking Rock,U.S. Senate,,Rep,Herschel Junior Walker,957,503,12,1,441
Pickens,Jasper,U.S. Senate,,Rep,Herschel Junior Walker,1106,702,36,0,368
Pickens,Tate,U.S. Senate,,Rep,Herschel Junior Walker,1343,715,42,0,586
Pickens,Yellow Creek,U.S. Senate,,Dem,Raphael Warnock ,550,343,67,0,140
Pickens,Sharptop,U.S. Senate,,Dem,Raphael Warnock ,450,267,73,0,110
Pickens,Appalachian,U.S. Senate,,Dem,Raphael Warnock ,211,130,25,0,56
Pickens,Refuge,U.S. Senate,,Dem,Raphael Warnock ,212,127,25,0,60
Pickens,Hill City,U.S. Senate,,Dem,Raphael Warnock ,217,132,16,0,69
Pickens,Hinton,U.S. Senate,,Dem,Raphael Warnock ,56,16,9,0,31
Pickens,Jerusalem,U.S. Senate,,Dem,Raphael Warnock ,84,28,9,0,47
Pickens,Ludville,U.S. Senate,,Dem,Raphael Warnock ,38,13,3,0,22
Pickens,Nelson,U.S. Senate,,Dem,Raphael Warnock ,133,61,7,0,65
Pickens,Talking Rock,U.S. Senate,,Dem,Raphael Warnock ,120,67,18,0,35
Pickens,Jasper,U.S. Senate,,Dem,Raphael Warnock ,324,203,29,0,92
Pickens,Tate,U.S. Senate,,Dem,Raphael Warnock ,194,111,22,0,61
Pickens,Yellow Creek,U.S. Senate,,Lib,Chase Oliver,58,39,1,0,18
Pickens,Sharptop,U.S. Senate,,Lib,Chase Oliver,41,20,2,0,19
Pickens,Appalachian,U.S. Senate,,Lib,Chase Oliver,30,13,1,0,16
Pickens,Refuge,U.S. Senate,,Lib,Chase Oliver,33,16,3,0,14
Pickens,Hill City,U.S. Senate,,Lib,Chase Oliver,39,15,3,0,21
Pickens,Hinton,U.S. Senate,,Lib,Chase Oliver,8,4,0,0,4
Pickens,Jerusalem,U.S. Senate,,Lib,Chase Oliver,15,2,0,0,13
Pickens,Ludville,U.S. Senate,,Lib,Chase Oliver,15,1,0,0,14
Pickens,Nelson,U.S. Senate,,Lib,Chase Oliver,27,9,1,0,17
Pickens,Talking Rock,U.S. Senate,,Lib,Chase Oliver,25,17,1,0,7
Pickens,Jasper,U.S. Senate,,Lib,Chase Oliver,42,24,3,0,15
Pickens,Tate,U.S. Senate,,Lib,Chase Oliver,31,11,2,0,18
Pickens,Yellow Creek,Governor,,Rep,Brian Kemp ,2026,1196,76,0,754
Pickens,Sharptop,Governor,,Rep,Brian Kemp ,1565,896,73,1,595
Pickens,Appalachian,Governor,,Rep,Brian Kemp ,1000,631,30,0,339
Pickens,Refuge,Governor,,Rep,Brian Kemp ,1269,785,43,0,441
Pickens,Hill City,Governor,,Rep,Brian Kemp ,1169,643,34,0,492
Pickens,Hinton,Governor,,Rep,Brian Kemp ,490,138,13,0,339
Pickens,Jerusalem,Governor,,Rep,Brian Kemp ,680,170,9,0,501
Pickens,Ludville,Governor,,Rep,Brian Kemp ,382,104,4,0,274
Pickens,Nelson,Governor,,Rep,Brian Kemp ,736,310,12,0,414
Pickens,Talking Rock,Governor,,Rep,Brian Kemp ,1006,528,16,1,461
Pickens,Jasper,Governor,,Rep,Brian Kemp ,1210,763,45,0,402
Pickens,Tate,Governor,,Rep,Brian Kemp ,1404,746,45,0,613
Pickens,Yellow Creek,Governor,,Dem,Stacey Abrams,425,273,56,0,96
Pickens,Sharptop,Governor,,Dem,Stacey Abrams,372,230,60,0,82
Pickens,Appalachian,Governor,,Dem,Stacey Abrams,165,100,23,0,42
Pickens,Refuge,Governor,,Dem,Stacey Abrams,162,102,17,0,43
Pickens,Hill City,Governor,,Dem,Stacey Abrams,161,99,14,0,48
Pickens,Hinton,Governor,,Dem,Stacey Abrams,41,13,5,0,23
Pickens,Jerusalem,Governor,,Dem,Stacey Abrams,62,23,9,0,30
Pickens,Ludville,Governor,,Dem,Stacey Abrams,29,10,2,0,17
Pickens,Nelson,Governor,,Dem,Stacey Abrams,111,58,7,0,46
Pickens,Talking Rock,Governor,,Dem,Stacey Abrams,95,56,15,0,24
Pickens,Jasper,Governor,,Dem,Stacey Abrams,263,163,26,0,74
Pickens,Tate,Governor,,Dem,Stacey Abrams,155,86,21,0,48
