county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Putnam,101,U.S. Senate,,Rep,Herschel Walker,892,42,391,0,459
Putnam,104,U.S. Senate,,Rep,Herschel Walker,945,58,429,0,458
Putnam,105,U.S. Senate,,Rep,Herschel Walker,2055,87,963,0,1005
Putnam,106,U.S. Senate,,Rep,Herschel Walker,738,21,458,0,259
Putnam,107,U.S. Senate,,Rep,Herschel Walker,1964,110,985,0,869
Putnam,101,U.S. Senate,,(Dem,Raphael Warnock ,745,78,279,0,388
Putnam,104,U.S. Senate,,(Dem,Raphael Warnock ,859,85,339,0,435
Putnam,105,U.S. Senate,,(Dem,Raphael Warnock ,440,72,176,0,192
Putnam,106,U.S. Senate,,(Dem,Raphael Warnock ,142,16,74,0,52
Putnam,107,U.S. Senate,,(Dem,Raphael Warnock ,510,71,171,0,268
