county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Tattnall,Cobbtown,U.S. Senate,,Rep,Herschel Walker,318,13,225,0,80
Tattnall,Collins,U.S. Senate,,Rep,Herschel Walker,608,19,293,0,296
Tattnall,District II,U.S. Senate,,Rep,Herschel Walker,725,11,274,0,440
Tattnall,District IV,U.S. Senate,,Rep,Herschel Walker,970,36,432,0,502
Tattnall,District V,U.S. Senate,,Rep,Herschel Walker,519,12,334,0,173
Tattnall,East Glennville,U.S. Senate,,Rep,Herschel Walker,1022,51,440,0,531
Tattnall,Manassas,U.S. Senate,,Rep,Herschel Walker,174,4,104,0,66
Tattnall,Shiloh,U.S. Senate,,Rep,Herschel Walker,226,4,85,0,137
Tattnall,Cobbtown,U.S. Senate,,(Dem,Raphael Warnock ,75,12,37,0,26
Tattnall,Collins,U.S. Senate,,(Dem,Raphael Warnock ,181,13,52,2,114
Tattnall,District II,U.S. Senate,,(Dem,Raphael Warnock ,383,22,110,0,251
Tattnall,District IV,U.S. Senate,,(Dem,Raphael Warnock ,371,30,138,0,203
Tattnall,District V,U.S. Senate,,(Dem,Raphael Warnock ,46,5,10,0,31
Tattnall,East Glennville,U.S. Senate,,(Dem,Raphael Warnock ,226,20,94,0,112
Tattnall,Manassas,U.S. Senate,,(Dem,Raphael Warnock ,59,2,28,0,29
Tattnall,Shiloh,U.S. Senate,,(Dem,Raphael Warnock ,99,4,32,0,63
