county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Heard,Centralhatchee,U.S. Senate,,Rep,Herschel Walker,942,54,551,0,337
Heard,Cooksville-Corinth,U.S. Senate,,Rep,Herschel Walker,265,6,172,1,86
Heard,Enon Grove,U.S. Senate,,Rep,Herschel Walker,473,28,300,0,145
Heard,Ephesus,U.S. Senate,,Rep,Herschel Walker,669,43,469,1,156
Heard,Franklin,U.S. Senate,,Rep,Herschel Walker,807,59,397,0,351
Heard,Southwest,U.S. Senate,,Rep,Herschel Walker,251,17,161,0,73
Heard,Centralhatchee,U.S. Senate,,(Dem,Raphael Warnock ,142,25,56,0,61
Heard,Cooksville-Corinth,U.S. Senate,,(Dem,Raphael Warnock ,33,4,17,0,12
Heard,Enon Grove,U.S. Senate,,(Dem,Raphael Warnock ,54,13,20,0,21
Heard,Ephesus,U.S. Senate,,(Dem,Raphael Warnock ,66,11,37,0,18
Heard,Franklin,U.S. Senate,,(Dem,Raphael Warnock ,258,53,96,0,109
Heard,Southwest,U.S. Senate,,(Dem,Raphael Warnock ,86,11,43,0,32
