county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Hancock,Devereux Fire,U.S. Senate,,Rep,Herschel Walker,341,18,133,1,189
Hancock,St Mark,U.S. Senate,,Rep,Herschel Walker,40,4,12,0,24
Hancock,Courthouse,U.S. Senate,,Rep,Herschel Walker,101,3,39,0,59
Hancock,Second Beulah,U.S. Senate,,Rep,Herschel Walker,33,3,12,0,18
Hancock,Mayfield Community Center,U.S. Senate,,Rep,Herschel Walker,23,3,8,0,12
Hancock,Power of God,U.S. Senate,,Rep,Herschel Walker,72,4,30,0,38
Hancock,Warren Chapel,U.S. Senate,,Rep,Herschel Walker,114,8,45,0,61
Hancock,Youth Center,U.S. Senate,,Rep,Herschel Walker,97,13,34,0,50
Hancock,Second Darrien,U.S. Senate,,Rep,Herschel Walker,74,0,63,0,11
Hancock,Sparta 4C,U.S. Senate,,Rep,Herschel Walker,15,0,10,0,5
Hancock,Devereux Fire,U.S. Senate,,(Dem,Raphael Warnock ,319,50,111,0,158
Hancock,St Mark,U.S. Senate,,(Dem,Raphael Warnock ,247,36,89,0,122
Hancock,Courthouse,U.S. Senate,,(Dem,Raphael Warnock ,360,50,113,0,197
Hancock,Second Beulah,U.S. Senate,,(Dem,Raphael Warnock ,241,58,76,0,107
Hancock,Mayfield Community Center,U.S. Senate,,(Dem,Raphael Warnock ,151,24,64,0,63
Hancock,Power of God,U.S. Senate,,(Dem,Raphael Warnock ,305,55,116,0,134
Hancock,Warren Chapel,U.S. Senate,,(Dem,Raphael Warnock ,81,16,16,0,49
Hancock,Youth Center,U.S. Senate,,(Dem,Raphael Warnock ,434,49,138,0,247
Hancock,Second Darrien,U.S. Senate,,(Dem,Raphael Warnock ,152,32,71,0,49
Hancock,Sparta 4C,U.S. Senate,,(Dem,Raphael Warnock ,66,14,15,0,37
