county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Berrien,West Berrien,U.S. Senate,,Rep,Herschel Walker,557,19,390,0,148
Berrien,Ray City ,U.S. Senate,,Rep,Herschel Walker,721,20,398,0,303
Berrien,Nashville,U.S. Senate,,Rep,Herschel Walker,2519,101,974,0,1444
Berrien,Enigma,U.S. Senate,,Rep,Herschel Walker,439,1,345,0,93
Berrien,Alapaha ,U.S. Senate,,Rep,Herschel Walker,470,12,335,0,123
Berrien,West Berrien,U.S. Senate,,(Dem,Raphael Warnock ,50,7,23,0,20
Berrien,Ray City ,U.S. Senate,,(Dem,Raphael Warnock ,143,11,75,0,57
Berrien,Nashville,U.S. Senate,,(Dem,Raphael Warnock ,435,56,142,0,237
Berrien,Enigma,U.S. Senate,,(Dem,Raphael Warnock ,57,7,35,0,15
Berrien,Alapaha ,U.S. Senate,,(Dem,Raphael Warnock ,158,17,96,0,45
