county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Grady,Blowing Cave,U.S. Senate,,Rep,Herschel Junior Walker,437,152,10,0,275
Grady,Cairo 4th District,U.S. Senate,,Rep,Herschel Junior Walker,222,155,17,2,48
Grady,Cairo 5th District,U.S. Senate,,Rep,Herschel Junior Walker,766,432,33,0,301
Grady,Duncanville ,U.S. Senate,,Rep,Herschel Junior Walker,195,72,10,0,113
Grady,Higdon,U.S. Senate,,Rep,Herschel Junior Walker,375,124,8,0,243
Grady,Limesink,U.S. Senate,,Rep,Herschel Junior Walker,164,62,4,0,98
Grady,Midway,U.S. Senate,,Rep,Herschel Junior Walker,614,299,23,1,291
Grady,Pine Park ,U.S. Senate,,Rep,Herschel Junior Walker,338,126,10,0,202
Grady,Ragan,U.S. Senate,,Rep,Herschel Junior Walker,241,106,9,0,126
Grady,Spence,U.S. Senate,,Rep,Herschel Junior Walker,382,120,10,0,252
Grady,Spring Hill,U.S. Senate,,Rep,Herschel Junior Walker,301,144,5,0,152
Grady,Whigham,U.S. Senate,,Rep,Herschel Junior Walker,498,199,10,0,289
Grady,Woodland,U.S. Senate,,Rep,Herschel Junior Walker,1105,647,34,0,424
Grady,Blowing Cave,U.S. Senate,,Dem,Raphael Warnock ,61,30,5,0,26
Grady,Cairo 4th District,U.S. Senate,,Dem,Raphael Warnock ,882,530,96,1,255
Grady,Cairo 5th District,U.S. Senate,,Dem,Raphael Warnock ,499,299,40,0,160
Grady,Duncanville ,U.S. Senate,,Dem,Raphael Warnock ,94,58,14,0,22
Grady,Higdon,U.S. Senate,,Dem,Raphael Warnock ,160,63,15,0,82
Grady,Limesink,U.S. Senate,,Dem,Raphael Warnock ,34,26,3,0,5
Grady,Midway,U.S. Senate,,Dem,Raphael Warnock ,168,106,14,0,48
Grady,Pine Park ,U.S. Senate,,Dem,Raphael Warnock ,143,65,11,0,67
Grady,Ragan,U.S. Senate,,Dem,Raphael Warnock ,85,47,8,0,30
Grady,Spence,U.S. Senate,,Dem,Raphael Warnock ,42,21,4,0,17
Grady,Spring Hill,U.S. Senate,,Dem,Raphael Warnock ,41,18,8,0,15
Grady,Whigham,U.S. Senate,,Dem,Raphael Warnock ,157,80,16,0,61
Grady,Woodland,U.S. Senate,,Dem,Raphael Warnock ,207,137,23,0,47
Grady,Blowing Cave,U.S. Senate,,L,Chase Oliver,4,1,0,0,3
Grady,Cairo 4th District,U.S. Senate,,L,Chase Oliver,14,8,0,0,6
Grady,Cairo 5th District,U.S. Senate,,L,Chase Oliver,12,8,0,0,4
Grady,Duncanville ,U.S. Senate,,L,Chase Oliver,5,2,0,0,3
Grady,Higdon,U.S. Senate,,L,Chase Oliver,8,5,0,0,3
Grady,Limesink,U.S. Senate,,L,Chase Oliver,0,0,0,0,0
Grady,Midway,U.S. Senate,,L,Chase Oliver,12,5,1,0,6
Grady,Pine Park ,U.S. Senate,,L,Chase Oliver,5,4,0,0,1
Grady,Ragan,U.S. Senate,,L,Chase Oliver,3,1,0,0,2
Grady,Spence,U.S. Senate,,L,Chase Oliver,1,0,0,0,1
Grady,Spring Hill,U.S. Senate,,L,Chase Oliver,7,0,0,0,7
Grady,Whigham,U.S. Senate,,L,Chase Oliver,7,3,0,0,4
Grady,Woodland,U.S. Senate,,L,Chase Oliver,22,8,5,0,9
Grady,Blowing Cave,Governor,,Rep,Brian Kemp ,444,154,10,0,280
Grady,Cairo 4th District,Governor,,Rep,Brian Kemp ,240,169,19,2,50
Grady,Cairo 5th District,Governor,,Rep,Brian Kemp ,809,454,34,0,321
Grady,Duncanville ,Governor,,Rep,Brian Kemp ,201,77,10,0,114
Grady,Higdon,Governor,,Rep,Brian Kemp ,397,132,9,0,256
Grady,Limesink,Governor,,Rep,Brian Kemp ,167,63,5,0,99
Grady,Midway,Governor,,Rep,Brian Kemp ,639,308,25,1,305
Grady,Pine Park ,Governor,,Rep,Brian Kemp ,348,133,10,0,205
Grady,Ragan,Governor,,Rep,Brian Kemp ,244,107,9,0,128
Grady,Spence,Governor,,Rep,Brian Kemp ,391,121,11,0,259
Grady,Spring Hill,Governor,,Rep,Brian Kemp ,313,145,8,0,160
Grady,Whigham,Governor,,Rep,Brian Kemp ,519,209,10,0,300
Grady,Woodland,Governor,,Rep,Brian Kemp ,1172,682,45,0,445
Grady,Blowing Cave,Governor,,Dem,Stacey Abrams,58,30,5,0,23
Grady,Cairo 4th District,Governor,,Dem,Stacey Abrams,887,531,93,1,262
Grady,Cairo 5th District,Governor,,Dem,Stacey Abrams,465,283,39,0,143
Grady,Duncanville ,Governor,,Dem,Stacey Abrams,92,56,14,0,22
Grady,Higdon,Governor,,Dem,Stacey Abrams,148,61,15,0,72
Grady,Limesink,Governor,,Dem,Stacey Abrams,31,25,3,0,3
Grady,Midway,Governor,,Dem,Stacey Abrams,154,103,14,0,37
Grady,Pine Park ,Governor,,Dem,Stacey Abrams,137,64,11,0,62
Grady,Ragan,Governor,,Dem,Stacey Abrams,83,46,8,0,29
Grady,Spence,Governor,,Dem,Stacey Abrams,36,20,3,0,13
Grady,Spring Hill,Governor,,Dem,Stacey Abrams,35,17,6,0,12
Grady,Whigham,Governor,,Dem,Stacey Abrams,138,73,16,0,49
Grady,Woodland,Governor,,Dem,Stacey Abrams,158,109,17,0,32
Grady,Blowing Cave,Governor,,L,Shane Hazel,0,0,0,0,0
Grady,Cairo 4th District,Governor,,L,Shane Hazel,3,2,1,0,0
Grady,Cairo 5th District,Governor,,L,Shane Hazel,5,3,0,0,2
Grady,Duncanville ,Governor,,L,Shane Hazel,2,1,0,0,1
Grady,Higdon,Governor,,L,Shane Hazel,1,0,0,0,1
Grady,Limesink,Governor,,L,Shane Hazel,2,1,0,0,1
Grady,Midway,Governor,,L,Shane Hazel,4,1,0,0,3
Grady,Pine Park ,Governor,,L,Shane Hazel,2,0,0,0,2
Grady,Ragan,Governor,,L,Shane Hazel,2,1,0,0,1
Grady,Spence,Governor,,L,Shane Hazel,0,0,0,0,0
Grady,Spring Hill,Governor,,L,Shane Hazel,2,0,0,0,2
Grady,Whigham,Governor,,L,Shane Hazel,2,0,0,0,2
Grady,Woodland,Governor,,L,Shane Hazel,10,7,0,0,3
Grady,Blowing Cave,Lieutenant Governor,,Rep,Burt Jones,439,153,10,0,276
Grady,Cairo 4th District,Lieutenant Governor,,Rep,Burt Jones,228,158,18,2,50
Grady,Cairo 5th District,Lieutenant Governor,,Rep,Burt Jones,791,446,34,0,311
Grady,Duncanville ,Lieutenant Governor,,Rep,Burt Jones,201,77,10,0,114
Grady,Higdon,Lieutenant Governor,,Rep,Burt Jones,387,130,9,0,248
Grady,Limesink,Lieutenant Governor,,Rep,Burt Jones,166,64,4,0,98
Grady,Midway,Lieutenant Governor,,Rep,Burt Jones,626,304,24,1,297
Grady,Pine Park ,Lieutenant Governor,,Rep,Burt Jones,345,130,10,0,205
Grady,Ragan,Lieutenant Governor,,Rep,Burt Jones,242,105,9,0,128
Grady,Spence,Lieutenant Governor,,Rep,Burt Jones,381,118,11,0,252
