county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Tift,Tifton NE,U.S. Senate,,Rep,Herschel Walker,875,28,306,1,540
Tift,Brighton,U.S. Senate,,Rep,Herschel Walker,1214,27,559,0,628
Tift,Brookfield ,U.S. Senate,,Rep,Herschel Walker,682,7,402,0,273
Tift,Chula,U.S. Senate,,Rep,Herschel Walker,727,11,434,0,282
Tift,Docia,U.S. Senate,,Rep,Herschel Walker,609,10,344,0,255
Tift,Eldorado,U.S. Senate,,Rep,Herschel Walker,629,9,377,0,243
Tift,Omega,U.S. Senate,,Rep,Herschel Walker,318,1,255,0,62
Tift,TY TY,U.S. Senate,,Rep,Herschel Walker,505,10,323,0,172
Tift,Tifton NW,U.S. Senate,,Rep,Herschel Walker,1239,31,456,0,752
Tift,Tifton South,U.S. Senate,,Rep,Herschel Walker,277,3,104,0,170
Tift,Mott-Litman Gym,U.S. Senate,,Rep,Herschel Walker,167,4,51,0,112
Tift,Tifton Lodge ,U.S. Senate,,Rep,Herschel Walker,1001,24,392,0,585
Tift,Tifton NE,U.S. Senate,,(Dem,Raphael Warnock ,504,31,173,0,300
Tift,Brighton,U.S. Senate,,(Dem,Raphael Warnock ,229,16,68,0,145
Tift,Brookfield ,U.S. Senate,,(Dem,Raphael Warnock ,117,6,58,0,53
Tift,Chula,U.S. Senate,,(Dem,Raphael Warnock ,117,5,44,0,68
Tift,Docia,U.S. Senate,,(Dem,Raphael Warnock ,66,3,25,0,38
Tift,Eldorado,U.S. Senate,,(Dem,Raphael Warnock ,70,5,28,1,36
Tift,Omega,U.S. Senate,,(Dem,Raphael Warnock ,66,3,48,0,15
Tift,TY TY,U.S. Senate,,(Dem,Raphael Warnock ,141,3,84,0,54
Tift,Tifton NW,U.S. Senate,,(Dem,Raphael Warnock ,496,23,172,0,301
Tift,Tifton South,U.S. Senate,,(Dem,Raphael Warnock ,596,42,240,1,313
Tift,Mott-Litman Gym,U.S. Senate,,(Dem,Raphael Warnock ,869,58,323,0,488
Tift,Tifton Lodge ,U.S. Senate,,(Dem,Raphael Warnock ,525,40,164,0,321
