county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Harris,Cataula,U.S. Senate,,Rep,Herschel Walker,1309,37,809,1,462
Harris,Ellerslie,U.S. Senate,,Rep,Herschel Walker,1811,76,1096,1,638
Harris,Goodman,U.S. Senate,,Rep,Herschel Walker,631,17,331,0,283
Harris,Hamilton,U.S. Senate,,Rep,Herschel Walker,982,36,470,0,476
Harris,Lower 19th,U.S. Senate,,Rep,Herschel Walker,1187,55,816,0,316
Harris,Mulberry Grove,U.S. Senate,,Rep,Herschel Walker,1407,52,786,1,568
Harris,Pine Mountain Valley,U.S. Senate,,Rep,Herschel Walker,599,17,391,0,191
Harris,Skinner,U.S. Senate,,Rep,Herschel Walker,340,13,279,0,48
Harris,Upper 19th,U.S. Senate,,Rep,Herschel Walker,876,43,526,1,306
Harris,Valley Plains,U.S. Senate,,Rep,Herschel Walker,287,4,224,0,59
Harris,Waverly Hall,U.S. Senate,,Rep,Herschel Walker,1071,30,679,0,362
Harris,Whitesville,U.S. Senate,,Rep,Herschel Walker,641,20,386,1,234
Harris,Cataula,U.S. Senate,,(Dem,Raphael Warnock ,456,46,168,0,242
Harris,Ellerslie,U.S. Senate,,(Dem,Raphael Warnock ,817,68,296,0,453
Harris,Goodman,U.S. Senate,,(Dem,Raphael Warnock ,374,27,184,0,163
Harris,Hamilton,U.S. Senate,,(Dem,Raphael Warnock ,572,46,175,0,351
Harris,Lower 19th,U.S. Senate,,(Dem,Raphael Warnock ,355,36,152,1,166
Harris,Mulberry Grove,U.S. Senate,,(Dem,Raphael Warnock ,385,34,130,0,221
Harris,Pine Mountain Valley,U.S. Senate,,(Dem,Raphael Warnock ,108,8,43,0,57
Harris,Skinner,U.S. Senate,,(Dem,Raphael Warnock ,215,18,160,0,37
Harris,Upper 19th,U.S. Senate,,(Dem,Raphael Warnock ,157,9,80,0,68
Harris,Valley Plains,U.S. Senate,,(Dem,Raphael Warnock ,128,6,86,0,36
Harris,Waverly Hall,U.S. Senate,,(Dem,Raphael Warnock ,590,48,271,0,271
Harris,Whitesville,U.S. Senate,,(Dem,Raphael Warnock ,236,18,113,0,105
