county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Morgan,Rec Dept,U.S. Senate,,Rep,Herschel Walker,657,485,19,0,153
Morgan,Centennial,U.S. Senate,,Rep,Herschel Walker,1650,843,33,0,774
Morgan,Gibbs,U.S. Senate,,Rep,Herschel Walker,1638,826,49,1,762
Morgan,DFACS,U.S. Senate,,Rep,Herschel Walker,1654,1105,44,5,500
Morgan,Buckhead,U.S. Senate,,Rep,Herschel Walker,1723,903,41,1,778
Morgan,Rec Dept,U.S. Senate,,Dem,Raphael Warnock ,996,643,96,1,256
Morgan,Centennial,U.S. Senate,,Dem,Raphael Warnock ,373,215,25,0,133
Morgan,Gibbs,U.S. Senate,,Dem,Raphael Warnock ,444,276,31,0,137
Morgan,DFACS,U.S. Senate,,Dem,Raphael Warnock ,481,314,59,0,108
Morgan,Buckhead,U.S. Senate,,Dem,Raphael Warnock ,468,266,57,0,145
Morgan,Rec Dept,U.S. Senate,,Lib,Chase Oliver,32,17,3,0,12
Morgan,Centennial,U.S. Senate,,Lib,Chase Oliver,34,14,0,0,20
Morgan,Gibbs,U.S. Senate,,Lib,Chase Oliver,38,14,0,0,24
Morgan,DFACS,U.S. Senate,,Lib,Chase Oliver,27,15,2,0,10
Morgan,Buckhead,U.S. Senate,,Lib,Chase Oliver,43,18,0,0,25
Morgan,Rec Dept,Governor,,Rep,Brian Kemp ,724,525,24,0,175
Morgan,Centennial,Governor,,Rep,Brian Kemp ,1742,888,42,0,812
Morgan,Gibbs,Governor,,Rep,Brian Kemp ,1716,855,52,1,808
Morgan,DFACS,Governor,,Rep,Brian Kemp ,1748,1169,49,5,525
Morgan,Buckhead,Governor,,Rep,Brian Kemp ,1834,956,50,1,827
Morgan,Rec Dept,Governor,,Dem,Stacey Abrams,956,621,93,1,241
Morgan,Centennial,Governor,,Dem,Stacey Abrams,307,183,17,0,107
Morgan,Gibbs,Governor,,Dem,Stacey Abrams,396,257,27,0,112
Morgan,DFACS,Governor,,Dem,Stacey Abrams,407,265,58,0,84
Morgan,Buckhead,Governor,,Dem,Stacey Abrams,407,240,48,0,119
Morgan,Rec Dept,Governor,,Lib,Shane Hazel,14,9,1,0,4
Morgan,Centennial,Governor,,Lib,Shane Hazel,19,8,0,0,11
Morgan,Gibbs,Governor,,Lib,Shane Hazel,20,11,1,0,8
Morgan,DFACS,Governor,,Lib,Shane Hazel,18,7,0,0,11
Morgan,Buckhead,Governor,,Lib,Shane Hazel,18,6,0,0,12
Morgan,Rec Dept,Lieutenant Governor,,Rep,Burt Jones,689,502,22,0,165
Morgan,Centennial,Lieutenant Governor,,Rep,Burt Jones,1704,877,35,0,792
Morgan,Gibbs,Lieutenant Governor,,Rep,Burt Jones,1686,847,51,1,787
Morgan,DFACS,Lieutenant Governor,,Rep,Burt Jones,1697,1136,44,5,512
Morgan,Buckhead,Lieutenant Governor,,Rep,Burt Jones,1775,923,49,1,802
Morgan,Rec Dept,Lieutenant Governor,,Dem,Charlie Bailey,933,598,93,1,241
Morgan,Centennial,Lieutenant Governor,,Dem,Charlie Bailey,321,181,24,0,116
Morgan,Gibbs,Lieutenant Governor,,Dem,Charlie Bailey,399,256,28,0,115
Morgan,DFACS,Lieutenant Governor,,Dem,Charlie Bailey,443,292,61,0,90
