county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Laurens,FBC-FLC,U.S. Senate,,Rep,Herschel Walker,1424,96,680,0,648
Laurens,Calhoun Park,U.S. Senate,,Rep,Herschel Walker,543,40,289,0,214
Laurens,Fire Dept Station 5,U.S. Senate,,Rep,Herschel Walker,1660,85,974,0,601
Laurens,Buckeye,U.S. Senate,,Rep,Herschel Walker,300,7,245,1,47
Laurens,Burch,U.S. Senate,,Rep,Herschel Walker,216,5,190,0,21
Laurens,Cadwell,U.S. Senate,,Rep,Herschel Walker,415,6,365,0,44
Laurens,Brewton,U.S. Senate,,Rep,Herschel Walker,768,19,616,0,133
Laurens,Dudley,U.S. Senate,,Rep,Herschel Walker,733,22,556,0,155
Laurens,Hampton Mill,U.S. Senate,,Rep,Herschel Walker,919,20,758,0,141
Laurens,Minter,U.S. Senate,,Rep,Herschel Walker,543,25,444,0,74
Laurens,Rural Fire Station 7,U.S. Senate,,Rep,Herschel Walker,951,29,668,1,253
Laurens,WT Adams Fire Station 18,U.S. Senate,,Rep,Herschel Walker,966,51,641,0,274
Laurens,Reedy Springs,U.S. Senate,,Rep,Herschel Walker,461,10,409,0,42
Laurens,Smith,U.S. Senate,,Rep,Herschel Walker,759,35,575,0,149
Laurens,LCFS #10,U.S. Senate,,Rep,Herschel Walker,697,32,477,0,188
Laurens,FBC-FLC,U.S. Senate,,(Dem,Raphael Warnock ,863,79,369,0,415
Laurens,Calhoun Park,U.S. Senate,,(Dem,Raphael Warnock ,1722,182,813,0,727
Laurens,Fire Dept Station 5,U.S. Senate,,(Dem,Raphael Warnock ,626,63,229,0,334
Laurens,Buckeye,U.S. Senate,,(Dem,Raphael Warnock ,256,24,144,0,88
Laurens,Burch,U.S. Senate,,(Dem,Raphael Warnock ,56,10,30,0,16
Laurens,Cadwell,U.S. Senate,,(Dem,Raphael Warnock ,66,4,42,0,20
Laurens,Brewton,U.S. Senate,,(Dem,Raphael Warnock ,190,12,111,0,67
Laurens,Dudley,U.S. Senate,,(Dem,Raphael Warnock ,229,21,121,0,87
Laurens,Hampton Mill,U.S. Senate,,(Dem,Raphael Warnock ,134,13,83,0,38
Laurens,Minter,U.S. Senate,,(Dem,Raphael Warnock ,36,0,23,0,13
Laurens,Rural Fire Station 7,U.S. Senate,,(Dem,Raphael Warnock ,291,28,145,0,118
Laurens,WT Adams Fire Station 18,U.S. Senate,,(Dem,Raphael Warnock ,410,57,166,0,187
Laurens,Reedy Springs,U.S. Senate,,(Dem,Raphael Warnock ,83,9,50,0,24
Laurens,Smith,U.S. Senate,,(Dem,Raphael Warnock ,697,68,380,0,249
Laurens,LCFS #10,U.S. Senate,,(Dem,Raphael Warnock ,401,51,183,0,167
