county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Glynn,SES,U.S. Senate,,Rep,Herschel Walker,1743,53,865,1,824
Glynn,BRK,U.S. Senate,,Rep,Herschel Walker,1278,27,789,2,460
Glynn,MAR,U.S. Senate,,Rep,Herschel Walker,1052,22,605,0,425
Glynn,BLY,U.S. Senate,,Rep,Herschel Walker,1099,30,590,0,479
Glynn,NSSI,U.S. Senate,,Rep,Herschel Walker,2288,100,992,6,1190
Glynn,CSSI,U.S. Senate,,Rep,Herschel Walker,2763,122,1130,0,1511
Glynn,SSSI,U.S. Senate,,Rep,Herschel Walker,1824,77,702,0,1045
Glynn,JI,U.S. Senate,,Rep,Herschel Walker,276,20,209,0,47
Glynn,COG,U.S. Senate,,Rep,Herschel Walker,1078,43,568,0,467
Glynn,SEB,U.S. Senate,,Rep,Herschel Walker,593,16,334,0,243
Glynn,GICCA,U.S. Senate,,Rep,Herschel Walker,966,30,518,1,417
Glynn,NGLY,U.S. Senate,,Rep,Herschel Walker,1156,25,636,1,494
Glynn,BAL,U.S. Senate,,Rep,Herschel Walker,858,47,341,1,469
Glynn,NSB,U.S. Senate,,Rep,Herschel Walker,507,32,272,0,203
Glynn,THE,U.S. Senate,,Rep,Herschel Walker,433,27,211,1,194
Glynn,CPM,U.S. Senate,,Rep,Herschel Walker,344,25,159,1,159
Glynn,HCP,U.S. Senate,,Rep,Herschel Walker,454,22,249,0,183
Glynn,UPP,U.S. Senate,,Rep,Herschel Walker,78,6,40,0,32
Glynn,ARCO,U.S. Senate,,Rep,Herschel Walker,110,1,61,0,48
Glynn,SES,U.S. Senate,,(Dem,Raphael Warnock ,597,60,162,0,375
Glynn,BRK,U.S. Senate,,(Dem,Raphael Warnock ,503,39,168,0,296
Glynn,MAR,U.S. Senate,,(Dem,Raphael Warnock ,468,40,202,0,226
Glynn,BLY,U.S. Senate,,(Dem,Raphael Warnock ,215,19,89,0,107
Glynn,NSSI,U.S. Senate,,(Dem,Raphael Warnock ,971,88,288,0,595
Glynn,CSSI,U.S. Senate,,(Dem,Raphael Warnock ,1236,102,346,1,787
Glynn,SSSI,U.S. Senate,,(Dem,Raphael Warnock ,898,69,222,0,607
Glynn,JI,U.S. Senate,,(Dem,Raphael Warnock ,255,30,156,0,69
Glynn,COG,U.S. Senate,,(Dem,Raphael Warnock ,600,52,227,1,320
Glynn,SEB,U.S. Senate,,(Dem,Raphael Warnock ,252,10,114,0,128
Glynn,GICCA,U.S. Senate,,(Dem,Raphael Warnock ,426,43,153,0,230
Glynn,NGLY,U.S. Senate,,(Dem,Raphael Warnock ,553,52,159,2,340
Glynn,BAL,U.S. Senate,,(Dem,Raphael Warnock ,456,42,151,0,263
Glynn,NSB,U.S. Senate,,(Dem,Raphael Warnock ,813,67,294,3,449
Glynn,THE,U.S. Senate,,(Dem,Raphael Warnock ,623,59,202,1,361
Glynn,CPM,U.S. Senate,,(Dem,Raphael Warnock ,557,77,207,2,271
Glynn,HCP,U.S. Senate,,(Dem,Raphael Warnock ,801,59,270,3,469
Glynn,UPP,U.S. Senate,,(Dem,Raphael Warnock ,951,111,287,0,553
Glynn,ARCO,U.S. Senate,,(Dem,Raphael Warnock ,248,34,90,0,124
