county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Stewart,Richland,U.S. Senate,,Rep,Herschel Junior Walker,259,118,14,3,124
Stewart,Louvale,U.S. Senate,,Rep,Herschel Junior Walker,71,18,2,1,50
Stewart,Lumpkin,U.S. Senate,,Rep,Herschel Junior Walker,255,175,18,1,61
Stewart,Omaha,U.S. Senate,,Rep,Herschel Junior Walker,53,9,1,1,42
Stewart,Richland,U.S. Senate,,Dem,Raphael Warnock ,392,138,80,1,173
Stewart,Louvale,U.S. Senate,,Dem,Raphael Warnock ,103,27,13,0,63
Stewart,Lumpkin,U.S. Senate,,Dem,Raphael Warnock ,367,244,41,0,82
Stewart,Omaha,U.S. Senate,,Dem,Raphael Warnock ,54,7,7,0,40
Stewart,Richland,U.S. Senate,,Lib,Chase Oliver,4,2,0,0,2
Stewart,Louvale,U.S. Senate,,Lib,Chase Oliver,1,1,0,0,0
Stewart,Lumpkin,U.S. Senate,,Lib,Chase Oliver,7,3,0,0,4
Stewart,Omaha,U.S. Senate,,Lib,Chase Oliver,1,0,0,0,1
Stewart,Richland,Governor,,Rep,Brian Kemp ,267,124,13,3,127
Stewart,Louvale,Governor,,Rep,Brian Kemp ,76,19,2,1,54
Stewart,Lumpkin,Governor,,Rep,Brian Kemp ,273,187,17,1,68
Stewart,Omaha,Governor,,Rep,Brian Kemp ,57,10,2,1,44
Stewart,Richland,Governor,,Dem,Stacey Abrams,385,135,79,2,169
Stewart,Louvale,Governor,,Dem,Stacey Abrams,100,28,13,0,59
Stewart,Lumpkin,Governor,,Dem,Stacey Abrams,358,236,43,0,79
Stewart,Omaha,Governor,,Dem,Stacey Abrams,52,7,6,0,39
Stewart,Richland,Governor,,Lib,Shane Hazel,3,1,0,0,2
Stewart,Louvale,Governor,,Lib,Shane Hazel,0,0,0,0,0
Stewart,Lumpkin,Governor,,Lib,Shane Hazel,2,1,0,0,1
Stewart,Omaha,Governor,,Lib,Shane Hazel,0,0,0,0,0
Stewart,Richland,Lieutenant Governor,,Rep,Burt Jones,255,119,11,3,122
Stewart,Louvale,Lieutenant Governor,,Rep,Burt Jones,70,18,2,1,49
Stewart,Lumpkin,Lieutenant Governor,,Rep,Burt Jones,261,175,19,1,66
Stewart,Omaha,Lieutenant Governor,,Rep,Burt Jones,56,10,1,1,44
Stewart,Richland,Lieutenant Governor,,Dem,Charlie Bailey,367,124,81,1,161
Stewart,Louvale,Lieutenant Governor,,Dem,Charlie Bailey,92,24,13,0,55
Stewart,Lumpkin,Lieutenant Governor,,Dem,Charlie Bailey,308,205,39,0,64
Stewart,Omaha,Lieutenant Governor,,Dem,Charlie Bailey,36,5,5,0,26
Stewart,Richland,Lieutenant Governor,,Lib,Ryan Graham,8,3,1,0,4
Stewart,Louvale,Lieutenant Governor,,Lib,Ryan Graham,0,0,0,0,0
Stewart,Lumpkin,Lieutenant Governor,,Lib,Ryan Graham,9,6,0,0,3
Stewart,Omaha,Lieutenant Governor,,Lib,Ryan Graham,0,0,0,0,0
Stewart,Richland,Secretary of State,,Rep,Brad Raffensperger ,267,118,13,2,134
Stewart,Louvale,Secretary of State,,Rep,Brad Raffensperger ,73,17,2,1,53
Stewart,Lumpkin,Secretary of State,,Rep,Brad Raffensperger ,273,189,15,1,68
Stewart,Omaha,Secretary of State,,Rep,Brad Raffensperger ,58,10,2,1,45
Stewart,Richland,Secretary of State,,Dem,Bee Nguyen,351,121,78,2,150
Stewart,Louvale,Secretary of State,,Dem,Bee Nguyen,89,25,13,0,51
Stewart,Lumpkin,Secretary of State,,Dem,Bee Nguyen,295,193,42,0,60
Stewart,Omaha,Secretary of State,,Dem,Bee Nguyen,37,6,5,0,26
Stewart,Richland,Secretary of State,,Lib,Ted Metz,10,6,0,1,3
Stewart,Louvale,Secretary of State,,Lib,Ted Metz,1,1,0,0,0
Stewart,Lumpkin,Secretary of State,,Lib,Ted Metz,14,6,1,0,7
Stewart,Omaha,Secretary of State,,Lib,Ted Metz,1,0,0,0,1
Stewart,Richland,Attorney General,,Rep,Chris Carr ,261,121,11,3,126
Stewart,Louvale,Attorney General,,Rep,Chris Carr ,71,19,2,1,49
Stewart,Lumpkin,Attorney General,,Rep,Chris Carr ,267,181,17,1,68
Stewart,Omaha,Attorney General,,Rep,Chris Carr ,56,10,2,1,43
Stewart,Richland,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",370,127,81,1,161
Stewart,Louvale,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",98,27,13,0,58
Stewart,Lumpkin,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",320,211,38,0,71
Stewart,Omaha,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",41,6,5,0,30
Stewart,Richland,Attorney General,,Lib,Martin Cowen,8,3,1,0,4
Stewart,Louvale,Attorney General,,Lib,Martin Cowen,0,0,0,0,0
Stewart,Lumpkin,Attorney General,,Lib,Martin Cowen,6,4,1,0,1
Stewart,Omaha,Attorney General,,Lib,Martin Cowen,0,0,0,0,0
Stewart,Richland,Commissioner Of Agriculture,,Rep,Tyler Harper,261,122,11,3,125
Stewart,Louvale,Commissioner Of Agriculture,,Rep,Tyler Harper,71,18,2,1,50
Stewart,Lumpkin,Commissioner Of Agriculture,,Rep,Tyler Harper,264,180,17,1,66
Stewart,Omaha,Commissioner Of Agriculture,,Rep,Tyler Harper,57,10,1,1,45
Stewart,Richland,Commissioner Of Agriculture,,Dem,Nakita Hemingway,365,127,80,1,157
Stewart,Louvale,Commissioner Of Agriculture,,Dem,Nakita Hemingway,95,27,13,0,55
Stewart,Lumpkin,Commissioner Of Agriculture,,Dem,Nakita Hemingway,314,206,40,0,68
Stewart,Omaha,Commissioner Of Agriculture,,Dem,Nakita Hemingway,40,6,5,0,29
Stewart,Richland,Commissioner Of Agriculture,,Lib,David Raudabaugh,12,1,2,0,9
Stewart,Louvale,Commissioner Of Agriculture,,Lib,David Raudabaugh,3,1,0,0,2
Stewart,Lumpkin,Commissioner Of Agriculture,,Lib,David Raudabaugh,14,8,2,0,4
Stewart,Omaha,Commissioner Of Agriculture,,Lib,David Raudabaugh,2,0,1,0,1
Stewart,Richland,Commissioner Of Insurance,,Rep,John King ,262,118,12,3,129
Stewart,Louvale,Commissioner Of Insurance,,Rep,John King ,71,19,2,1,49
Stewart,Lumpkin,Commissioner Of Insurance,,Rep,John King ,265,179,18,1,67
Stewart,Omaha,Commissioner Of Insurance,,Rep,John King ,56,10,2,1,43
Stewart,Richland,Commissioner Of Insurance,,Dem,Janice Laws Robinson,375,133,81,1,160
Stewart,Louvale,Commissioner Of Insurance,,Dem,Janice Laws Robinson,94,26,13,0,55
Stewart,Lumpkin,Commissioner Of Insurance,,Dem,Janice Laws Robinson,318,209,40,0,69
Stewart,Omaha,Commissioner Of Insurance,,Dem,Janice Laws Robinson,39,6,5,0,28
Stewart,Richland,State School Superintendent,,Rep,Richard Woods ,267,120,13,3,131
Stewart,Louvale,State School Superintendent,,Rep,Richard Woods ,67,18,2,1,46
Stewart,Lumpkin,State School Superintendent,,Rep,Richard Woods ,268,183,16,1,68
Stewart,Omaha,State School Superintendent,,Rep,Richard Woods ,59,10,2,1,46
Stewart,Richland,State School Superintendent,,Dem,Alisha Thomas Searcy,364,128,78,2,156
