county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Telfair,Helena,U.S. Senate,,Rep,Herschel Walker,328,9,169,0,150
Telfair,Jacksonville,U.S. Senate,,Rep,Herschel Walker,278,13,175,0,90
Telfair,Lumber-City,U.S. Senate,,Rep,Herschel Walker,296,8,187,0,101
Telfair,McRae,U.S. Senate,,Rep,Herschel Walker,680,34,245,0,401
Telfair,Milan,U.S. Senate,,Rep,Herschel Walker,443,15,276,0,152
Telfair,Scotland,U.S. Senate,,Rep,Herschel Walker,157,0,120,0,37
Telfair,Helena,U.S. Senate,,(Dem,Raphael Warnock ,160,5,79,0,76
Telfair,Jacksonville,U.S. Senate,,(Dem,Raphael Warnock ,80,8,51,0,21
Telfair,Lumber-City,U.S. Senate,,(Dem,Raphael Warnock ,182,14,125,0,43
Telfair,McRae,U.S. Senate,,(Dem,Raphael Warnock ,525,78,178,0,269
Telfair,Milan,U.S. Senate,,(Dem,Raphael Warnock ,52,6,21,0,25
Telfair,Scotland,U.S. Senate,,(Dem,Raphael Warnock ,38,5,19,0,14
