county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Ben Hill,East,U.S. Senate,,Rep,Herschel Walker,3235,2266,67,2,900
Ben Hill,East,U.S. Senate,,Dem,Raphael Warnock ,1767,1184,149,0,434
Ben Hill,East,U.S. Senate,,L,Chase Oliver,73,40,2,0,31
Ben Hill,East,Governor,,Rep,Brian Kemp ,3412,2375,81,2,954
Ben Hill,East,Governor,,Dem,Stacey Abrams,1680,1129,138,0,413
Ben Hill,East,Governor,,L,Shane Hazel,26,13,1,0,12
Ben Hill,East,Lieutenant Governor,,Rep,Burt Jones,3344,2327,76,2,939
Ben Hill,East,Lieutenant Governor,,Dem,Charlie Bailey,1630,1078,141,0,411
Ben Hill,East,Lieutenant Governor,,L,Ryan Graham,51,36,2,0,13
Ben Hill,East,Secretary of State,,Rep,Brad Raffensperger ,3326,2315,84,2,925
Ben Hill,East,Secretary of State,,Dem,Bee Nguyen,1575,1057,130,0,388
Ben Hill,East,Secretary of State,,L,Ted Metz,123,78,3,0,42
Ben Hill,East,Attorney General,,Rep,Chris Carr ,3324,2311,78,2,933
Ben Hill,East,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",1677,1124,137,0,416
Ben Hill,East,Attorney General,,L,Martin Cowen,59,44,2,0,13
Ben Hill,East,Commissioner of Agriculture,,Rep,Tyler Harper,3472,2411,88,2,971
Ben Hill,East,Commissioner of Agriculture,,Dem,Nakita Hemingway,1541,1036,129,0,376
Ben Hill,East,Commissioner of Agriculture,,L,David Raudabaugh,50,32,2,0,16
Ben Hill,East,Commissioner of Insurance,,Rep,John King ,3366,2337,79,2,948
Ben Hill,East,Commissioner of Insurance,,Dem,Janice Laws Robinson,1667,1117,138,0,412
Ben Hill,East,State School Superintendent,,Rep,Richard Woods ,3445,2391,87,2,965
Ben Hill,East,State School Superintendent,,Dem,Alisha Thomas Searcy,1618,1084,130,0,404
Ben Hill,East,Commissioner of Labor,,Rep,Bruce Thompson,3323,2316,76,2,929
Ben Hill,East,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",1656,1109,138,0,409
Ben Hill,East,Commissioner of Labor,,L,Emily Anderson,79,47,4,0,28
Ben Hill,East,U.S. House,,Rep,Austin Scott ,3444,2403,83,2,956
Ben Hill,East,U.S. House,,Democrat,Darrius Butler,1618,1076,135,0,407
Ben Hill,East,State Senate,,Rep,Carden H. Summers ,4118,2802,138,2,1176
Ben Hill,East,State House,,Rep,"Noel Williams, Jr. ",1301,894,41,1,365
Ben Hill,East,State House,,Rep,Leesa Hagan ,2225,1546,49,1,629
Ben Hill,East,State House,,Dem,Lethia J. Kittrell,1298,865,118,0,315
Ben Hill,East,District Attorney,,Rep,Bradford L. Rigby ,4153,2823,146,2,1182
Ben Hill,East,County Board of Commission, Post 2,Dem,Hope S. Harmon ,1656,1095,104,0,457
Ben Hill,East,County Board of Commission, Post 1,Rep,John William Mooney ,2655,1851,77,0,727
Ben Hill,East,Soil and Water Conservation District Supervisor,,,Wesley Griffin ,4213,2882,163,2,1166
Ben Hill,East,Constitutional Amendment #1,,,Yes,4235,2912,190,2,1131
Ben Hill,East,Constitutional Amendment #1,,,No,640,440,24,0,176
Ben Hill,East,Constitutional Amendment #2,,,Yes,4510,3081,205,2,1222
Ben Hill,East,Constitutional Amendment #2,,,No,454,333,11,0,110
Ben Hill,East,Statewide Referendum A,,,Yes,3158,2117,116,2,923
Ben Hill,East,Statewide Referendum A,,,No,1723,1251,90,0,382
Ben Hill,East,Statewide Referendum B,,,Yes,3594,2421,134,1,1038
Ben Hill,East,Statewide Referendum B,,,No,1305,959,67,1,278
