county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Dodge,Chauncey,U.S. Senate,,Rep,Herschel Walker,192,6,139,0,47
Dodge,Clark,U.S. Senate,,Rep,Herschel Walker,63,3,53,0,7
Dodge,Eddin,U.S. Senate,,Rep,Herschel Walker,404,16,214,0,174
Dodge,Empire,U.S. Senate,,Rep,Herschel Walker,224,7,152,1,64
Dodge,Jaybird,U.S. Senate,,Rep,Herschel Walker,74,6,57,0,11
Dodge,Jones,U.S. Senate,,Rep,Herschel Walker,220,9,128,0,83
Dodge,Lee,U.S. Senate,,Rep,Herschel Walker,1467,94,492,0,881
Dodge,McCranie,U.S. Senate,,Rep,Herschel Walker,169,9,117,0,43
Dodge,Milan,U.S. Senate,,Rep,Herschel Walker,153,5,105,0,43
Dodge,Mitchell,U.S. Senate,,Rep,Herschel Walker,186,4,131,0,51
Dodge,Mullis,U.S. Senate,,Rep,Herschel Walker,240,5,191,0,44
Dodge,Plainfield,U.S. Senate,,Rep,Herschel Walker,266,8,182,0,76
Dodge,Pondtown,U.S. Senate,,Rep,Herschel Walker,338,24,230,0,84
Dodge,Rawlins,U.S. Senate,,Rep,Herschel Walker,368,16,177,0,175
Dodge,Vilula,U.S. Senate,,Rep,Herschel Walker,124,4,92,0,28
Dodge,Yonker,U.S. Senate,,Rep,Herschel Walker,146,0,127,0,19
Dodge,Chauncey,U.S. Senate,,(Dem,Raphael Warnock ,43,2,34,0,7
Dodge,Clark,U.S. Senate,,(Dem,Raphael Warnock ,3,2,0,0,1
Dodge,Eddin,U.S. Senate,,(Dem,Raphael Warnock ,190,21,77,0,92
Dodge,Empire,U.S. Senate,,(Dem,Raphael Warnock ,29,0,13,0,16
Dodge,Jaybird,U.S. Senate,,(Dem,Raphael Warnock ,49,1,29,0,19
Dodge,Jones,U.S. Senate,,(Dem,Raphael Warnock ,32,2,19,0,11
Dodge,Lee,U.S. Senate,,(Dem,Raphael Warnock ,865,94,266,0,505
Dodge,McCranie,U.S. Senate,,(Dem,Raphael Warnock ,29,1,13,0,15
Dodge,Milan,U.S. Senate,,(Dem,Raphael Warnock ,28,2,17,0,9
Dodge,Mitchell,U.S. Senate,,(Dem,Raphael Warnock ,42,4,18,0,20
Dodge,Mullis,U.S. Senate,,(Dem,Raphael Warnock ,58,5,44,0,9
Dodge,Plainfield,U.S. Senate,,(Dem,Raphael Warnock ,25,4,13,0,8
Dodge,Pondtown,U.S. Senate,,(Dem,Raphael Warnock ,96,11,48,1,36
Dodge,Rawlins,U.S. Senate,,(Dem,Raphael Warnock ,112,4,39,0,69
Dodge,Vilula,U.S. Senate,,(Dem,Raphael Warnock ,7,2,3,0,2
Dodge,Yonker,U.S. Senate,,(Dem,Raphael Warnock ,12,1,10,0,1
