county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Terrell,Dawson ,U.S. Senate,,Rep,Herschel Walker,318,28,127,0,163
Terrell,Sasser,U.S. Senate,,Rep,Herschel Walker,520,7,330,0,183
Terrell,Bronwood,U.S. Senate,,Rep,Herschel Walker,240,10,142,0,88
Terrell,Parrott,U.S. Senate,,Rep,Herschel Walker,168,5,119,1,43
Terrell,Graves,U.S. Senate,,Rep,Herschel Walker,225,16,142,0,67
Terrell,Herod-Dover,U.S. Senate,,Rep,Herschel Walker,100,1,65,0,34
Terrell,Dawson ,U.S. Senate,,(Dem,Raphael Warnock ,1069,122,382,1,564
Terrell,Sasser,U.S. Senate,,(Dem,Raphael Warnock ,235,15,81,0,139
Terrell,Bronwood,U.S. Senate,,(Dem,Raphael Warnock ,210,28,81,0,101
Terrell,Parrott,U.S. Senate,,(Dem,Raphael Warnock ,101,11,59,0,31
Terrell,Graves,U.S. Senate,,(Dem,Raphael Warnock ,94,10,32,0,52
Terrell,Herod-Dover,U.S. Senate,,(Dem,Raphael Warnock ,68,11,33,0,24
