county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Henry,Locust Grove,U.S. Senate,,Rep,Herschel Walker,864,30,429,2,403
Henry,Tussahaw,U.S. Senate,,Rep,Herschel Walker,1322,28,942,3,349
Henry,Sandy Ridge,U.S. Senate,,Rep,Herschel Walker,1595,37,1155,0,403
Henry,Westside,U.S. Senate,,Rep,Herschel Walker,231,13,112,0,106
Henry,Lowes,U.S. Senate,,Rep,Herschel Walker,1074,33,600,1,440
Henry,South Hampton,U.S. Senate,,Rep,Herschel Walker,1001,12,504,0,485
Henry,North Hampton,U.S. Senate,,Rep,Herschel Walker,1017,30,466,1,520
Henry,Mount Carmel,U.S. Senate,,Rep,Herschel Walker,439,11,219,0,209
Henry,Red Oak,U.S. Senate,,Rep,Herschel Walker,304,22,187,0,95
Henry,Wesley Lakes,U.S. Senate,,Rep,Herschel Walker,461,23,202,0,236
Henry,McDonough,U.S. Senate,,Rep,Herschel Walker,324,10,195,0,119
Henry,McMullen,U.S. Senate,,Rep,Herschel Walker,1189,18,845,0,326
Henry,East Lake,U.S. Senate,,Rep,Herschel Walker,1176,27,555,2,592
Henry,Hickory Flat,U.S. Senate,,Rep,Herschel Walker,690,26,273,0,391
Henry,Stockbridge East-West,U.S. Senate,,Rep,Herschel Walker,290,17,132,1,140
Henry,Stagecoach,U.S. Senate,,Rep,Herschel Walker,515,14,270,0,231
Henry,Cotton Indian,U.S. Senate,,Rep,Herschel Walker,734,31,280,0,423
Henry,Pleasant Grove,U.S. Senate,,Rep,Herschel Walker,973,56,380,1,536
Henry,Austin Road,U.S. Senate,,Rep,Herschel Walker,458,22,161,0,275
Henry,Swan Lake,U.S. Senate,,Rep,Herschel Walker,790,23,368,0,399
Henry,Shakerag,U.S. Senate,,Rep,Herschel Walker,197,8,74,0,115
Henry,Ellenwood,U.S. Senate,,Rep,Herschel Walker,306,21,80,0,205
Henry,Unity Grove,U.S. Senate,,Rep,Herschel Walker,1543,26,915,0,602
Henry,Shiloh,U.S. Senate,,Rep,Herschel Walker,362,7,174,0,181
Henry,Pates Creek,U.S. Senate,,Rep,Herschel Walker,832,55,388,0,389
Henry,Oakland,U.S. Senate,,Rep,Herschel Walker,856,23,422,0,411
Henry,Lake Dow,U.S. Senate,,Rep,Herschel Walker,1385,52,853,2,478
Henry,Flippen,U.S. Senate,,Rep,Herschel Walker,442,27,178,0,237
Henry,Stockbridge Central,U.S. Senate,,Rep,Herschel Walker,353,10,177,0,166
Henry,Kelleytown,U.S. Senate,,Rep,Herschel Walker,1080,15,644,0,421
Henry,Lighthouse,U.S. Senate,,Rep,Herschel Walker,566,30,301,0,235
Henry,Dutchtown,U.S. Senate,,Rep,Herschel Walker,538,30,236,0,272
Henry,Mt Bethel,U.S. Senate,,Rep,Herschel Walker,1179,21,976,0,182
Henry,Grove Park,U.S. Senate,,Rep,Herschel Walker,793,11,506,0,276
Henry,Lake Haven,U.S. Senate,,Rep,Herschel Walker,850,36,514,0,300
Henry,McDonough Central,U.S. Senate,,Rep,Herschel Walker,732,55,301,1,375
Henry,Timberridge,U.S. Senate,,Rep,Herschel Walker,637,18,456,0,163
Henry,Locust Grove,U.S. Senate,,(Dem,Raphael Warnock ,2656,86,972,0,1598
Henry,Tussahaw,U.S. Senate,,(Dem,Raphael Warnock ,327,20,142,0,165
Henry,Sandy Ridge,U.S. Senate,,(Dem,Raphael Warnock ,719,42,315,2,360
Henry,Westside,U.S. Senate,,(Dem,Raphael Warnock ,1814,110,764,3,937
Henry,Lowes,U.S. Senate,,(Dem,Raphael Warnock ,3331,114,1312,2,1903
Henry,South Hampton,U.S. Senate,,(Dem,Raphael Warnock ,1507,48,582,1,876
Henry,North Hampton,U.S. Senate,,(Dem,Raphael Warnock ,2066,97,809,0,1160
Henry,Mount Carmel,U.S. Senate,,(Dem,Raphael Warnock ,2628,109,911,2,1606
Henry,Red Oak,U.S. Senate,,(Dem,Raphael Warnock ,2510,79,992,0,1439
Henry,Wesley Lakes,U.S. Senate,,(Dem,Raphael Warnock ,2364,83,889,1,1391
Henry,McDonough,U.S. Senate,,(Dem,Raphael Warnock ,1093,54,408,1,630
Henry,McMullen,U.S. Senate,,(Dem,Raphael Warnock ,702,49,294,0,359
Henry,East Lake,U.S. Senate,,(Dem,Raphael Warnock ,924,41,283,0,600
Henry,Hickory Flat,U.S. Senate,,(Dem,Raphael Warnock ,2013,72,650,1,1290
Henry,Stockbridge East-West,U.S. Senate,,(Dem,Raphael Warnock ,2413,128,872,0,1413
Henry,Stagecoach,U.S. Senate,,(Dem,Raphael Warnock ,1010,39,388,2,581
Henry,Cotton Indian,U.S. Senate,,(Dem,Raphael Warnock ,1483,49,442,1,991
Henry,Pleasant Grove,U.S. Senate,,(Dem,Raphael Warnock ,1371,48,425,0,898
Henry,Austin Road,U.S. Senate,,(Dem,Raphael Warnock ,1393,46,360,1,986
Henry,Swan Lake,U.S. Senate,,(Dem,Raphael Warnock ,916,32,328,1,555
Henry,Shakerag,U.S. Senate,,(Dem,Raphael Warnock ,2087,72,542,2,1471
Henry,Ellenwood,U.S. Senate,,(Dem,Raphael Warnock ,2199,103,468,0,1628
Henry,Unity Grove,U.S. Senate,,(Dem,Raphael Warnock ,905,38,329,0,538
Henry,Shiloh,U.S. Senate,,(Dem,Raphael Warnock ,1221,72,487,1,661
Henry,Pates Creek,U.S. Senate,,(Dem,Raphael Warnock ,1719,83,596,0,1040
Henry,Oakland,U.S. Senate,,(Dem,Raphael Warnock ,1395,87,512,0,796
Henry,Lake Dow,U.S. Senate,,(Dem,Raphael Warnock ,1373,67,538,1,767
Henry,Flippen,U.S. Senate,,(Dem,Raphael Warnock ,1933,97,563,1,1272
Henry,Stockbridge Central,U.S. Senate,,(Dem,Raphael Warnock ,1246,52,538,0,656
Henry,Kelleytown,U.S. Senate,,(Dem,Raphael Warnock ,960,51,390,0,519
Henry,Lighthouse,U.S. Senate,,(Dem,Raphael Warnock ,1363,66,470,0,827
Henry,Dutchtown,U.S. Senate,,(Dem,Raphael Warnock ,758,39,298,1,420
Henry,Mt Bethel,U.S. Senate,,(Dem,Raphael Warnock ,686,43,348,1,294
Henry,Grove Park,U.S. Senate,,(Dem,Raphael Warnock ,964,18,462,1,483
Henry,Lake Haven,U.S. Senate,,(Dem,Raphael Warnock ,1076,59,427,0,590
Henry,McDonough Central,U.S. Senate,,(Dem,Raphael Warnock ,1339,64,429,1,845
Henry,Timberridge,U.S. Senate,,(Dem,Raphael Warnock ,724,36,310,0,378
