county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Seminole,Precinct 1,U.S. Senate,,Rep,Herschel Walker,490,20,318,0,152
Seminole,Precinct 2,U.S. Senate,,Rep,Herschel Walker,353,16,185,0,152
Seminole,Precinct 3,U.S. Senate,,Rep,Herschel Walker,56,0,37,0,19
Seminole,Precinct 4,U.S. Senate,,Rep,Herschel Walker,447,10,316,1,120
Seminole,Precinct 5,U.S. Senate,,Rep,Herschel Walker,609,12,436,0,161
Seminole,Precinct 1,U.S. Senate,,(Dem,Raphael Warnock ,128,4,60,0,64
Seminole,Precinct 2,U.S. Senate,,(Dem,Raphael Warnock ,190,9,81,0,100
Seminole,Precinct 3,U.S. Senate,,(Dem,Raphael Warnock ,311,16,159,0,136
Seminole,Precinct 4,U.S. Senate,,(Dem,Raphael Warnock ,101,5,53,0,43
Seminole,Precinct 5,U.S. Senate,,(Dem,Raphael Warnock ,63,5,29,0,29
