county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Irwin,Irwinville,U.S. Senate,,Rep,Herschel Junior Walker,954,440,29,0,485
Irwin,Ocilla,U.S. Senate,,Rep,Herschel Junior Walker,1279,802,21,1,455
Irwin,Holt,U.S. Senate,,Rep,Herschel Junior Walker,368,175,10,0,183
Irwin,Irwinville,U.S. Senate,,Dem,Raphael Warnock ,80,45,2,0,33
Irwin,Ocilla,U.S. Senate,,Dem,Raphael Warnock ,602,340,50,4,208
Irwin,Holt,U.S. Senate,,Dem,Raphael Warnock ,75,36,7,0,32
Irwin,Irwinville,U.S. Senate,,L,Chase Oliver,19,7,2,0,10
Irwin,Ocilla,U.S. Senate,,L,Chase Oliver,19,6,0,0,13
Irwin,Holt,U.S. Senate,,L,Chase Oliver,8,5,0,0,3
Irwin,Irwinville,Governor,,Rep,Brian Kemp ,987,454,33,0,500
Irwin,Ocilla,Governor,,Rep,Brian Kemp ,1329,823,24,1,481
Irwin,Holt,Governor,,Rep,Brian Kemp ,379,184,10,0,185
Irwin,Irwinville,Governor,,Dem,Stacey Abrams,65,40,1,0,24
Irwin,Ocilla,Governor,,Dem,Stacey Abrams,565,323,47,4,191
Irwin,Holt,Governor,,Dem,Stacey Abrams,72,32,7,0,33
Irwin,Irwinville,Governor,,L,Shane Hazel,9,4,0,0,5
Irwin,Ocilla,Governor,,L,Shane Hazel,9,3,0,0,6
Irwin,Holt,Governor,,L,Shane Hazel,3,1,0,0,2
Irwin,Irwinville,Lieutenant Governor,,Rep,Burt Jones,973,449,33,0,491
Irwin,Ocilla,Lieutenant Governor,,Rep,Burt Jones,1316,817,22,1,476
Irwin,Holt,Lieutenant Governor,,Rep,Burt Jones,375,185,10,0,180
Irwin,Irwinville,Lieutenant Governor,,Dem,Charlie Bailey,68,40,1,0,27
Irwin,Ocilla,Lieutenant Governor,,Dem,Charlie Bailey,545,305,48,4,188
Irwin,Holt,Lieutenant Governor,,Dem,Charlie Bailey,65,24,7,0,34
Irwin,Irwinville,Lieutenant Governor,,L,Ryan Graham,15,4,0,0,11
Irwin,Ocilla,Lieutenant Governor,,L,Ryan Graham,21,11,0,0,10
Irwin,Holt,Lieutenant Governor,,L,Ryan Graham,8,4,0,0,4
Irwin,Irwinville,Secretary of State,,Rep,Brad Raffensperger ,936,430,33,0,473
Irwin,Ocilla,Secretary of State,,Rep,Brad Raffensperger ,1292,808,23,1,460
Irwin,Holt,Secretary of State,,Rep,Brad Raffensperger ,376,185,9,0,182
Irwin,Irwinville,Secretary of State,,Dem,Bee Nguyen,66,39,1,0,26
Irwin,Ocilla,Secretary of State,,Dem,Bee Nguyen,533,294,47,4,188
Irwin,Holt,Secretary of State,,Dem,Bee Nguyen,65,26,7,0,32
Irwin,Irwinville,Secretary of State,,L,Ted Metz,39,17,0,0,22
Irwin,Ocilla,Secretary of State,,L,Ted Metz,47,26,1,0,20
Irwin,Holt,Secretary of State,,L,Ted Metz,7,1,1,0,5
