county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Macon,Ideal,U.S. Senate,,Rep,Herschel Walker,409,7,181,0,221
Macon,Oglethorpe,U.S. Senate,,Rep,Herschel Walker,257,7,79,0,171
Macon,Marshallville,U.S. Senate,,Rep,Herschel Walker,294,5,162,0,127
Macon,Montezuma #4,U.S. Senate,,Rep,Herschel Walker,263,10,80,0,173
Macon,Montezuma #5,U.S. Senate,,Rep,Herschel Walker,138,3,50,0,85
Macon,Ideal,U.S. Senate,,(Dem,Raphael Warnock ,319,22,92,0,205
Macon,Oglethorpe,U.S. Senate,,(Dem,Raphael Warnock ,390,34,87,0,269
Macon,Marshallville,U.S. Senate,,(Dem,Raphael Warnock ,441,35,272,0,134
Macon,Montezuma #4,U.S. Senate,,(Dem,Raphael Warnock ,525,41,159,0,325
Macon,Montezuma #5,U.S. Senate,,(Dem,Raphael Warnock ,510,50,178,0,282
