county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Murray,McDonald,U.S. Senate,,Rep,Herschel Walker,999,11,497,0,491
Murray,Shuck Pen,U.S. Senate,,Rep,Herschel Walker,1161,10,813,0,338
Murray,Southwest,U.S. Senate,,Rep,Herschel Walker,1146,3,788,0,355
Murray,Spring Place,U.S. Senate,,Rep,Herschel Walker,1426,21,839,0,566
Murray,Town,U.S. Senate,,Rep,Herschel Walker,2368,65,1060,0,1243
Murray,Carters-Doolittle,U.S. Senate,,Rep,Herschel Walker,882,13,598,0,271
Murray,North,U.S. Senate,,Rep,Herschel Walker,911,25,649,0,237
Murray,McDonald,U.S. Senate,,(Dem,Raphael Warnock ,139,7,65,0,67
Murray,Shuck Pen,U.S. Senate,,(Dem,Raphael Warnock ,160,8,96,0,56
Murray,Southwest,U.S. Senate,,(Dem,Raphael Warnock ,153,9,83,0,61
Murray,Spring Place,U.S. Senate,,(Dem,Raphael Warnock ,244,14,118,0,112
Murray,Town,U.S. Senate,,(Dem,Raphael Warnock ,430,26,162,0,242
Murray,Carters-Doolittle,U.S. Senate,,(Dem,Raphael Warnock ,98,10,53,0,35
Murray,North,U.S. Senate,,(Dem,Raphael Warnock ,115,9,64,0,42
