county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Berrien,West Berrien,U.S. Senate,,Rep,Herschel Walker,580,174,23,0,383
Berrien,Ray City ,U.S. Senate,,Rep,Herschel Walker,781,373,22,0,386
Berrien,Nashville,U.S. Senate,,Rep,Herschel Walker,2662,1692,100,0,870
Berrien,Enigma,U.S. Senate,,Rep,Herschel Walker,470,98,8,0,364
Berrien,Alapaha ,U.S. Senate,,Rep,Herschel Walker,509,161,13,1,334
Berrien,West Berrien,U.S. Senate,,Dem,Raphael Warnock ,56,24,8,0,24
Berrien,Ray City ,U.S. Senate,,Dem,Raphael Warnock ,147,56,10,0,81
Berrien,Nashville,U.S. Senate,,Dem,Raphael Warnock ,474,275,60,1,138
Berrien,Enigma,U.S. Senate,,Dem,Raphael Warnock ,62,21,9,0,32
Berrien,Alapaha ,U.S. Senate,,Dem,Raphael Warnock ,170,65,19,0,86
Berrien,West Berrien,U.S. Senate,,L,Chase Oliver,2,0,0,0,2
Berrien,Ray City ,U.S. Senate,,L,Chase Oliver,17,9,0,0,8
Berrien,Nashville,U.S. Senate,,L,Chase Oliver,43,16,10,0,17
Berrien,Enigma,U.S. Senate,,L,Chase Oliver,9,2,0,0,7
Berrien,Alapaha ,U.S. Senate,,L,Chase Oliver,8,1,0,0,7
Berrien,West Berrien,Governor,,Rep,Brian Kemp ,591,177,23,0,391
Berrien,Ray City ,Governor,,Rep,Brian Kemp ,816,387,22,0,407
Berrien,Nashville,Governor,,Rep,Brian Kemp ,2786,1757,129,1,899
Berrien,Enigma,Governor,,Rep,Brian Kemp ,485,98,8,0,379
Berrien,Alapaha ,Governor,,Rep,Brian Kemp ,531,165,13,1,352
Berrien,West Berrien,Governor,,Dem,Stacey Abrams,48,19,8,0,21
Berrien,Ray City ,Governor,,Dem,Stacey Abrams,125,48,10,0,67
Berrien,Nashville,Governor,,Dem,Stacey Abrams,392,226,43,0,123
Berrien,Enigma,Governor,,Dem,Stacey Abrams,55,21,9,0,25
Berrien,Alapaha ,Governor,,Dem,Stacey Abrams,152,61,19,0,72
Berrien,West Berrien,Governor,,L,Shane Hazel,1,0,0,0,1
Berrien,Ray City ,Governor,,L,Shane Hazel,8,4,0,0,4
Berrien,Nashville,Governor,,L,Shane Hazel,24,13,4,0,7
Berrien,Enigma,Governor,,L,Shane Hazel,3,2,0,0,1
Berrien,Alapaha ,Governor,,L,Shane Hazel,2,0,0,0,2
Berrien,West Berrien,Lieutenant Governor,,Rep,Burt Jones,583,175,23,0,385
Berrien,Ray City ,Lieutenant Governor,,Rep,Burt Jones,789,374,23,0,392
Berrien,Nashville,Lieutenant Governor,,Rep,Burt Jones,2705,1709,112,1,883
Berrien,Enigma,Lieutenant Governor,,Rep,Burt Jones,477,98,8,0,371
Berrien,Alapaha ,Lieutenant Governor,,Rep,Burt Jones,518,163,13,1,341
Berrien,West Berrien,Lieutenant Governor,,Dem,Charlie Bailey,47,21,8,0,18
Berrien,Ray City ,Lieutenant Governor,,Dem,Charlie Bailey,131,52,8,0,71
Berrien,Nashville,Lieutenant Governor,,Dem,Charlie Bailey,413,236,58,0,119
Berrien,Enigma,Lieutenant Governor,,Dem,Charlie Bailey,51,19,9,0,23
Berrien,Alapaha ,Lieutenant Governor,,Dem,Charlie Bailey,155,56,19,0,80
Berrien,West Berrien,Lieutenant Governor,,L,Ryan Graham,5,1,0,0,4
Berrien,Ray City ,Lieutenant Governor,,L,Ryan Graham,18,6,1,0,11
Berrien,Nashville,Lieutenant Governor,,L,Ryan Graham,38,22,4,0,12
Berrien,Enigma,Lieutenant Governor,,L,Ryan Graham,10,4,0,0,6
Berrien,Alapaha ,Lieutenant Governor,,L,Ryan Graham,7,2,0,0,5
Berrien,West Berrien,Secretary of State,,Rep,Brad Raffensperger ,557,173,21,0,363
Berrien,Ray City ,Secretary of State,,Rep,Brad Raffensperger ,794,369,27,0,398
Berrien,Nashville,Secretary of State,,Rep,Brad Raffensperger ,2688,1691,124,1,872
Berrien,Enigma,Secretary of State,,Rep,Brad Raffensperger ,458,92,8,0,358
Berrien,Alapaha ,Secretary of State,,Rep,Brad Raffensperger ,510,161,15,1,333
Berrien,West Berrien,Secretary of State,,Dem,Bee Nguyen,45,18,8,0,19
Berrien,Ray City ,Secretary of State,,Dem,Bee Nguyen,118,47,5,0,66
Berrien,Nashville,Secretary of State,,Dem,Bee Nguyen,356,197,43,0,116
Berrien,Enigma,Secretary of State,,Dem,Bee Nguyen,52,19,9,0,24
Berrien,Alapaha ,Secretary of State,,Dem,Bee Nguyen,144,51,17,0,76
Berrien,West Berrien,Secretary of State,,L,Ted Metz,23,3,2,0,18
Berrien,Ray City ,Secretary of State,,L,Ted Metz,29,15,0,0,14
Berrien,Nashville,Secretary of State,,L,Ted Metz,101,65,7,0,29
Berrien,Enigma,Secretary of State,,L,Ted Metz,20,7,0,0,13
Berrien,Alapaha ,Secretary of State,,L,Ted Metz,18,6,0,0,12
Berrien,West Berrien,Attorney General,,Rep,Chris Carr ,582,177,22,0,383
Berrien,Ray City ,Attorney General,,Rep,Chris Carr ,802,377,22,0,403
Berrien,Nashville,Attorney General,,Rep,Chris Carr ,2714,1713,116,1,884
Berrien,Enigma,Attorney General,,Rep,Chris Carr ,474,97,8,0,369
Berrien,Alapaha ,Attorney General,,Rep,Chris Carr ,524,163,14,1,346
Berrien,West Berrien,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",49,20,8,0,21
Berrien,Ray City ,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",132,50,10,0,72
Berrien,Nashville,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",425,246,57,0,122
Berrien,Enigma,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",56,19,9,0,28
Berrien,Alapaha ,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",154,62,18,0,74
Berrien,West Berrien,Attorney General,,L,Martin Cowen,6,0,1,0,5
Berrien,Ray City ,Attorney General,,L,Martin Cowen,9,6,0,0,3
Berrien,Nashville,Attorney General,,L,Martin Cowen,32,21,2,0,9
Berrien,Enigma,Attorney General,,L,Martin Cowen,7,3,0,0,4
Berrien,Alapaha ,Attorney General,,L,Martin Cowen,6,1,0,0,5
