county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Banks,Anderson,U.S. Senate,,Rep,Herschel Walker,692,23,308,0,361
Banks,Baldwin,U.S. Senate,,Rep,Herschel Walker,383,35,125,0,223
Banks,Berlin,U.S. Senate,,Rep,Herschel Walker,268,7,109,0,152
Banks,Bushville,U.S. Senate,,Rep,Herschel Walker,388,12,185,0,191
Banks,Columbia,U.S. Senate,,Rep,Herschel Walker,194,6,85,0,103
Banks,Davids,U.S. Senate,,Rep,Herschel Walker,795,15,347,0,433
Banks,Golden Hill,U.S. Senate,,Rep,Herschel Walker,356,10,149,0,197
Banks,Grove River,U.S. Senate,,Rep,Herschel Walker,303,14,136,0,153
Banks,Hollingsworth,U.S. Senate,,Rep,Herschel Walker,319,16,132,0,171
Banks,Homer,U.S. Senate,,Rep,Herschel Walker,664,15,297,0,352
Banks,Poplar Springs,U.S. Senate,,Rep,Herschel Walker,832,37,337,0,458
Banks,Washington,U.S. Senate,,Rep,Herschel Walker,333,9,128,0,196
Banks,Wilmonts,U.S. Senate,,Rep,Herschel Walker,301,9,132,0,160
Banks,Anderson,U.S. Senate,,(Dem,Raphael Warnock ,88,10,25,0,53
Banks,Baldwin,U.S. Senate,,(Dem,Raphael Warnock ,70,9,18,0,43
Banks,Berlin,U.S. Senate,,(Dem,Raphael Warnock ,32,0,13,0,19
Banks,Bushville,U.S. Senate,,(Dem,Raphael Warnock ,42,1,13,0,28
Banks,Columbia,U.S. Senate,,(Dem,Raphael Warnock ,13,2,5,0,6
Banks,Davids,U.S. Senate,,(Dem,Raphael Warnock ,106,9,39,0,58
Banks,Golden Hill,U.S. Senate,,(Dem,Raphael Warnock ,49,9,19,0,21
Banks,Grove River,U.S. Senate,,(Dem,Raphael Warnock ,15,3,1,0,11
Banks,Hollingsworth,U.S. Senate,,(Dem,Raphael Warnock ,41,6,11,0,24
Banks,Homer,U.S. Senate,,(Dem,Raphael Warnock ,69,9,28,0,32
Banks,Poplar Springs,U.S. Senate,,(Dem,Raphael Warnock ,87,9,28,0,50
Banks,Washington,U.S. Senate,,(Dem,Raphael Warnock ,53,12,16,0,25
Banks,Wilmonts,U.S. Senate,,(Dem,Raphael Warnock ,33,3,12,0,18
