county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Bibb,East Macon 1,U.S. Senate,,Rep,Herschel Walker,16,3,11,0,2
Bibb,East Macon 2,U.S. Senate,,Rep,Herschel Walker,73,10,34,0,29
Bibb,East Macon 3,U.S. Senate,,Rep,Herschel Walker,370,23,237,0,110
Bibb,East Macon 4,U.S. Senate,,Rep,Herschel Walker,38,3,32,0,3
Bibb,East Macon 5,U.S. Senate,,Rep,Herschel Walker,247,14,173,1,59
Bibb,Godfrey 1,U.S. Senate,,Rep,Herschel Walker,146,11,100,1,34
Bibb,Godfrey 2,U.S. Senate,,Rep,Herschel Walker,48,3,29,0,16
Bibb,Godfrey 3,U.S. Senate,,Rep,Herschel Walker,72,3,42,0,27
Bibb,Godfrey 4,U.S. Senate,,Rep,Herschel Walker,56,5,32,0,19
Bibb,Godfrey 5,U.S. Senate,,Rep,Herschel Walker,168,15,101,0,52
Bibb,Hazzard 1,U.S. Senate,,Rep,Herschel Walker,102,13,55,0,34
Bibb,Hazzard 2,U.S. Senate,,Rep,Herschel Walker,805,39,637,1,128
Bibb,Hazzard 3,U.S. Senate,,Rep,Herschel Walker,734,45,482,0,207
Bibb,Hazzard 4,U.S. Senate,,Rep,Herschel Walker,1614,64,1148,0,402
Bibb,Howard 1,U.S. Senate,,Rep,Herschel Walker,1314,72,850,1,391
Bibb,Howard 2,U.S. Senate,,Rep,Herschel Walker,1334,85,877,0,372
Bibb,Howard 3,U.S. Senate,,Rep,Herschel Walker,1627,69,1094,0,464
Bibb,Howard 4,U.S. Senate,,Rep,Herschel Walker,366,21,218,0,127
Bibb,Howard 5,U.S. Senate,,Rep,Herschel Walker,349,21,256,1,71
Bibb,Howard 6,U.S. Senate,,Rep,Herschel Walker,607,35,377,0,195
Bibb,Howard 7,U.S. Senate,,Rep,Herschel Walker,1026,43,709,0,274
Bibb,Rutland 1,U.S. Senate,,Rep,Herschel Walker,1836,82,1428,1,325
Bibb,Rutland 2,U.S. Senate,,Rep,Herschel Walker,1114,43,936,0,135
Bibb,Vineville 1,U.S. Senate,,Rep,Herschel Walker,421,14,316,0,91
Bibb,Vineville 2,U.S. Senate,,Rep,Herschel Walker,176,9,123,1,43
Bibb,Vineville 3,U.S. Senate,,Rep,Herschel Walker,85,11,47,0,27
Bibb,Vineville 4,U.S. Senate,,Rep,Herschel Walker,155,9,103,0,43
Bibb,Vineville 5,U.S. Senate,,Rep,Herschel Walker,630,51,405,1,173
Bibb,Vineville 6,U.S. Senate,,Rep,Herschel Walker,652,25,476,0,151
Bibb,Warrior 1,U.S. Senate,,Rep,Herschel Walker,999,32,846,2,119
Bibb,Warrior 2,U.S. Senate,,Rep,Herschel Walker,1162,39,904,0,219
Bibb,East Macon 1,U.S. Senate,,(Dem,Raphael Warnock ,549,56,319,0,174
Bibb,East Macon 2,U.S. Senate,,(Dem,Raphael Warnock ,1429,169,712,2,546
Bibb,East Macon 3,U.S. Senate,,(Dem,Raphael Warnock ,1095,109,579,3,404
Bibb,East Macon 4,U.S. Senate,,(Dem,Raphael Warnock ,933,100,567,1,265
Bibb,East Macon 5,U.S. Senate,,(Dem,Raphael Warnock ,966,101,545,1,319
Bibb,Godfrey 1,U.S. Senate,,(Dem,Raphael Warnock ,1920,217,911,5,787
Bibb,Godfrey 2,U.S. Senate,,(Dem,Raphael Warnock ,515,48,324,4,139
Bibb,Godfrey 3,U.S. Senate,,(Dem,Raphael Warnock ,1007,87,548,5,367
Bibb,Godfrey 4,U.S. Senate,,(Dem,Raphael Warnock ,530,63,298,3,166
Bibb,Godfrey 5,U.S. Senate,,(Dem,Raphael Warnock ,1570,144,933,2,491
Bibb,Hazzard 1,U.S. Senate,,(Dem,Raphael Warnock ,1155,94,644,1,416
Bibb,Hazzard 2,U.S. Senate,,(Dem,Raphael Warnock ,1126,54,737,5,330
Bibb,Hazzard 3,U.S. Senate,,(Dem,Raphael Warnock ,2362,238,1135,5,984
Bibb,Hazzard 4,U.S. Senate,,(Dem,Raphael Warnock ,1289,91,674,1,523
Bibb,Howard 1,U.S. Senate,,(Dem,Raphael Warnock ,728,75,347,1,305
Bibb,Howard 2,U.S. Senate,,(Dem,Raphael Warnock ,730,60,376,0,294
Bibb,Howard 3,U.S. Senate,,(Dem,Raphael Warnock ,1539,134,800,4,601
Bibb,Howard 4,U.S. Senate,,(Dem,Raphael Warnock ,443,45,206,1,191
Bibb,Howard 5,U.S. Senate,,(Dem,Raphael Warnock ,618,47,359,0,212
Bibb,Howard 6,U.S. Senate,,(Dem,Raphael Warnock ,536,55,258,1,222
Bibb,Howard 7,U.S. Senate,,(Dem,Raphael Warnock ,740,63,384,0,293
Bibb,Rutland 1,U.S. Senate,,(Dem,Raphael Warnock ,1529,103,818,2,606
Bibb,Rutland 2,U.S. Senate,,(Dem,Raphael Warnock ,698,50,401,1,246
Bibb,Vineville 1,U.S. Senate,,(Dem,Raphael Warnock ,1052,119,560,2,371
Bibb,Vineville 2,U.S. Senate,,(Dem,Raphael Warnock ,632,75,365,1,191
Bibb,Vineville 3,U.S. Senate,,(Dem,Raphael Warnock ,1069,109,532,3,425
Bibb,Vineville 4,U.S. Senate,,(Dem,Raphael Warnock ,1441,159,803,4,475
Bibb,Vineville 5,U.S. Senate,,(Dem,Raphael Warnock ,664,33,348,1,282
Bibb,Vineville 6,U.S. Senate,,(Dem,Raphael Warnock ,851,75,432,4,340
Bibb,Warrior 1,U.S. Senate,,(Dem,Raphael Warnock ,571,49,290,0,232
Bibb,Warrior 2,U.S. Senate,,(Dem,Raphael Warnock ,730,62,336,1,331
Bibb,East Macon 3,Special Macon Water Authority,,,Desmond D. Brown,689,57,385,1,246
Bibb,Godfrey 1,Special Macon Water Authority,,,Desmond D. Brown,582,86,298,0,198
Bibb,Godfrey 3,Special Macon Water Authority,,,Desmond D. Brown,548,46,281,0,221
Bibb,Godfrey 5,Special Macon Water Authority,,,Desmond D. Brown,650,45,386,0,219
Bibb,Hazzard 1,Special Macon Water Authority,,,Desmond D. Brown,405,28,255,0,122
Bibb,Vineville 1,Special Macon Water Authority,,,Desmond D. Brown,389,27,237,0,125
Bibb,Vineville 2,Special Macon Water Authority,,,Desmond D. Brown,399,45,230,1,123
Bibb,Vineville 3,Special Macon Water Authority,,,Desmond D. Brown,779,77,403,0,299
Bibb,Vineville 4,Special Macon Water Authority,,,Desmond D. Brown,1078,104,617,1,356
Bibb,Vineville 5,Special Macon Water Authority,,,Desmond D. Brown,261,6,164,0,91
Bibb,Vineville 6,Special Macon Water Authority,,,Desmond D. Brown,441,30,233,2,176
Bibb,East Macon 3,Special Macon Water Authority,,,Lindsay D. Holliday,698,71,391,0,236
Bibb,Godfrey 1,Special Macon Water Authority,,,Lindsay D. Holliday,168,21,67,0,80
Bibb,Godfrey 3,Special Macon Water Authority,,,Lindsay D. Holliday,200,17,106,0,77
Bibb,Godfrey 5,Special Macon Water Authority,,,Lindsay D. Holliday,283,24,166,0,93
Bibb,Hazzard 1,Special Macon Water Authority,,,Lindsay D. Holliday,173,34,73,0,66
Bibb,Vineville 1,Special Macon Water Authority,,,Lindsay D. Holliday,583,44,371,0,168
Bibb,Vineville 2,Special Macon Water Authority,,,Lindsay D. Holliday,355,35,226,0,94
Bibb,Vineville 3,Special Macon Water Authority,,,Lindsay D. Holliday,337,36,160,0,141
Bibb,Vineville 4,Special Macon Water Authority,,,Lindsay D. Holliday,461,54,265,1,141
Bibb,Vineville 5,Special Macon Water Authority,,,Lindsay D. Holliday,470,22,279,0,169
Bibb,Vineville 6,Special Macon Water Authority,,,Lindsay D. Holliday,959,60,608,1,290
