county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Echols,Statenville,U.S. Senate,,Rep,Herschel Junior Walker,937,571,31,1,334
Echols,Statenville,U.S. Senate,,Dem,Raphael Warnock ,100,74,2,0,24
Echols,Statenville,U.S. Senate,,L,Chase Oliver,23,13,1,0,9
Echols,Statenville,Governor,,Rep,Brian Kemp ,956,583,31,1,341
Echols,Statenville,Governor,,Dem,Stacey Abrams,94,70,2,0,22
Echols,Statenville,Governor,,L,Shane Hazel,15,8,1,0,6
Echols,Statenville,Lieutenant Governor,,Rep,Burt Jones,934,572,29,1,332
Echols,Statenville,Lieutenant Governor,,Dem,Charlie Bailey,97,72,2,0,23
Echols,Statenville,Lieutenant Governor,,L,Ryan Graham,20,11,1,0,8
Echols,Statenville,Secretary of State,,Rep,Brad Raffensperger ,923,567,31,1,324
Echols,Statenville,Secretary of State,,Dem,Bee Nguyen,85,65,2,0,18
Echols,Statenville,Secretary of State,,L,Ted Metz,36,17,1,0,18
Echols,Statenville,Attorney General,,Rep,Chris Carr ,938,573,30,1,334
Echols,Statenville,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",103,76,2,0,25
Echols,Statenville,Attorney General,,L,Martin Cowen,12,7,1,0,4
Echols,Statenville,Commissioner of Agriculture,,Rep,Tyler Harper,952,582,30,1,339
Echols,Statenville,Commissioner of Agriculture,,Dem,Nakita Hemingway,90,68,2,0,20
Echols,Statenville,Commissioner of Agriculture,,L,David Raudabaugh,15,9,1,0,5
Echols,Statenville,Commissioner of Insurance,,Rep,John King ,944,578,30,1,335
Echols,Statenville,Commissioner of Insurance,,Dem,Janice Laws Robinson,103,73,3,0,27
Echols,Statenville,State School Superintendent,,Rep,Richard Woods ,952,583,30,1,338
Echols,Statenville,State School Superintendent,,Dem,Alisha Thomas Searcy,97,70,3,0,24
Echols,Statenville,Commissioner of Labor,,Rep,Bruce Thompson,938,572,30,1,335
Echols,Statenville,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",91,69,2,0,20
Echols,Statenville,Commissioner of Labor,,L,Emily Anderson,23,13,1,0,9
Echols,Statenville,U.S. House,,Rep,Austin Scott ,950,580,29,1,340
Echols,Statenville,U.S. House,,Dem,Darrius Butler,98,72,3,0,23
Echols,Statenville,State Senate,,Rep,Russ Goodman ,993,615,31,1,346
Echols,Statenville,State House,,Rep,John L. Corbett ,986,607,31,1,347
Echols,Statenville,Board of Commission,,Rep,Kenneth Petty ,981,600,31,1,349
Echols,Statenville,Soil and Water District Supervisor,,,Owen C. Prince ,924,560,31,0,333
Echols,Statenville,Constitutional Amendment #1,,,Yes,878,540,29,1,308
Echols,Statenville,Constitutional Amendment #1,,,No,133,86,1,0,46
Echols,Statenville,Constitutional Amendment #2,,,Yes,914,566,30,1,317
Echols,Statenville,Constitutional Amendment #2,,,No,113,69,1,0,43
Echols,Statenville,Statewide Referendum A,,,Yes,610,360,16,0,234
Echols,Statenville,Statewide Referendum A,,,No,405,267,15,1,122
Echols,Statenville,Statewide Referendum B,,,Yes,732,442,19,0,271
Echols,Statenville,Statewide Referendum B,,,No,289,188,12,1,88
