county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Jasper,Wyatt,U.S. Senate,,Rep,Herschel Walker,916,313,23,1,579
Jasper,Monticello,U.S. Senate,,Rep,Herschel Walker,1852,1201,105,5,541
Jasper,Martin & Burney,U.S. Senate,,Rep,Herschel Walker,2183,950,36,0,1197
Jasper,Wyatt,U.S. Senate,,Dem,Raphael Warnock ,227,88,24,0,115
Jasper,Monticello,U.S. Senate,,Dem,Raphael Warnock ,956,569,149,0,238
Jasper,Martin & Burney,U.S. Senate,,Dem,Raphael Warnock ,281,128,26,0,127
Jasper,Wyatt,U.S. Senate,,Lib,Chase Oliver,17,12,0,0,5
Jasper,Monticello,U.S. Senate,,Lib,Chase Oliver,48,26,7,0,15
Jasper,Martin & Burney,U.S. Senate,,Lib,Chase Oliver,55,18,3,0,34
Jasper,Wyatt,Governor,,Rep,Brian Kemp ,961,332,23,1,605
Jasper,Monticello,Governor,,Rep,Brian Kemp ,1972,1273,124,5,570
Jasper,Martin & Burney,Governor,,Rep,Brian Kemp ,2304,999,43,0,1262
Jasper,Wyatt,Governor,,Dem,Stacey Abrams,192,79,24,0,89
Jasper,Monticello,Governor,,Dem,Stacey Abrams,888,530,141,0,217
Jasper,Martin & Burney,Governor,,Dem,Stacey Abrams,206,98,21,0,87
Jasper,Wyatt,Governor,,Lib,Shane Hazel,12,5,0,0,7
Jasper,Monticello,Governor,,Lib,Shane Hazel,18,6,2,0,10
Jasper,Martin & Burney,Governor,,Lib,Shane Hazel,21,6,1,0,14
Jasper,Wyatt,Lieutenant Governor,,Rep,Burt Jones,944,329,22,1,592
Jasper,Monticello,Lieutenant Governor,,Rep,Burt Jones,1927,1240,119,5,563
Jasper,Martin & Burney,Lieutenant Governor,,Rep,Burt Jones,2261,975,42,0,1244
Jasper,Wyatt,Lieutenant Governor,,Dem,Charlie Bailey,199,79,24,0,96
Jasper,Monticello,Lieutenant Governor,,Dem,Charlie Bailey,880,530,143,0,207
Jasper,Martin & Burney,Lieutenant Governor,,Dem,Charlie Bailey,230,108,22,0,100
Jasper,Wyatt,Lieutenant Governor,,Lib,Ryan Graham,16,6,1,0,9
Jasper,Monticello,Lieutenant Governor,,Lib,Ryan Graham,42,16,3,0,23
Jasper,Martin & Burney,Lieutenant Governor,,Lib,Ryan Graham,29,13,1,0,15
Jasper,Wyatt,Secretary of State,,Rep,Brad Raffensperger ,903,313,17,1,572
Jasper,Monticello,Secretary of State,,Rep,Brad Raffensperger ,1902,1234,121,5,542
Jasper,Martin & Burney,Secretary of State,,Rep,Brad Raffensperger ,2205,954,45,0,1206
Jasper,Wyatt,Secretary of State,,Dem,Bee Nguyen,197,77,24,0,96
Jasper,Monticello,Secretary of State,,Dem,Bee Nguyen,846,493,142,0,211
Jasper,Martin & Burney,Secretary of State,,Dem,Bee Nguyen,210,96,20,0,94
Jasper,Wyatt,Secretary of State,,Lib,Ted Metz,47,18,4,0,25
Jasper,Monticello,Secretary of State,,Lib,Ted Metz,89,50,3,0,36
Jasper,Martin & Burney,Secretary of State,,Lib,Ted Metz,102,46,1,0,55
Jasper,Wyatt,Attorney General,,Rep,Chris Carr ,939,324,22,1,592
Jasper,Monticello,Attorney General,,Rep,Chris Carr ,1909,1226,119,5,559
Jasper,Martin & Burney,Attorney General,,Rep,Chris Carr ,2242,967,42,0,1233
Jasper,Wyatt,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",203,83,23,0,97
Jasper,Monticello,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",914,549,144,0,221
Jasper,Martin & Burney,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",247,118,22,0,107
Jasper,Wyatt,Attorney General,,Lib,Martin Cowen,14,6,1,0,7
Jasper,Monticello,Attorney General,,Lib,Martin Cowen,35,18,3,0,14
Jasper,Martin & Burney,Attorney General,,Lib,Martin Cowen,30,14,1,0,15
Jasper,Wyatt,Commissioner of Agriculture,,Rep,Tyler Harper,957,329,23,1,604
Jasper,Monticello,Commissioner of Agriculture,,Rep,Tyler Harper,1964,1267,123,5,569
Jasper,Martin & Burney,Commissioner of Agriculture,,Rep,Tyler Harper,2270,980,41,0,1249
Jasper,Wyatt,Commissioner of Agriculture,,Dem,Nakita Hemingway,184,75,23,0,86
Jasper,Monticello,Commissioner of Agriculture,,Dem,Nakita Hemingway,847,505,140,0,202
Jasper,Martin & Burney,Commissioner of Agriculture,,Dem,Nakita Hemingway,192,90,21,0,81
Jasper,Wyatt,Commissioner of Agriculture,,Lib,David Raudabaugh,17,9,0,0,8
Jasper,Monticello,Commissioner of Agriculture,,Lib,David Raudabaugh,47,22,3,0,22
Jasper,Martin & Burney,Commissioner of Agriculture,,Lib,David Raudabaugh,56,28,2,0,26
Jasper,Wyatt,Commissioner of Insurance,,Rep,John King ,950,328,22,1,599
Jasper,Monticello,Commissioner of Insurance,,Rep,John King ,1957,1255,121,5,576
Jasper,Martin & Burney,Commissioner of Insurance,,Rep,John King ,2285,983,45,0,1257
Jasper,Wyatt,Commissioner of Insurance,,Dem,Janice Laws Robinson,202,82,25,0,95
Jasper,Monticello,Commissioner of Insurance,,Dem,Janice Laws Robinson,883,526,142,0,215
Jasper,Martin & Burney,Commissioner of Insurance,,Dem,Janice Laws Robinson,225,110,20,0,95
Jasper,Wyatt,State School Superintendent,,Rep,Richard Woods ,959,329,23,1,606
Jasper,Monticello,State School Superintendent,,Rep,Richard Woods ,1965,1261,123,5,576
Jasper,Martin & Burney,State School Superintendent,,Rep,Richard Woods ,2292,994,40,0,1258
Jasper,Wyatt,State School Superintendent,,Dem,Alisha Thomas Searcy,196,83,23,0,90
Jasper,Monticello,State School Superintendent,,Dem,Alisha Thomas Searcy,880,523,141,0,216
Jasper,Martin & Burney,State School Superintendent,,Dem,Alisha Thomas Searcy,220,102,24,0,94
Jasper,Wyatt,Commissioner of Labor,,Rep,Bruce Thompson,947,329,22,1,595
Jasper,Monticello,Commissioner of Labor,,Rep,Bruce Thompson,1925,1239,117,5,564
Jasper,Martin & Burney,Commissioner of Labor,,Rep,Bruce Thompson,2265,979,41,0,1245
Jasper,Wyatt,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",192,80,23,0,89
Jasper,Monticello,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",882,527,144,0,211
Jasper,Martin & Burney,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",206,101,22,0,83
Jasper,Wyatt,Commissioner of Labor,,Lib,Emily Anderson,16,4,1,0,11
Jasper,Monticello,Commissioner of Labor,,Lib,Emily Anderson,43,24,4,0,15
Jasper,Martin & Burney,Commissioner of Labor,,Lib,Emily Anderson,50,20,2,0,28
Jasper,Wyatt,U.S. House,,Rep,Mike Collins,956,333,22,1,600
Jasper,Monticello,U.S. House,,Rep,Mike Collins,1964,1263,123,5,573
Jasper,Martin & Burney,U.S. House,,Rep,Mike Collins,2289,987,43,0,1259
Jasper,Wyatt,U.S. House,,Dem,Tabitha Johnson-Green,204,82,24,0,98
Jasper,Monticello,U.S. House,,Dem,Tabitha Johnson-Green,883,528,140,0,215
Jasper,Martin & Burney,U.S. House,,Dem,Tabitha Johnson-Green,227,110,21,0,96
Jasper,Wyatt,State Senate,,Rep,"Ricky """"Rick"""" Williams",952,329,23,1,599
Jasper,Monticello,State Senate,,Rep,"Ricky """"Rick"""" Williams",1954,1260,122,5,567
Jasper,Martin & Burney,State Senate,,Rep,"Ricky """"Rick"""" Williams",2278,985,41,0,1252
Jasper,Wyatt,State Senate,,Dem,Valerie Rodgers,205,85,24,0,96
Jasper,Monticello,State Senate,,Dem,Valerie Rodgers,892,530,140,0,222
Jasper,Martin & Burney,State Senate,,Dem,Valerie Rodgers,240,112,24,0,104
Jasper,Wyatt,State House,,Rep,Tim Fleming,951,328,23,1,599
Jasper,Wyatt,State House,,Dem,Malcolm Adams,208,85,24,0,99
Jasper,Monticello,State House,,Rep,Clint Crowe ,1955,1254,124,5,572
Jasper,Martin & Burney,State House,,Rep,Clint Crowe ,2289,988,41,0,1260
Jasper,Monticello,State House,,Dem,Sharonda Bell,894,537,139,0,218
Jasper,Martin & Burney,State House,,Dem,Sharonda Bell,227,108,24,0,95
Jasper,Wyatt,County Commission,,Rep,Bruce Henry ,693,251,23,0,419
Jasper,Monticello,County Commission,,Rep,Bruce Henry ,480,298,24,0,158
Jasper,Monticello,County Commission,,Rep,"Gerald Stunkel, Jr. ",348,247,19,1,81
Jasper,Martin & Burney,County Commission,,Rep,"Gerald Stunkel, Jr. ",788,312,18,0,458
Jasper,Wyatt,Soil and Water Conservation District Supervisor,,,Melvin Preston Wynens ,998,355,35,1,607
Jasper,Monticello,Soil and Water Conservation District Supervisor,,,Melvin Preston Wynens ,2370,1494,192,4,680
Jasper,Martin & Burney,Soil and Water Conservation District Supervisor,,,Melvin Preston Wynens ,2236,973,51,0,1212
Jasper,Wyatt,Proposed Constitutional Amendment 1,,,Yes,988,354,39,1,594
Jasper,Monticello,Proposed Constitutional Amendment 1,,,Yes,2405,1531,218,4,652
Jasper,Martin & Burney,Proposed Constitutional Amendment 1,,,Yes,2217,993,61,0,1163
Jasper,Wyatt,Proposed Constitutional Amendment 1,,,No,138,44,6,0,88
Jasper,Monticello,Proposed Constitutional Amendment 1,,,No,354,201,40,0,113
Jasper,Martin & Burney,Proposed Constitutional Amendment 1,,,No,247,88,4,0,155
Jasper,Wyatt,Proposed Constitutional Amendment 2,,,Yes,1034,364,42,1,627
Jasper,Monticello,Proposed Constitutional Amendment 2,,,Yes,2462,1554,233,4,671
Jasper,Martin & Burney,Proposed Constitutional Amendment 2,,,Yes,2266,984,64,0,1218
Jasper,Wyatt,Proposed Constitutional Amendment 2,,,No,103,37,4,0,62
Jasper,Monticello,Proposed Constitutional Amendment 2,,,No,319,190,25,1,103
Jasper,Martin & Burney,Proposed Constitutional Amendment 2,,,No,210,99,2,0,109
Jasper,Wyatt,Statewide Referendum Question 1,,,Yes,750,251,16,1,482
Jasper,Monticello,Statewide Referendum Question 1,,,Yes,1673,1058,116,2,497
Jasper,Martin & Burney,Statewide Referendum Question 1,,,Yes,1566,660,26,0,880
Jasper,Wyatt,Statewide Referendum Question 1,,,No,376,145,28,0,203
Jasper,Monticello,Statewide Referendum Question 1,,,No,1067,666,131,2,268
Jasper,Martin & Burney,Statewide Referendum Question 1,,,No,872,413,37,0,422
Jasper,Wyatt,Statewide Referendum Question 2,,,Yes,952,330,23,1,598
Jasper,Monticello,Statewide Referendum Question 2,,,Yes,2050,1312,136,3,599
Jasper,Martin & Burney,Statewide Referendum Question 2,,,Yes,2046,869,41,0,1136
Jasper,Wyatt,Statewide Referendum Question 2,,,No,179,68,23,0,88
Jasper,Monticello,Statewide Referendum Question 2,,,No,699,418,113,1,167
Jasper,Martin & Burney,Statewide Referendum Question 2,,,No,400,201,21,0,178
