county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Chattooga,Haywood,U.S. Senate,,Rep,Herschel Walker,71,7,0,0,64
Chattooga,Lyerly,U.S. Senate,,Rep,Herschel Walker,693,295,16,0,382
Chattooga,Trion,U.S. Senate,,Rep,Herschel Walker,1945,1048,43,0,854
Chattooga,Summerville,U.S. Senate,,Rep,Herschel Walker,1907,1135,74,0,698
Chattooga,Dirttown,U.S. Senate,,Rep,Herschel Walker,455,164,8,0,283
Chattooga,Subligna,U.S. Senate,,Rep,Herschel Walker,281,85,8,0,188
Chattooga,Menlo,U.S. Senate,,Rep,Herschel Walker,625,235,11,0,379
Chattooga,Haywood,U.S. Senate,,Dem,Raphael Warnock ,13,3,0,0,10
Chattooga,Lyerly,U.S. Senate,,Dem,Raphael Warnock ,176,83,15,0,78
Chattooga,Trion,U.S. Senate,,Dem,Raphael Warnock ,361,203,30,0,128
Chattooga,Summerville,U.S. Senate,,Dem,Raphael Warnock ,655,374,56,0,225
Chattooga,Dirttown,U.S. Senate,,Dem,Raphael Warnock ,103,46,8,0,49
Chattooga,Subligna,U.S. Senate,,Dem,Raphael Warnock ,28,11,2,0,15
Chattooga,Menlo,U.S. Senate,,Dem,Raphael Warnock ,178,91,9,0,78
Chattooga,Haywood,U.S. Senate,,Lib,Chase Oliver,5,0,0,0,5
Chattooga,Lyerly,U.S. Senate,,Lib,Chase Oliver,22,11,0,0,11
Chattooga,Trion,U.S. Senate,,Lib,Chase Oliver,63,27,2,0,34
Chattooga,Summerville,U.S. Senate,,Lib,Chase Oliver,49,31,4,0,14
Chattooga,Dirttown,U.S. Senate,,Lib,Chase Oliver,13,2,0,0,11
Chattooga,Subligna,U.S. Senate,,Lib,Chase Oliver,4,1,3,0,0
Chattooga,Menlo,U.S. Senate,,Lib,Chase Oliver,16,5,2,0,9
Chattooga,Haywood,Governor,,Rep,Brian Kemp ,82,8,0,0,74
Chattooga,Lyerly,Governor,,Rep,Brian Kemp ,749,320,16,0,413
Chattooga,Trion,Governor,,Rep,Brian Kemp ,2114,1138,52,0,924
Chattooga,Summerville,Governor,,Rep,Brian Kemp ,2068,1227,84,0,757
Chattooga,Dirttown,Governor,,Rep,Brian Kemp ,483,169,9,0,305
Chattooga,Subligna,Governor,,Rep,Brian Kemp ,291,89,12,0,190
Chattooga,Menlo,Governor,,Rep,Brian Kemp ,684,253,15,0,416
Chattooga,Haywood,Governor,,Dem,Stacey Abrams,7,2,0,0,5
Chattooga,Lyerly,Governor,,Dem,Stacey Abrams,142,73,15,0,54
Chattooga,Trion,Governor,,Dem,Stacey Abrams,259,141,24,0,94
Chattooga,Summerville,Governor,,Dem,Stacey Abrams,547,312,48,0,187
Chattooga,Dirttown,Governor,,Dem,Stacey Abrams,89,44,8,0,37
Chattooga,Subligna,Governor,,Dem,Stacey Abrams,20,10,1,0,9
Chattooga,Menlo,Governor,,Dem,Stacey Abrams,128,74,7,0,47
Chattooga,Haywood,Governor,,Lib,Shane Hazel,1,0,0,0,1
Chattooga,Lyerly,Governor,,Lib,Shane Hazel,5,0,0,0,5
Chattooga,Trion,Governor,,Lib,Shane Hazel,14,10,0,0,4
Chattooga,Summerville,Governor,,Lib,Shane Hazel,15,11,1,0,3
Chattooga,Dirttown,Governor,,Lib,Shane Hazel,3,0,0,0,3
Chattooga,Subligna,Governor,,Lib,Shane Hazel,3,0,0,0,3
Chattooga,Menlo,Governor,,Lib,Shane Hazel,8,3,0,0,5
Chattooga,Haywood,Lieutenant Governor,,Rep,Burt Jones,68,6,0,0,62
Chattooga,Lyerly,Lieutenant Governor,,Rep,Burt Jones,709,302,16,0,391
Chattooga,Trion,Lieutenant Governor,,Rep,Burt Jones,2011,1090,46,0,875
Chattooga,Summerville,Lieutenant Governor,,Rep,Burt Jones,1960,1159,82,0,719
Chattooga,Dirttown,Lieutenant Governor,,Rep,Burt Jones,471,164,9,0,298
Chattooga,Subligna,Lieutenant Governor,,Rep,Burt Jones,285,88,11,0,186
Chattooga,Menlo,Lieutenant Governor,,Rep,Burt Jones,646,238,13,0,395
Chattooga,Haywood,Lieutenant Governor,,Dem,Charlie Bailey,15,3,0,0,12
Chattooga,Lyerly,Lieutenant Governor,,Dem,Charlie Bailey,162,80,15,0,67
Chattooga,Trion,Lieutenant Governor,,Dem,Charlie Bailey,303,167,29,0,107
Chattooga,Summerville,Lieutenant Governor,,Dem,Charlie Bailey,564,335,45,0,184
Chattooga,Dirttown,Lieutenant Governor,,Dem,Charlie Bailey,95,46,8,0,41
Chattooga,Subligna,Lieutenant Governor,,Dem,Charlie Bailey,22,10,1,0,11
Chattooga,Menlo,Lieutenant Governor,,Dem,Charlie Bailey,154,84,8,0,62
Chattooga,Haywood,Lieutenant Governor,,Lib,Ryan Graham,6,1,0,0,5
Chattooga,Lyerly,Lieutenant Governor,,Lib,Ryan Graham,17,9,0,0,8
Chattooga,Trion,Lieutenant Governor,,Lib,Ryan Graham,45,17,0,0,28
Chattooga,Summerville,Lieutenant Governor,,Lib,Ryan Graham,49,23,3,0,23
Chattooga,Dirttown,Lieutenant Governor,,Lib,Ryan Graham,8,3,0,0,5
Chattooga,Subligna,Lieutenant Governor,,Lib,Ryan Graham,5,1,0,0,4
Chattooga,Menlo,Lieutenant Governor,,Lib,Ryan Graham,11,4,1,0,6
Chattooga,Haywood,Secretary of State,,Rep,Brad Raffensperger ,73,6,0,0,67
Chattooga,Lyerly,Secretary of State,,Rep,Brad Raffensperger ,715,309,14,0,392
Chattooga,Trion,Secretary of State,,Rep,Brad Raffensperger ,2003,1083,51,0,869
Chattooga,Summerville,Secretary of State,,Rep,Brad Raffensperger ,2010,1179,86,0,745
Chattooga,Dirttown,Secretary of State,,Rep,Brad Raffensperger ,467,163,9,0,295
Chattooga,Subligna,Secretary of State,,Rep,Brad Raffensperger ,275,86,6,0,183
Chattooga,Menlo,Secretary of State,,Rep,Brad Raffensperger ,665,253,14,0,398
Chattooga,Haywood,Secretary of State,,Dem,Bee Nguyen,11,3,0,0,8
Chattooga,Lyerly,Secretary of State,,Dem,Bee Nguyen,140,67,16,0,57
Chattooga,Trion,Secretary of State,,Dem,Bee Nguyen,268,143,23,0,102
Chattooga,Summerville,Secretary of State,,Dem,Bee Nguyen,511,302,44,0,165
Chattooga,Dirttown,Secretary of State,,Dem,Bee Nguyen,85,40,8,0,37
Chattooga,Subligna,Secretary of State,,Dem,Bee Nguyen,23,11,2,0,10
Chattooga,Menlo,Secretary of State,,Dem,Bee Nguyen,126,64,8,0,54
Chattooga,Haywood,Secretary of State,,Lib,Ted Metz,6,1,0,0,5
Chattooga,Lyerly,Secretary of State,,Lib,Ted Metz,29,12,1,0,16
Chattooga,Trion,Secretary of State,,Lib,Ted Metz,76,42,1,0,33
Chattooga,Summerville,Secretary of State,,Lib,Ted Metz,64,41,2,0,21
Chattooga,Dirttown,Secretary of State,,Lib,Ted Metz,16,8,0,0,8
