county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Jefferson,Stapleton Crossroads,U.S. Senate,,Rep,Herschel Walker,162,8,90,0,64
Jefferson,Matthews,U.S. Senate,,Rep,Herschel Walker,254,8,211,0,35
Jefferson,Wrens,U.S. Senate,,Rep,Herschel Walker,704,37,448,1,218
Jefferson,Louisville,U.S. Senate,,Rep,Herschel Walker,898,49,275,0,574
Jefferson,Wadley,U.S. Senate,,Rep,Herschel Walker,288,14,129,0,145
Jefferson,Bartow,U.S. Senate,,Rep,Herschel Walker,155,8,95,0,52
Jefferson,Stapleton,U.S. Senate,,Rep,Herschel Walker,234,9,189,0,36
Jefferson,Avera,U.S. Senate,,Rep,Herschel Walker,201,1,174,0,26
Jefferson,Stapleton Crossroads,U.S. Senate,,(Dem,Raphael Warnock ,99,15,44,0,40
Jefferson,Matthews,U.S. Senate,,(Dem,Raphael Warnock ,116,13,61,0,42
Jefferson,Wrens,U.S. Senate,,(Dem,Raphael Warnock ,774,77,388,1,308
Jefferson,Louisville,U.S. Senate,,(Dem,Raphael Warnock ,1145,135,314,0,696
Jefferson,Wadley,U.S. Senate,,(Dem,Raphael Warnock ,638,91,305,0,242
Jefferson,Bartow,U.S. Senate,,(Dem,Raphael Warnock ,134,11,57,0,66
Jefferson,Stapleton,U.S. Senate,,(Dem,Raphael Warnock ,139,12,89,0,38
Jefferson,Avera,U.S. Senate,,(Dem,Raphael Warnock ,34,3,24,0,7
Jefferson,Stapleton Crossroads,Special,,Dem,Jerry Taylor,106,11,62,0,33
Jefferson,Wrens,Special,,Dem,Jerry Taylor,85,3,55,0,27
Jefferson,Louisville,Special,,Dem,Jerry Taylor,452,47,148,0,257
Jefferson,Stapleton Crossroads,Special,,Dem,"William R. Toulson, Jr.",139,11,64,0,64
Jefferson,Wrens,Special,,Dem,"William R. Toulson, Jr.",56,4,28,0,24
Jefferson,Louisville,Special,,Dem,"William R. Toulson, Jr.",489,39,109,0,341
