county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Brooks,Quitman ,U.S. Senate,,Rep,Herschel Walker,670,25,275,1,369
Brooks,Barwick,U.S. Senate,,Rep,Herschel Walker,144,1,116,0,27
Brooks,Dixie,U.S. Senate,,Rep,Herschel Walker,274,4,167,0,103
Brooks,Briggs,U.S. Senate,,Rep,Herschel Walker,839,17,531,0,291
Brooks,Pavo,U.S. Senate,,Rep,Herschel Walker,237,1,188,0,48
Brooks,Nankin,U.S. Senate,,Rep,Herschel Walker,327,4,221,0,102
Brooks,Morven,U.S. Senate,,Rep,Herschel Walker,718,9,423,0,286
Brooks,Quitman ,U.S. Senate,,(Dem,Raphael Warnock ,915,99,258,1,557
Brooks,Barwick,U.S. Senate,,(Dem,Raphael Warnock ,54,4,22,0,28
Brooks,Dixie,U.S. Senate,,(Dem,Raphael Warnock ,263,32,104,0,127
Brooks,Briggs,U.S. Senate,,(Dem,Raphael Warnock ,199,11,99,0,89
Brooks,Pavo,U.S. Senate,,(Dem,Raphael Warnock ,75,6,59,0,10
Brooks,Nankin,U.S. Senate,,(Dem,Raphael Warnock ,56,1,17,0,38
Brooks,Morven,U.S. Senate,,(Dem,Raphael Warnock ,282,26,131,0,125
