county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Laurens,FBC-FLC,U.S. Senate,,Rep,Herschel Junior Walker,1532,956,106,2,468
Laurens,Calhoun Park,U.S. Senate,,Rep,Herschel Junior Walker,594,320,40,0,234
Laurens,Fire Dept Station 5,U.S. Senate,,Rep,Herschel Junior Walker,1756,940,79,0,737
Laurens,Buckeye,U.S. Senate,,Rep,Herschel Junior Walker,314,95,7,0,212
Laurens,Burch,U.S. Senate,,Rep,Herschel Junior Walker,228,32,5,0,191
Laurens,Cadwell,U.S. Senate,,Rep,Herschel Junior Walker,417,99,10,0,308
Laurens,Brewton,U.S. Senate,,Rep,Herschel Junior Walker,789,251,19,0,519
Laurens,Dudley,U.S. Senate,,Rep,Herschel Junior Walker,795,259,22,1,513
Laurens,Hampton Mill,U.S. Senate,,Rep,Herschel Junior Walker,1005,245,23,0,737
Laurens,Minter,U.S. Senate,,Rep,Herschel Junior Walker,559,142,20,5,392
Laurens,Rural Fire Station 7,U.S. Senate,,Rep,Herschel Junior Walker,1010,369,32,1,608
Laurens,WT Adams Fire Station 18,U.S. Senate,,Rep,Herschel Junior Walker,1034,449,58,0,527
Laurens,Reedy Springs,U.S. Senate,,Rep,Herschel Junior Walker,469,77,6,0,386
Laurens,Smith,U.S. Senate,,Rep,Herschel Junior Walker,834,316,35,0,483
Laurens,LCFS #10,U.S. Senate,,Rep,Herschel Junior Walker,737,306,28,0,403
Laurens,FBC-FLC,U.S. Senate,,Dem,Raphael Warnock ,917,518,104,0,295
Laurens,Calhoun Park,U.S. Senate,,Dem,Raphael Warnock ,1764,903,241,0,620
Laurens,Fire Dept Station 5,U.S. Senate,,Dem,Raphael Warnock ,665,400,78,1,186
Laurens,Buckeye,U.S. Senate,,Dem,Raphael Warnock ,263,123,30,0,110
Laurens,Burch,U.S. Senate,,Dem,Raphael Warnock ,58,21,11,0,26
Laurens,Cadwell,U.S. Senate,,Dem,Raphael Warnock ,64,23,6,0,35
Laurens,Brewton,U.S. Senate,,Dem,Raphael Warnock ,189,80,18,0,91
Laurens,Dudley,U.S. Senate,,Dem,Raphael Warnock ,249,109,28,0,112
Laurens,Hampton Mill,U.S. Senate,,Dem,Raphael Warnock ,136,45,11,0,80
Laurens,Minter,U.S. Senate,,Dem,Raphael Warnock ,45,17,0,0,28
Laurens,Rural Fire Station 7,U.S. Senate,,Dem,Raphael Warnock ,300,143,32,0,125
Laurens,WT Adams Fire Station 18,U.S. Senate,,Dem,Raphael Warnock ,416,219,68,0,129
Laurens,Reedy Springs,U.S. Senate,,Dem,Raphael Warnock ,92,29,11,0,52
Laurens,Smith,U.S. Senate,,Dem,Raphael Warnock ,705,326,70,0,309
Laurens,LCFS #10,U.S. Senate,,Dem,Raphael Warnock ,422,202,53,1,166
Laurens,FBC-FLC,U.S. Senate,,Lib,Chase Oliver,24,9,2,0,13
Laurens,Calhoun Park,U.S. Senate,,Lib,Chase Oliver,24,9,2,0,13
Laurens,Fire Dept Station 5,U.S. Senate,,Lib,Chase Oliver,22,11,3,0,8
Laurens,Buckeye,U.S. Senate,,Lib,Chase Oliver,1,0,0,0,1
Laurens,Burch,U.S. Senate,,Lib,Chase Oliver,2,1,0,0,1
Laurens,Cadwell,U.S. Senate,,Lib,Chase Oliver,1,0,0,0,1
Laurens,Brewton,U.S. Senate,,Lib,Chase Oliver,6,2,1,0,3
Laurens,Dudley,U.S. Senate,,Lib,Chase Oliver,12,4,1,0,7
Laurens,Hampton Mill,U.S. Senate,,Lib,Chase Oliver,8,2,0,0,6
Laurens,Minter,U.S. Senate,,Lib,Chase Oliver,5,0,1,0,4
Laurens,Rural Fire Station 7,U.S. Senate,,Lib,Chase Oliver,11,1,0,0,10
Laurens,WT Adams Fire Station 18,U.S. Senate,,Lib,Chase Oliver,17,5,2,0,10
Laurens,Reedy Springs,U.S. Senate,,Lib,Chase Oliver,4,0,2,0,2
Laurens,Smith,U.S. Senate,,Lib,Chase Oliver,12,4,4,0,4
Laurens,LCFS #10,U.S. Senate,,Lib,Chase Oliver,6,1,1,0,4
Laurens,FBC-FLC,Governor,,Rep,Brian Kemp ,1625,1005,119,2,499
Laurens,Calhoun Park,Governor,,Rep,Brian Kemp ,635,337,43,0,255
Laurens,Fire Dept Station 5,Governor,,Rep,Brian Kemp ,1825,973,89,0,763
Laurens,Buckeye,Governor,,Rep,Brian Kemp ,322,98,8,0,216
Laurens,Burch,Governor,,Rep,Brian Kemp ,235,34,5,0,196
Laurens,Cadwell,Governor,,Rep,Brian Kemp ,422,102,12,0,308
Laurens,Brewton,Governor,,Rep,Brian Kemp ,802,260,20,0,522
Laurens,Dudley,Governor,,Rep,Brian Kemp ,822,266,27,1,528
Laurens,Hampton Mill,Governor,,Rep,Brian Kemp ,1026,249,25,0,752
Laurens,Minter,Governor,,Rep,Brian Kemp ,571,145,23,5,398
Laurens,Rural Fire Station 7,Governor,,Rep,Brian Kemp ,1041,380,32,1,628
Laurens,WT Adams Fire Station 18,Governor,,Rep,Brian Kemp ,1071,469,64,0,538
Laurens,Reedy Springs,Governor,,Rep,Brian Kemp ,492,85,8,0,399
Laurens,Smith,Governor,,Rep,Brian Kemp ,860,330,38,0,492
Laurens,LCFS #10,Governor,,Rep,Brian Kemp ,759,315,30,0,414
Laurens,FBC-FLC,Governor,,Dem,Stacey Abrams,848,478,94,0,276
Laurens,Calhoun Park,Governor,,Dem,Stacey Abrams,1739,891,240,0,608
Laurens,Fire Dept Station 5,Governor,,Dem,Stacey Abrams,614,375,70,1,168
Laurens,Buckeye,Governor,,Dem,Stacey Abrams,255,119,29,0,107
Laurens,Burch,Governor,,Dem,Stacey Abrams,50,20,11,0,19
Laurens,Cadwell,Governor,,Dem,Stacey Abrams,58,21,4,0,33
Laurens,Brewton,Governor,,Dem,Stacey Abrams,180,73,18,0,89
Laurens,Dudley,Governor,,Dem,Stacey Abrams,229,106,24,0,99
Laurens,Hampton Mill,Governor,,Dem,Stacey Abrams,121,42,9,0,70
Laurens,Minter,Governor,,Dem,Stacey Abrams,39,14,0,0,25
Laurens,Rural Fire Station 7,Governor,,Dem,Stacey Abrams,280,134,32,0,114
Laurens,WT Adams Fire Station 18,Governor,,Dem,Stacey Abrams,391,204,65,0,122
Laurens,Reedy Springs,Governor,,Dem,Stacey Abrams,74,22,11,0,41
Laurens,Smith,Governor,,Dem,Stacey Abrams,688,314,71,0,303
Laurens,LCFS #10,Governor,,Dem,Stacey Abrams,407,193,52,1,161
Laurens,FBC-FLC,Governor,,Lib,Shane Hazel,9,5,0,0,4
Laurens,Calhoun Park,Governor,,Lib,Shane Hazel,11,5,1,0,5
Laurens,Fire Dept Station 5,Governor,,Lib,Shane Hazel,11,7,1,0,3
Laurens,Buckeye,Governor,,Lib,Shane Hazel,1,0,0,0,1
Laurens,Burch,Governor,,Lib,Shane Hazel,3,0,0,0,3
Laurens,Cadwell,Governor,,Lib,Shane Hazel,0,0,0,0,0
Laurens,Brewton,Governor,,Lib,Shane Hazel,2,0,0,0,2
Laurens,Dudley,Governor,,Lib,Shane Hazel,4,0,0,0,4
Laurens,Hampton Mill,Governor,,Lib,Shane Hazel,5,1,0,0,4
Laurens,Minter,Governor,,Lib,Shane Hazel,0,0,0,0,0
Laurens,Rural Fire Station 7,Governor,,Lib,Shane Hazel,5,2,0,0,3
Laurens,WT Adams Fire Station 18,Governor,,Lib,Shane Hazel,8,3,0,0,5
Laurens,Reedy Springs,Governor,,Lib,Shane Hazel,0,0,0,0,0
Laurens,Smith,Governor,,Lib,Shane Hazel,6,4,0,0,2
Laurens,LCFS #10,Governor,,Lib,Shane Hazel,4,2,0,0,2
Laurens,FBC-FLC,Lieutenant Governor,,Rep,Burt Jones,1564,968,112,2,482
Laurens,Calhoun Park,Lieutenant Governor,,Rep,Burt Jones,635,341,43,0,251
Laurens,Fire Dept Station 5,Lieutenant Governor,,Rep,Burt Jones,1775,952,83,0,740
Laurens,Buckeye,Lieutenant Governor,,Rep,Burt Jones,318,96,8,0,214
Laurens,Burch,Lieutenant Governor,,Rep,Burt Jones,225,33,5,0,187
Laurens,Cadwell,Lieutenant Governor,,Rep,Burt Jones,412,97,10,0,305
Laurens,Brewton,Lieutenant Governor,,Rep,Burt Jones,785,259,20,0,506
Laurens,Dudley,Lieutenant Governor,,Rep,Burt Jones,811,264,25,1,521
Laurens,Hampton Mill,Lieutenant Governor,,Rep,Burt Jones,1003,244,24,0,735
Laurens,Minter,Lieutenant Governor,,Rep,Burt Jones,564,144,22,5,393
Laurens,Rural Fire Station 7,Lieutenant Governor,,Rep,Burt Jones,1028,378,33,1,616
Laurens,WT Adams Fire Station 18,Lieutenant Governor,,Rep,Burt Jones,1048,458,64,0,526
Laurens,Reedy Springs,Lieutenant Governor,,Rep,Burt Jones,470,79,8,0,383
Laurens,Smith,Lieutenant Governor,,Rep,Burt Jones,827,313,38,0,476
Laurens,LCFS #10,Lieutenant Governor,,Rep,Burt Jones,745,314,30,0,401
Laurens,FBC-FLC,Lieutenant Governor,,Dem,Charlie Bailey,846,479,96,0,271
Laurens,Calhoun Park,Lieutenant Governor,,Dem,Charlie Bailey,1638,833,235,0,570
Laurens,Fire Dept Station 5,Lieutenant Governor,,Dem,Charlie Bailey,626,374,75,1,176
Laurens,Buckeye,Lieutenant Governor,,Dem,Charlie Bailey,242,114,29,0,99
Laurens,Burch,Lieutenant Governor,,Dem,Charlie Bailey,53,19,11,0,23
