county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Candler,JSCC,U.S. Senate,,Rep,Herschel Junior Walker,2552,1764,51,2,735
Candler,JSCC,U.S. Senate,,Dem,Raphael Warnock ,950,603,82,0,265
Candler,JSCC,U.S. Senate,,Lib,Chase Oliver,51,32,2,0,17
Candler,JSCC,Governor,,Rep,Brian Kemp ,2666,1849,52,2,763
Candler,JSCC,Governor,,Dem,Stacey Abrams,885,551,81,0,253
Candler,JSCC,Governor,,Lib,Shane Hazel,11,8,1,0,2
Candler,JSCC,Lieutenant Governor,,Rep,Burt Jones,2619,1814,50,2,753
Candler,JSCC,Lieutenant Governor,,Dem,Charlie Bailey,868,542,82,0,244
Candler,JSCC,Lieutenant Governor,,Lib,Ryan Graham,39,20,2,0,17
Candler,JSCC,Secretary of State,,Rep,Brad Raffensperger ,2603,1802,58,2,741
Candler,JSCC,Secretary of State,,Dem,Bee Nguyen,832,517,77,0,238
Candler,JSCC,Secretary of State,,Lib,Ted Metz,76,44,0,0,32
Candler,JSCC,Attorney General,,Rep,Chris Carr ,2602,1796,55,2,749
Candler,JSCC,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",897,569,79,0,249
Candler,JSCC,Attorney General,,Lib,Martin Cowen,30,14,0,0,16
Candler,JSCC,Commissioner of Agriculture,,Rep,Tyler Harper,2650,1836,54,2,758
Candler,JSCC,Commissioner of Agriculture,,Dem,Nakita Hemingway,850,535,76,0,239
Candler,JSCC,Commissioner of Agriculture,,Lib,David Raudabaugh,32,12,2,0,18
Candler,JSCC,Commissioner of Insurance,,Rep,John King ,2636,1813,53,2,768
Candler,JSCC,Commissioner of Insurance,,Dem,Janice Laws Robinson,882,556,79,0,247
Candler,JSCC,State School Superintendent,,Rep,Richard Woods ,2660,1837,55,2,766
Candler,JSCC,State School Superintendent,,Dem,Alisha Thomas Searcy,862,539,77,0,246
Candler,JSCC,Commissioner of Labor,,Rep,Bruce Thompson,2615,1811,53,2,749
Candler,JSCC,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",868,552,77,0,239
Candler,JSCC,Commissioner of Labor,,Lib,Emily Anderson,45,16,1,0,28
Candler,JSCC,U.S. House,,Rep,Rick W. Allen ,2653,1831,54,2,766
Candler,JSCC,U.S. House,,Dem,Elizabeth 'Liz' Johnson,889,560,81,0,248
Candler,JSCC,State Senate,,Rep,Billy Hickman ,3084,2082,87,2,913
Candler,JSCC,State House,,Rep,Butch Parrish ,2705,1868,55,2,780
Candler,JSCC,State House,,Dem,Madeline Ryan Smith,833,519,80,0,234
Candler,JSCC,County Commissioner,,Rep,Brad Jones ,720,486,24,0,210
Candler,JSCC,County Commissioner,,Rep,Blake Hendrix ,1054,715,28,2,309
Candler,JSCC,Soil and Water,,,Morgan Trapnell ,3146,2130,97,1,918
Candler,JSCC,Proposed Constitutional Amendment 1,,,Yes,2983,2012,107,2,862
Candler,JSCC,Proposed Constitutional Amendment 1,,,No,431,289,18,0,124
Candler,JSCC,Proposed Constitutional Amendment 2,,,Yes,3092,2081,116,2,893
Candler,JSCC,Proposed Constitutional Amendment 2,,,No,346,234,10,0,102
Candler,JSCC,Statewide Referendum Question A,,,Yes,2217,1485,65,1,666
Candler,JSCC,Statewide Referendum Question A,,,No,1168,802,53,1,312
Candler,JSCC,Statewide Referendum Question B,,,Yes,2667,1793,74,2,798
Candler,JSCC,Statewide Referendum Question B,,,No,726,506,44,0,176
