county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Lanier,Lakeland,U.S. Senate,,Rep,Herschel Walker,1860,1106,35,0,719
Lanier,Lakeland,U.S. Senate,,Dem,Raphael Warnock ,725,430,40,0,255
Lanier,Lakeland,U.S. Senate,,L,Chase Oliver,38,17,3,0,18
Lanier,Lakeland,Governor,,Rep,Brian Kemp ,1932,1143,40,0,749
Lanier,Lakeland,Governor,,Dem,Stacey Abrams,691,415,36,0,240
Lanier,Lakeland,Governor,,L,Shane Hazel,15,6,3,0,6
Lanier,Lakeland,Lieutenant Governor,,Rep,Burt Jones,1877,1113,37,0,727
Lanier,Lakeland,Lieutenant Governor,,Dem,Charlie Bailey,669,398,37,0,234
Lanier,Lakeland,Lieutenant Governor,,L,Ryan Graham,35,17,1,0,17
Lanier,Lakeland,Secretary of State,,Rep,Brad Raffensperger ,1871,1099,40,0,732
Lanier,Lakeland,Secretary of State,,Dem,Bee Nguyen,606,363,30,0,213
Lanier,Lakeland,Secretary of State,,L,Ted Metz,94,55,5,0,34
Lanier,Lakeland,Attorney General,,Rep,Chris Carr ,1885,1122,39,0,724
Lanier,Lakeland,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",669,396,36,0,237
Lanier,Lakeland,Attorney General,,L,Martin Cowen,38,20,0,0,18
Lanier,Lakeland,Commissioner of Agriculture,,Rep,Tyler Harper,1917,1132,39,0,746
Lanier,Lakeland,Commissioner of Agriculture,,Dem,Nakita Hemingway,636,387,36,0,213
Lanier,Lakeland,Commissioner of Agriculture,,L,David Raudabaugh,39,17,2,0,20
Lanier,Lakeland,Commissioner of Insurance,,Rep,John King ,1928,1136,39,0,753
Lanier,Lakeland,Commissioner of Insurance,,Dem,Janice Laws Robinson,657,394,37,0,226
Lanier,Lakeland,State School Superintendent,,Rep,Richard Woods ,1933,1146,39,0,748
Lanier,Lakeland,State School Superintendent,,Dem,Alisha Thomas Searcy,657,390,37,0,230
Lanier,Lakeland,Commissioner of Labor,,Rep,Bruce Thompson,1892,1125,37,0,730
Lanier,Lakeland,Commissioner of Labor,,Dem,"William """"Will"""" Boddie, Jr",653,391,39,0,223
Lanier,Lakeland,Commissioner of Labor,,L,Emily Anderson,44,18,0,0,26
Lanier,Lakeland,U.S. House,,Rep,Austin Scott ,1946,1150,43,0,753
Lanier,Lakeland,U.S. House,,Dem,Darrius Butler,649,388,33,0,228
Lanier,Lakeland,State Senate,,Rep,Russ Goodman ,2222,1296,50,0,876
Lanier,Lakeland,State House,,Rep,James Burchett ,2197,1276,52,0,869
Lanier,Lakeland,District Attorney,,Rep,Chase Studstill ,2232,1301,53,0,878
Lanier,Lakeland,County Commissioner D1,,Dem,"Benny """"Peter"""" Ryan",391,215,14,0,162
Lanier,Lakeland,County Commissioner D2,,Rep,Hank J Smith ,577,346,9,0,222
Lanier,Lakeland,County Board of Education D1,,Dem,Erlish Locklear ,377,207,15,0,155
Lanier,Lakeland,County Board of Education D3,,Rep,Phillip C Connell ,527,299,13,0,215
Lanier,Lakeland,County Board of Education D4,,Rep,Denny Fender ,736,441,16,0,279
Lanier,Lakeland,Constitutional Amendment #1,,,Yes,2203,1312,71,0,820
Lanier,Lakeland,Constitutional Amendment #1,,,No,304,173,5,0,126
Lanier,Lakeland,Constitutional Amendment #2,,,Yes,2285,1345,71,0,869
Lanier,Lakeland,Constitutional Amendment #2,,,No,261,164,7,0,90
Lanier,Lakeland,Statewide Referendum A,,,Yes,1624,934,37,0,653
Lanier,Lakeland,Statewide Referendum A,,,No,889,551,37,0,301
Lanier,Lakeland,Statewide Referendum B,,,Yes,1939,1124,51,0,764
Lanier,Lakeland,Statewide Referendum B,,,No,579,366,24,0,189
